Date,SHIRPUR-G
2015-01-01,76.75
2015-01-02,74.1
2015-01-05,74.75
2015-01-06,72.65
2015-01-07,74.0
2015-01-08,75.0
2015-01-09,73.5
2015-01-12,73.45
2015-01-13,73.55
2015-01-14,74.05
2015-01-15,73.7
2015-01-16,75.6
2015-01-19,80.75
2015-01-20,78.45
2015-01-21,76.8
2015-01-22,76.15
2015-01-23,75.1
2015-01-27,75.8
2015-01-28,75.95
2015-01-29,76.05
2015-01-30,76.1
2015-02-02,78.0
2015-02-03,76.2
2015-02-04,76.05
2015-02-05,82.9
2015-02-06,76.65
2015-02-09,73.6
2015-02-10,71.65
2015-02-11,72.6
2015-02-12,72.9
2015-02-13,72.55
2015-02-16,73.2
2015-02-18,73.6
2015-02-19,74.6
2015-02-20,77.05
2015-02-23,75.55
2015-02-24,75.65
2015-02-25,73.6
2015-02-26,72.95
2015-02-27,75.25
2015-02-28,73.3
2015-03-02,73.6
2015-03-03,73.05
2015-03-04,72.15
2015-03-05,71.95
2015-03-09,70.95
2015-03-10,69.8
2015-03-11,69.6
2015-03-12,68.0
2015-03-13,66.8
2015-03-16,64.35
2015-03-17,67.35
2015-03-18,66.8
2015-03-19,65.05
2015-03-20,65.8
2015-03-23,64.0
2015-03-24,59.75
2015-03-25,59.4
2015-03-26,58.2
2015-03-27,62.25
2015-03-30,65.65
2015-03-31,63.5
2015-04-01,65.45
2015-04-06,70.0
2015-04-07,68.05
2015-04-08,68.5
2015-04-09,68.0
2015-04-10,68.35
2015-04-13,70.9
2015-04-15,71.0
2015-04-16,69.05
2015-04-17,67.9
2015-04-20,76.45
2015-04-21,83.75
2015-04-22,77.35
2015-04-23,74.9
2015-04-24,71.8
2015-04-27,67.4
2015-04-28,68.05
2015-04-29,67.7
2015-04-30,67.9
2015-05-04,70.95
2015-05-05,69.25
2015-05-06,67.05
2015-05-07,66.5
2015-05-08,66.5
2015-05-11,68.05
2015-05-12,65.8
2015-05-13,66.8
2015-05-14,72.0
2015-05-15,72.35
2015-05-18,77.45
2015-05-19,75.3
2015-05-20,70.15
2015-05-21,68.95
2015-05-22,70.65
2015-05-25,71.25
2015-05-26,69.45
2015-05-27,67.1
2015-05-28,67.35
2015-05-29,66.5
2015-06-01,67.0
2015-06-02,65.05
2015-06-03,62.3
2015-06-04,62.1
2015-06-05,62.65
2015-06-08,60.05
2015-06-09,59.95
2015-06-10,58.35
2015-06-11,57.0
2015-06-12,58.8
2015-06-15,61.5
2015-06-16,60.0
2015-06-17,58.75
2015-06-18,60.6
2015-06-19,61.25
2015-06-22,62.4
2015-06-23,60.55
2015-06-24,61.25
2015-06-25,60.15
2015-06-26,60.25
2015-06-29,61.1
2015-06-30,60.4
2015-07-01,61.8
2015-07-02,61.5
2015-07-03,63.75
2015-07-06,67.25
2015-07-07,68.0
2015-07-08,64.6
2015-07-09,66.15
2015-07-10,67.0
2015-07-13,66.25
2015-07-14,68.6
2015-07-15,66.45
2015-07-16,67.7
2015-07-17,66.95
2015-07-20,66.55
2015-07-21,64.2
2015-07-22,64.0
2015-07-23,62.75
2015-07-24,61.85
2015-07-27,61.45
2015-07-28,66.4
2015-07-29,64.85
2015-07-30,63.25
2015-07-31,63.7
2015-08-03,70.65
2015-08-04,73.1
2015-08-05,77.6
2015-08-06,78.3
2015-08-07,77.25
2015-08-10,75.9
2015-08-11,69.4
2015-08-12,74.6
2015-08-13,74.75
2015-08-14,75.05
2015-08-17,75.15
2015-08-18,76.5
2015-08-19,76.4
2015-08-20,74.5
2015-08-21,75.15
2015-08-24,64.95
2015-08-25,67.05
2015-08-26,68.35
2015-08-27,68.35
2015-08-28,70.0
2015-08-31,67.8
2015-09-01,64.75
2015-09-02,67.0
2015-09-03,68.0
2015-09-04,68.3
2015-09-07,69.25
2015-09-08,68.7
2015-09-09,72.85
2015-09-10,70.35
2015-09-11,70.85
2015-09-14,71.9
2015-09-15,70.85
2015-09-16,69.55
2015-09-18,68.2
2015-09-21,68.7
2015-09-22,66.15
2015-09-23,66.2
2015-09-24,67.1
2015-09-28,66.25
2015-09-29,65.1
2015-09-30,65.3
2015-10-01,66.1
2015-10-05,67.75
2015-10-06,67.45
2015-10-07,65.75
2015-10-08,67.0
2015-10-09,68.0
2015-10-12,65.45
2015-10-13,66.0
2015-10-14,65.25
2015-10-15,66.2
2015-10-16,65.35
2015-10-19,65.0
2015-10-20,66.15
2015-10-21,65.85
2015-10-23,65.9
2015-10-26,65.75
2015-10-27,65.55
2015-10-28,65.3
2015-10-29,65.6
2015-10-30,65.8
2015-11-02,66.0
2015-11-03,65.95
2015-11-04,67.5
2015-11-05,68.75
2015-11-06,67.3
2015-11-09,61.8
2015-11-10,63.55
2015-11-11,63.0
2015-11-13,60.55
2015-11-16,60.8
2015-11-17,61.0
2015-11-18,60.85
2015-11-19,59.95
2015-11-20,59.8
2015-11-23,59.4
2015-11-24,60.2
2015-11-26,60.4
2015-11-27,60.05
2015-11-30,62.05
2015-12-01,61.6
2015-12-02,61.45
2015-12-03,61.8
2015-12-04,60.95
2015-12-07,62.3
2015-12-08,61.7
2015-12-09,58.6
2015-12-10,58.5
2015-12-11,56.9
2015-12-14,57.25
2015-12-15,57.0
2015-12-16,56.8
2015-12-17,57.45
2015-12-18,57.0
2015-12-21,56.75
2015-12-22,56.7
2015-12-23,58.25
2015-12-24,58.5
2015-12-28,58.05
2015-12-29,58.0
2015-12-30,58.55
2015-12-31,59.55
