Date,NLCINDIA
2015-01-01,80.65
2015-01-02,80.9
2015-01-05,81.1
2015-01-06,78.65
2015-01-07,79.05
2015-01-08,78.65
2015-01-09,78.8
2015-01-12,79.1
2015-01-13,76.95
2015-01-14,77.3
2015-01-15,77.65
2015-01-16,77.0
2015-01-19,77.05
2015-01-20,77.15
2015-01-21,77.15
2015-01-22,78.4
2015-01-23,78.75
2015-01-27,78.9
2015-01-28,78.0
2015-01-29,78.6
2015-01-30,78.25
2015-02-02,79.25
2015-02-03,80.2
2015-02-04,79.75
2015-02-05,78.35
2015-02-06,76.8
2015-02-09,75.45
2015-02-10,73.65
2015-02-11,76.1
2015-02-12,78.9
2015-02-13,78.55
2015-02-16,79.3
2015-02-18,81.6
2015-02-19,82.55
2015-02-20,82.15
2015-02-23,82.1
2015-02-24,81.55
2015-02-25,82.2
2015-02-26,79.65
2015-02-27,80.3
2015-02-28,78.55
2015-03-02,78.45
2015-03-03,79.35
2015-03-04,79.9
2015-03-05,79.2
2015-03-09,77.35
2015-03-10,77.0
2015-03-11,75.2
2015-03-12,75.8
2015-03-13,75.85
2015-03-16,74.9
2015-03-17,75.05
2015-03-18,74.6
2015-03-19,74.0
2015-03-20,72.9
2015-03-23,70.7
2015-03-24,70.2
2015-03-25,69.35
2015-03-26,67.35
2015-03-27,67.65
2015-03-30,68.95
2015-03-31,69.55
2015-04-01,70.75
2015-04-06,71.9
2015-04-07,72.5
2015-04-08,73.65
2015-04-09,74.75
2015-04-10,77.95
2015-04-13,77.1
2015-04-15,76.9
2015-04-16,76.05
2015-04-17,74.85
2015-04-20,74.45
2015-04-21,74.25
2015-04-22,73.85
2015-04-23,76.7
2015-04-24,76.4
2015-04-27,74.5
2015-04-28,75.55
2015-04-29,76.7
2015-04-30,76.4
2015-05-04,77.25
2015-05-05,76.1
2015-05-06,74.8
2015-05-07,73.3
2015-05-08,74.4
2015-05-11,74.7
2015-05-12,73.05
2015-05-13,72.95
2015-05-14,73.75
2015-05-15,72.95
2015-05-18,72.85
2015-05-19,72.5
2015-05-20,72.4
2015-05-21,71.9
2015-05-22,72.0
2015-05-25,72.05
2015-05-26,72.4
2015-05-27,72.0
2015-05-28,73.1
2015-05-29,73.05
2015-06-01,83.55
2015-06-02,80.05
2015-06-03,76.35
2015-06-04,77.25
2015-06-05,76.0
2015-06-08,79.6
2015-06-09,77.65
2015-06-10,77.9
2015-06-11,75.9
2015-06-12,76.6
2015-06-15,78.05
2015-06-16,78.1
2015-06-17,78.45
2015-06-18,77.65
2015-06-19,78.25
2015-06-22,78.6
2015-06-23,78.7
2015-06-24,80.85
2015-06-25,81.45
2015-06-26,81.45
2015-06-29,79.85
2015-06-30,81.65
2015-07-01,82.3
2015-07-02,82.05
2015-07-03,81.85
2015-07-06,82.65
2015-07-07,82.5
2015-07-08,82.7
2015-07-09,82.7
2015-07-10,82.75
2015-07-13,82.75
2015-07-14,82.8
2015-07-15,82.65
2015-07-16,82.75
2015-07-17,86.35
2015-07-20,85.35
2015-07-21,83.45
2015-07-22,84.3
2015-07-23,83.7
2015-07-24,82.65
2015-07-27,81.1
2015-07-28,81.3
2015-07-29,81.85
2015-07-30,82.55
2015-07-31,82.25
2015-08-03,82.65
2015-08-04,83.7
2015-08-05,85.45
2015-08-06,85.1
2015-08-07,89.95
2015-08-10,87.5
2015-08-11,86.05
2015-08-12,82.5
2015-08-13,82.8
2015-08-14,83.6
2015-08-17,83.6
2015-08-18,84.2
2015-08-19,81.45
2015-08-20,81.3
2015-08-21,80.65
2015-08-24,71.9
2015-08-25,73.1
2015-08-26,72.2
2015-08-27,73.85
2015-08-28,74.1
2015-08-31,74.35
2015-09-01,74.05
2015-09-02,74.7
2015-09-03,75.05
2015-09-04,72.85
2015-09-07,71.8
2015-09-08,71.75
2015-09-09,72.7
2015-09-10,72.05
2015-09-11,72.8
2015-09-14,73.15
2015-09-15,72.6
2015-09-16,72.25
2015-09-18,73.45
2015-09-21,73.85
2015-09-22,73.35
2015-09-23,73.75
2015-09-24,73.95
2015-09-28,73.55
2015-09-29,72.8
2015-09-30,72.35
2015-10-01,72.75
2015-10-05,73.8
2015-10-06,77.7
2015-10-07,79.9
2015-10-08,79.7
2015-10-09,77.9
2015-10-12,79.0
2015-10-13,78.95
2015-10-14,79.65
2015-10-15,82.4
2015-10-16,81.15
2015-10-19,80.1
2015-10-20,80.7
2015-10-21,80.15
2015-10-23,80.3
2015-10-26,80.35
2015-10-27,80.4
2015-10-28,79.85
2015-10-29,79.8
2015-10-30,79.95
2015-11-02,80.4
2015-11-03,80.7
2015-11-04,80.8
2015-11-05,82.85
2015-11-06,80.6
2015-11-09,80.8
2015-11-10,79.1
2015-11-11,79.95
2015-11-13,79.1
2015-11-16,79.35
2015-11-17,79.15
2015-11-18,78.75
2015-11-19,79.05
2015-11-20,80.25
2015-11-23,79.65
2015-11-24,81.75
2015-11-26,81.8
2015-11-27,80.15
2015-11-30,82.6
2015-12-01,86.4
2015-12-02,85.5
2015-12-03,83.45
2015-12-04,81.55
2015-12-07,79.7
2015-12-08,80.05
2015-12-09,79.3
2015-12-10,81.15
2015-12-11,81.35
2015-12-14,80.8
2015-12-15,80.75
2015-12-16,80.7
2015-12-17,82.65
2015-12-18,81.65
2015-12-21,82.75
2015-12-22,84.4
2015-12-23,81.95
2015-12-24,80.2
2015-12-28,80.7
2015-12-29,80.85
2015-12-30,80.3
2015-12-31,81.7
