Date,DICIND
2015-01-01,382.55
2015-01-02,386.45
2015-01-05,379.7
2015-01-06,369.35
2015-01-07,370.15
2015-01-08,376.5
2015-01-09,380.5
2015-01-12,383.3
2015-01-13,381.6
2015-01-14,380.25
2015-01-15,377.3
2015-01-16,374.5
2015-01-19,379.35
2015-01-20,377.5
2015-01-21,383.9
2015-01-22,385.8
2015-01-23,385.4
2015-01-27,381.6
2015-01-28,382.45
2015-01-29,383.3
2015-01-30,381.4
2015-02-02,386.15
2015-02-03,387.6
2015-02-04,385.5
2015-02-05,364.65
2015-02-06,358.4
2015-02-09,350.1
2015-02-10,339.0
2015-02-11,341.5
2015-02-12,337.9
2015-02-13,338.75
2015-02-16,341.3
2015-02-18,346.4
2015-02-19,349.95
2015-02-20,351.1
2015-02-23,343.7
2015-02-24,345.15
2015-02-25,349.2
2015-02-26,341.05
2015-02-27,335.5
2015-02-28,339.85
2015-03-02,338.8
2015-03-03,342.05
2015-03-04,344.1
2015-03-05,349.25
2015-03-09,347.2
2015-03-10,347.5
2015-03-11,350.1
2015-03-12,350.0
2015-03-13,347.15
2015-03-16,346.8
2015-03-17,346.5
2015-03-18,346.05
2015-03-19,345.45
2015-03-20,342.55
2015-03-23,341.2
2015-03-24,339.9
2015-03-25,339.8
2015-03-26,335.55
2015-03-27,334.55
2015-03-30,352.65
2015-03-31,339.55
2015-04-01,341.95
2015-04-06,377.5
2015-04-07,385.5
2015-04-08,389.95
2015-04-09,386.35
2015-04-10,396.5
2015-04-13,389.7
2015-04-15,391.1
2015-04-16,388.0
2015-04-17,385.95
2015-04-20,380.85
2015-04-21,377.75
2015-04-22,437.9
2015-04-23,422.9
2015-04-24,412.45
2015-04-27,408.55
2015-04-28,413.8
2015-04-29,412.1
2015-04-30,408.75
2015-05-04,404.75
2015-05-05,407.1
2015-05-06,394.35
2015-05-07,383.6
2015-05-08,399.95
2015-05-11,428.2
2015-05-12,425.9
2015-05-13,422.95
2015-05-14,442.25
2015-05-15,445.75
2015-05-18,445.65
2015-05-19,445.9
2015-05-20,472.15
2015-05-21,471.65
2015-05-22,466.05
2015-05-25,460.9
2015-05-26,456.85
2015-05-27,457.15
2015-05-28,455.05
2015-05-29,459.7
2015-06-01,451.55
2015-06-02,446.7
2015-06-03,429.95
2015-06-04,430.15
2015-06-05,431.65
2015-06-08,430.45
2015-06-09,432.1
2015-06-10,434.7
2015-06-11,428.15
2015-06-12,435.9
2015-06-15,449.45
2015-06-16,436.0
2015-06-17,448.45
2015-06-18,449.4
2015-06-19,457.0
2015-06-22,462.35
2015-06-23,459.9
2015-06-24,461.65
2015-06-25,467.25
2015-06-26,460.95
2015-06-29,450.0
2015-06-30,472.25
2015-07-01,482.5
2015-07-02,493.6
2015-07-03,490.3
2015-07-06,495.75
2015-07-07,505.45
2015-07-08,494.65
2015-07-09,495.15
2015-07-10,495.8
2015-07-13,495.65
2015-07-14,494.35
2015-07-15,493.15
2015-07-16,506.6
2015-07-17,511.6
2015-07-20,504.7
2015-07-21,487.45
2015-07-22,487.05
2015-07-23,524.85
2015-07-24,531.55
2015-07-27,516.65
2015-07-28,569.7
2015-07-29,556.55
2015-07-30,565.75
2015-07-31,571.95
2015-08-03,614.6
2015-08-04,621.65
2015-08-05,662.95
2015-08-06,723.55
2015-08-07,691.85
2015-08-10,693.9
2015-08-11,684.6
2015-08-12,661.95
2015-08-13,682.95
2015-08-14,715.6
2015-08-17,716.8
2015-08-18,712.75
2015-08-19,685.15
2015-08-20,686.35
2015-08-21,679.7
2015-08-24,597.6
2015-08-25,577.35
2015-08-26,570.5
2015-08-27,599.05
2015-08-28,575.1
2015-08-31,580.3
2015-09-01,558.75
2015-09-02,547.55
2015-09-03,583.15
2015-09-04,576.45
2015-09-07,551.75
2015-09-08,549.75
2015-09-09,555.6
2015-09-10,559.95
2015-09-11,558.85
2015-09-14,591.95
2015-09-15,594.2
2015-09-16,597.1
2015-09-18,605.35
2015-09-21,607.45
2015-09-22,600.2
2015-09-23,587.8
2015-09-24,596.1
2015-09-28,558.85
2015-09-29,558.7
2015-09-30,639.15
2015-10-01,632.8
2015-10-05,658.45
2015-10-06,649.15
2015-10-07,670.5
2015-10-08,676.2
2015-10-09,690.55
2015-10-12,710.15
2015-10-13,692.35
2015-10-14,681.15
2015-10-15,702.2
2015-10-16,691.55
2015-10-19,681.85
2015-10-20,680.0
2015-10-21,659.3
2015-10-23,659.85
2015-10-26,659.85
2015-10-27,649.7
2015-10-28,654.4
2015-10-29,651.3
2015-10-30,635.95
2015-11-02,629.1
2015-11-03,635.1
2015-11-04,627.6
2015-11-05,619.2
2015-11-06,611.2
2015-11-09,634.5
2015-11-10,624.1
2015-11-11,639.3
2015-11-13,635.2
2015-11-16,638.9
2015-11-17,653.45
2015-11-18,644.6
2015-11-19,650.9
2015-11-20,644.65
2015-11-23,655.45
2015-11-24,649.55
2015-11-26,649.95
2015-11-27,641.15
2015-11-30,644.0
2015-12-01,647.35
2015-12-02,664.85
2015-12-03,645.75
2015-12-04,644.05
2015-12-07,634.1
2015-12-08,637.7
2015-12-09,618.4
2015-12-10,624.45
2015-12-11,620.35
2015-12-14,628.3
2015-12-15,633.45
2015-12-16,627.2
2015-12-17,642.0
2015-12-18,636.5
2015-12-21,624.0
2015-12-22,635.45
2015-12-23,639.35
2015-12-24,650.0
2015-12-28,681.25
2015-12-29,679.45
2015-12-30,680.9
2015-12-31,685.7
