Date,DPL
2015-07-15,85.5
2015-07-16,86.05
2015-07-16,238.1
2015-07-17,231.55
2015-07-17,86.35
2015-07-20,235.85
2015-07-20,87.2
2015-09-21,224.6
2015-09-21,94.35
2015-09-22,92.6
2015-09-22,227.45
2015-09-23,229.9
2015-09-23,93.4
2015-09-24,228.5
2015-09-24,94.05
2015-09-28,91.4
2015-09-28,229.05
2015-09-29,89.75
2015-09-29,231.95
2015-09-30,229.2
2015-09-30,92.15
2015-10-01,231.7
2015-10-01,90.95
2015-10-05,92.65
2015-10-05,230.5
2015-10-06,233.5
2015-10-06,92.65
2015-10-07,234.0
2015-10-07,94.45
2015-10-08,92.6
2015-10-08,231.9
2015-10-09,91.75
2015-10-09,233.55
2015-10-12,91.3
2015-10-12,233.4
2015-10-13,92.55
2015-10-13,236.2
2015-10-14,92.25
2015-10-14,233.5
2015-10-15,241.45
2015-10-15,92.4
2015-10-16,92.2
2015-10-16,245.8
2015-10-19,256.15
2015-10-19,96.6
2015-10-20,100.05
2015-10-20,262.4
2015-10-21,253.15
2015-10-21,97.55
2015-10-23,94.85
2015-10-23,257.35
2015-10-26,93.95
2015-10-26,254.7
2015-10-27,94.9
2015-10-27,256.35
2015-10-28,94.1
2015-10-28,255.2
2015-10-29,94.2
2015-10-29,258.35
2015-10-30,92.55
2015-10-30,257.6
2015-11-02,257.6
2015-11-02,91.95
2015-11-03,91.5
2015-11-03,259.95
2015-11-04,262.3
2015-11-04,91.35
2015-11-05,91.65
2015-11-05,257.5
2015-11-06,247.0
2015-11-06,75.5
2015-11-09,257.4
2015-11-09,77.95
2015-11-10,76.75
2015-11-10,258.6
2015-11-11,259.6
2015-11-11,78.2
2015-11-13,76.85
2015-11-13,250.15
2015-11-16,78.0
2015-11-16,253.45
2015-11-17,266.35
2015-11-17,77.25
2015-11-18,76.2
2015-11-18,274.05
2015-11-19,76.3
2015-11-19,273.75
2015-11-20,77.7
2015-11-20,274.65
2015-11-23,273.5
2015-11-23,76.65
2015-11-24,79.2
2015-11-24,266.3
2015-11-26,80.65
2015-11-26,269.85
2015-11-27,79.65
2015-11-27,270.6
2015-11-30,274.95
2015-11-30,82.25
2015-12-01,274.75
2015-12-01,83.8
2015-12-02,274.0
2015-12-02,83.65
2015-12-03,273.2
2015-12-03,83.8
2015-12-04,83.75
2015-12-04,273.4
