Date,MIRZAINT
2015-01-01,43.05
2015-01-02,43.15
2015-01-05,44.5
2015-01-06,43.35
2015-01-07,47.95
2015-01-08,49.2
2015-01-09,47.85
2015-01-12,49.7
2015-01-13,52.65
2015-01-14,57.75
2015-01-15,58.95
2015-01-16,70.1
2015-01-19,77.1
2015-01-20,82.65
2015-01-21,80.65
2015-01-22,85.65
2015-01-23,84.2
2015-01-27,81.45
2015-01-28,75.55
2015-01-29,76.5
2015-01-30,75.75
2015-02-02,79.15
2015-02-03,78.15
2015-02-04,78.65
2015-02-05,77.35
2015-02-06,74.25
2015-02-09,68.2
2015-02-10,68.85
2015-02-11,71.8
2015-02-12,79.6
2015-02-13,79.05
2015-02-16,78.9
2015-02-18,77.9
2015-02-19,89.25
2015-02-20,95.3
2015-02-23,98.35
2015-02-24,98.9
2015-02-25,89.6
2015-02-26,86.4
2015-02-27,90.0
2015-02-28,91.7
2015-03-02,90.1
2015-03-03,88.65
2015-03-04,83.55
2015-03-05,81.95
2015-03-09,82.5
2015-03-10,82.65
2015-03-11,80.3
2015-03-12,80.4
2015-03-13,76.0
2015-03-16,76.95
2015-03-17,76.8
2015-03-18,90.2
2015-03-19,89.3
2015-03-20,84.25
2015-03-23,81.35
2015-03-24,81.35
2015-03-25,78.8
2015-03-26,77.25
2015-03-27,81.4
2015-03-30,86.05
2015-03-31,86.85
2015-04-01,92.45
2015-04-06,97.3
2015-04-07,100.65
2015-04-08,97.5
2015-04-09,96.5
2015-04-10,95.65
2015-04-13,97.75
2015-04-15,96.35
2015-04-16,94.25
2015-04-17,90.85
2015-04-20,88.25
2015-04-21,87.9
2015-04-22,86.55
2015-04-23,84.7
2015-04-24,81.25
2015-04-27,76.65
2015-04-28,81.9
2015-04-29,83.2
2015-04-30,83.3
2015-05-04,86.3
2015-05-05,88.1
2015-05-06,82.25
2015-05-07,78.8
2015-05-08,80.7
2015-05-11,82.2
2015-05-12,79.35
2015-05-13,79.3
2015-05-14,78.85
2015-05-15,79.25
2015-05-18,87.7
2015-05-19,89.3
2015-05-20,87.35
2015-05-21,87.1
2015-05-22,85.7
2015-05-25,86.45
2015-05-26,87.15
2015-05-27,86.75
2015-05-28,86.35
2015-05-29,86.05
2015-06-01,85.35
2015-06-02,81.95
2015-06-03,78.7
2015-06-04,79.3
2015-06-05,79.7
2015-06-08,78.05
2015-06-09,76.6
2015-06-10,77.0
2015-06-11,75.55
2015-06-12,73.4
2015-06-15,73.95
2015-06-16,73.85
2015-06-17,77.8
2015-06-18,79.95
2015-06-19,82.8
2015-06-22,82.3
2015-06-23,81.3
2015-06-24,80.85
2015-06-25,79.5
2015-06-26,78.55
2015-06-29,75.5
2015-06-30,79.15
2015-07-01,79.85
2015-07-02,83.15
2015-07-03,84.5
2015-07-06,91.6
2015-07-07,95.45
2015-07-08,99.1
2015-07-09,101.65
2015-07-10,105.3
2015-07-13,105.8
2015-07-14,105.8
2015-07-15,107.45
2015-07-16,108.8
2015-07-17,107.95
2015-07-20,109.65
2015-07-21,107.2
2015-07-22,112.85
2015-07-23,112.85
2015-07-24,124.2
2015-07-27,122.0
2015-07-28,127.6
2015-07-29,129.7
2015-07-30,127.55
2015-07-31,129.15
2015-08-03,132.0
2015-08-04,129.85
2015-08-05,134.1
2015-08-06,128.15
2015-08-07,123.05
2015-08-10,119.4
2015-08-11,117.75
2015-08-12,107.25
2015-08-13,113.45
2015-08-14,127.65
2015-08-17,127.6
2015-08-18,129.05
2015-08-19,137.95
2015-08-20,127.65
2015-08-21,123.8
2015-08-24,102.45
2015-08-25,104.9
2015-08-26,98.3
2015-08-27,104.15
2015-08-28,107.75
2015-08-31,111.2
2015-09-01,103.8
2015-09-02,106.5
2015-09-03,108.2
2015-09-04,98.85
2015-09-07,92.5
2015-09-08,93.0
2015-09-09,95.25
2015-09-10,97.3
2015-09-11,101.15
2015-09-14,102.1
2015-09-15,99.2
2015-09-16,98.7
2015-09-18,102.45
2015-09-21,111.85
2015-09-22,105.7
2015-09-23,107.45
2015-09-24,107.25
2015-09-28,105.0
2015-09-29,104.05
2015-09-30,108.7
2015-10-01,118.3
2015-10-05,124.0
2015-10-06,122.2
2015-10-07,129.2
2015-10-08,128.3
2015-10-09,125.35
2015-10-12,123.6
2015-10-13,127.05
2015-10-14,127.3
2015-10-15,135.9
2015-10-16,136.05
2015-10-19,134.0
2015-10-20,131.95
2015-10-21,131.25
2015-10-23,130.1
2015-10-26,126.3
2015-10-27,128.1
2015-10-28,134.7
2015-10-29,132.4
2015-10-30,126.95
2015-11-02,130.85
2015-11-03,127.85
2015-11-04,125.55
2015-11-05,120.85
2015-11-06,120.9
2015-11-09,123.25
2015-11-10,120.0
2015-11-11,122.4
2015-11-13,122.3
2015-11-16,122.35
2015-11-17,121.6
2015-11-18,119.8
2015-11-19,126.4
2015-11-20,133.95
2015-11-23,137.4
2015-11-24,133.9
2015-11-26,137.15
2015-11-27,134.7
2015-11-30,143.1
2015-12-01,140.65
2015-12-02,137.05
2015-12-03,133.3
2015-12-04,131.25
2015-12-07,130.55
2015-12-08,127.3
2015-12-09,122.45
2015-12-10,125.5
2015-12-11,124.0
2015-12-14,125.35
2015-12-15,126.9
2015-12-16,126.45
2015-12-17,129.2
2015-12-18,134.15
2015-12-21,137.75
2015-12-22,135.25
2015-12-23,135.05
2015-12-24,134.4
2015-12-28,137.9
2015-12-29,135.05
2015-12-30,133.05
2015-12-31,132.95
