Date,KTIL
2015-01-01,475.55
2015-01-02,474.95
2015-01-05,492.4
2015-01-06,478.4
2015-01-07,464.05
2015-01-08,480.75
2015-01-09,475.4
2015-01-12,478.95
2015-01-13,472.4
2015-01-14,473.7
2015-01-15,466.3
2015-01-16,475.5
2015-01-19,474.0
2015-01-20,478.45
2015-01-21,538.25
2015-01-22,539.85
2015-01-23,522.25
2015-01-27,533.7
2015-01-28,536.15
2015-01-29,532.85
2015-01-30,542.15
2015-02-02,531.35
2015-02-03,524.25
2015-02-04,522.9
2015-02-05,496.1
2015-02-06,483.2
2015-02-09,480.45
2015-02-10,484.15
2015-02-11,489.2
2015-02-12,499.35
2015-02-13,506.1
2015-02-16,491.85
2015-02-18,498.8
2015-02-19,499.9
2015-02-20,504.15
2015-02-23,499.85
2015-02-24,492.45
2015-02-25,486.15
2015-02-26,468.3
2015-02-27,461.15
2015-02-28,462.05
2015-03-02,474.3
2015-03-03,476.45
2015-03-04,478.05
2015-03-05,474.05
2015-03-09,470.25
2015-03-10,466.35
2015-03-11,461.45
2015-03-12,467.3
2015-03-13,455.8
2015-03-16,446.8
2015-03-17,447.45
2015-03-18,436.8
2015-03-19,423.5
2015-03-20,398.95
2015-03-23,382.35
2015-03-24,400.2
2015-03-25,386.9
2015-03-26,393.45
2015-03-27,374.4
2015-03-30,397.45
2015-03-31,385.3
2015-04-01,407.95
2015-04-06,425.8
2015-04-07,421.0
2015-04-08,440.8
2015-04-09,434.8
2015-04-10,455.25
2015-04-13,468.35
2015-04-15,449.15
2015-04-16,438.35
2015-04-17,427.9
2015-04-20,400.95
2015-04-21,405.05
2015-04-22,414.25
2015-04-23,412.15
2015-04-24,396.2
2015-04-27,389.3
2015-04-28,389.1
2015-04-29,439.65
2015-04-30,426.7
2015-05-04,438.15
2015-05-05,433.65
2015-05-06,416.05
2015-05-07,401.6
2015-05-08,417.5
2015-05-11,416.25
2015-05-12,401.95
2015-05-13,398.3
2015-05-14,408.35
2015-05-15,408.1
2015-05-18,406.7
2015-05-19,407.6
2015-05-20,430.55
2015-05-21,414.4
2015-05-22,421.65
2015-05-25,420.1
2015-05-26,421.8
2015-05-27,414.65
2015-05-28,409.8
2015-05-29,405.05
2015-06-01,403.1
2015-06-02,394.9
2015-06-03,382.25
2015-06-04,393.65
2015-06-05,400.65
2015-06-08,386.9
2015-06-09,375.3
2015-06-10,361.35
2015-06-11,346.3
2015-06-12,333.6
2015-06-15,337.85
2015-06-16,335.4
2015-06-17,348.45
2015-06-18,358.95
2015-06-19,360.9
2015-06-22,364.4
2015-06-23,361.6
2015-06-24,362.5
2015-06-25,369.3
2015-06-26,367.55
2015-06-29,386.4
2015-06-30,426.25
2015-07-01,410.45
2015-07-02,404.55
2015-07-03,404.15
2015-07-06,401.05
2015-07-07,404.55
2015-07-08,398.8
2015-07-09,420.6
2015-07-10,458.95
2015-07-13,451.95
2015-07-14,455.5
2015-07-15,487.9
2015-07-16,470.95
2015-07-17,469.5
2015-07-20,473.2
2015-07-21,443.0
2015-07-22,451.0
2015-07-23,459.55
2015-07-24,456.8
2015-07-27,445.3
2015-07-28,439.65
2015-07-29,453.3
2015-07-30,466.35
2015-07-31,478.15
2015-08-03,460.6
2015-08-04,463.2
2015-08-05,448.75
2015-08-06,441.1
2015-08-07,434.25
2015-08-10,437.0
2015-08-11,421.1
2015-08-12,408.35
2015-08-13,423.0
2015-08-14,425.4
2015-08-17,414.35
2015-08-18,421.8
2015-08-19,432.4
2015-08-20,418.8
2015-08-21,410.05
2015-08-24,373.4
2015-08-25,363.2
2015-08-26,369.05
2015-08-27,380.9
2015-08-28,376.75
2015-08-31,371.4
2015-09-01,362.3
2015-09-02,374.3
2015-09-03,372.75
2015-09-04,361.95
2015-09-07,350.25
2015-09-08,350.95
2015-09-09,359.05
2015-09-10,358.75
2015-09-11,358.9
2015-09-14,362.3
2015-09-15,357.2
2015-09-16,356.3
2015-09-18,358.95
2015-09-21,362.1
2015-09-22,354.65
2015-09-23,360.3
2015-09-24,393.65
2015-09-28,419.6
2015-09-29,420.5
2015-09-30,428.3
2015-10-01,433.35
2015-10-05,452.25
2015-10-06,439.8
2015-10-07,445.05
2015-10-08,427.4
2015-10-09,438.6
2015-10-12,449.05
2015-10-13,454.45
2015-10-14,446.8
2015-10-15,448.95
2015-10-16,437.75
2015-10-19,437.9
2015-10-20,440.75
2015-10-21,438.7
2015-10-23,443.7
2015-10-26,433.8
2015-10-27,411.95
2015-10-28,407.95
2015-10-29,406.4
2015-10-30,407.55
2015-11-02,407.4
2015-11-03,406.5
2015-11-04,403.7
2015-11-05,400.15
2015-11-06,399.8
2015-11-09,404.35
2015-11-10,406.45
2015-11-11,413.4
2015-11-13,400.95
2015-11-16,399.4
2015-11-17,404.75
2015-11-18,395.05
2015-11-19,397.35
2015-11-20,405.0
2015-11-23,401.3
2015-11-24,418.95
2015-11-26,426.3
2015-11-27,461.3
2015-11-30,460.35
2015-12-01,449.4
2015-12-02,455.4
2015-12-03,446.5
2015-12-04,455.65
2015-12-07,450.85
2015-12-08,444.35
2015-12-09,428.25
2015-12-10,434.0
2015-12-11,431.7
2015-12-14,433.55
2015-12-15,427.2
2015-12-16,424.0
2015-12-17,426.8
2015-12-18,433.05
2015-12-21,443.55
2015-12-22,449.7
2015-12-23,444.45
2015-12-24,449.85
2015-12-28,446.6
2015-12-29,435.35
2015-12-30,427.7
2015-12-31,429.0
