Date,DBCORP
2015-01-01,409.3
2015-01-02,401.85
2015-01-05,394.95
2015-01-06,391.4
2015-01-07,387.8
2015-01-08,395.55
2015-01-09,397.9
2015-01-12,400.15
2015-01-13,399.0
2015-01-14,398.05
2015-01-15,399.15
2015-01-16,395.25
2015-01-19,407.75
2015-01-20,408.95
2015-01-21,397.8
2015-01-22,399.95
2015-01-23,395.15
2015-01-27,394.45
2015-01-28,390.2
2015-01-29,389.95
2015-01-30,381.3
2015-02-02,384.35
2015-02-03,385.7
2015-02-04,387.4
2015-02-05,385.55
2015-02-06,378.1
2015-02-09,375.25
2015-02-10,377.0
2015-02-11,371.85
2015-02-12,374.75
2015-02-13,376.2
2015-02-16,374.65
2015-02-18,398.85
2015-02-19,388.65
2015-02-20,382.1
2015-02-23,396.75
2015-02-24,394.0
2015-02-25,395.6
2015-02-26,393.1
2015-02-27,392.1
2015-02-28,392.55
2015-03-02,390.1
2015-03-03,400.7
2015-03-04,397.55
2015-03-05,393.25
2015-03-09,375.65
2015-03-10,371.0
2015-03-11,362.65
2015-03-12,374.6
2015-03-13,367.8
2015-03-16,364.55
2015-03-17,382.1
2015-03-18,368.85
2015-03-19,369.7
2015-03-20,357.7
2015-03-23,362.65
2015-03-24,358.0
2015-03-25,345.0
2015-03-26,350.6
2015-03-27,361.0
2015-03-30,369.15
2015-03-31,366.25
2015-04-01,369.45
2015-04-06,373.05
2015-04-07,368.45
2015-04-08,374.0
2015-04-09,386.45
2015-04-10,385.95
2015-04-13,384.0
2015-04-15,383.3
2015-04-16,376.2
2015-04-17,368.45
2015-04-20,360.05
2015-04-21,354.05
2015-04-22,363.55
2015-04-23,366.6
2015-04-24,356.0
2015-04-27,350.1
2015-04-28,354.7
2015-04-29,360.1
2015-04-30,363.3
2015-05-04,359.4
2015-05-05,352.8
2015-05-06,352.95
2015-05-07,349.35
2015-05-08,354.45
2015-05-11,357.05
2015-05-12,357.45
2015-05-13,362.95
2015-05-14,365.1
2015-05-15,350.2
2015-05-18,348.6
2015-05-19,346.25
2015-05-20,347.8
2015-05-21,350.15
2015-05-22,353.6
2015-05-25,355.05
2015-05-26,355.05
2015-05-27,362.15
2015-05-28,364.3
2015-05-29,360.2
2015-06-01,345.8
2015-06-02,337.9
2015-06-03,339.8
2015-06-04,341.85
2015-06-05,342.5
2015-06-08,337.6
2015-06-09,336.1
2015-06-10,336.35
2015-06-11,335.3
2015-06-12,335.05
2015-06-15,335.05
2015-06-16,335.2
2015-06-17,339.3
2015-06-18,337.45
2015-06-19,337.2
2015-06-22,338.3
2015-06-23,342.55
2015-06-24,338.4
2015-06-25,335.15
2015-06-26,337.15
2015-06-29,335.5
2015-06-30,335.45
2015-07-01,334.15
2015-07-02,330.5
2015-07-03,328.15
2015-07-06,332.8
2015-07-07,333.05
2015-07-08,331.45
2015-07-09,331.95
2015-07-10,326.95
2015-07-13,328.55
2015-07-14,326.9
2015-07-15,319.9
2015-07-16,313.2
2015-07-17,314.6
2015-07-20,314.3
2015-07-21,321.15
2015-07-22,319.8
2015-07-23,323.1
2015-07-24,319.05
2015-07-27,319.4
2015-07-28,321.15
2015-07-29,324.9
2015-07-30,327.7
2015-07-31,327.5
2015-08-03,329.75
2015-08-04,329.05
2015-08-05,329.3
2015-08-06,327.75
2015-08-07,327.7
2015-08-10,326.4
2015-08-11,326.75
2015-08-12,325.8
2015-08-13,325.7
2015-08-14,320.85
2015-08-17,323.4
2015-08-18,319.3
2015-08-19,317.8
2015-08-20,326.4
2015-08-21,319.8
2015-08-24,311.95
2015-08-25,304.9
2015-08-26,304.25
2015-08-27,300.7
2015-08-28,310.15
2015-08-31,310.8
2015-09-01,306.9
2015-09-02,306.6
2015-09-03,310.05
2015-09-04,308.15
2015-09-07,302.0
2015-09-08,307.7
2015-09-09,302.8
2015-09-10,299.95
2015-09-11,302.35
2015-09-14,306.15
2015-09-15,312.95
2015-09-16,315.5
2015-09-18,316.55
2015-09-21,319.25
2015-09-22,313.7
2015-09-23,315.45
2015-09-24,315.1
2015-09-28,318.25
2015-09-29,316.75
2015-09-30,323.4
2015-10-01,323.8
2015-10-05,323.1
2015-10-06,319.9
2015-10-07,313.85
2015-10-08,314.15
2015-10-09,308.0
2015-10-12,307.4
2015-10-13,307.0
2015-10-14,308.35
2015-10-15,305.5
2015-10-16,308.05
2015-10-19,313.5
2015-10-20,317.6
2015-10-21,319.75
2015-10-23,320.65
2015-10-26,321.15
2015-10-27,321.65
2015-10-28,320.4
2015-10-29,325.4
2015-10-30,326.8
2015-11-02,322.35
2015-11-03,317.75
2015-11-04,316.5
2015-11-05,312.5
2015-11-06,319.35
2015-11-09,324.95
2015-11-10,326.65
2015-11-11,324.9
2015-11-13,322.25
2015-11-16,324.05
2015-11-17,324.15
2015-11-18,324.85
2015-11-19,322.55
2015-11-20,320.2
2015-11-23,322.0
2015-11-24,325.05
2015-11-26,321.85
2015-11-27,327.1
2015-11-30,326.5
2015-12-01,328.4
2015-12-02,330.1
2015-12-03,332.7
2015-12-04,329.9
2015-12-07,335.8
2015-12-08,330.7
2015-12-09,328.35
2015-12-10,326.55
2015-12-11,324.15
2015-12-14,329.1
2015-12-15,325.95
2015-12-16,325.55
2015-12-17,332.75
2015-12-18,328.25
2015-12-21,329.95
2015-12-22,329.2
2015-12-23,329.9
2015-12-24,327.25
2015-12-28,326.1
2015-12-29,329.25
2015-12-30,327.45
2015-12-31,328.05
