Date,INDORAMA
2015-01-01,22.9
2015-01-02,21.9
2015-01-05,22.0
2015-01-06,21.3
2015-01-07,21.05
2015-01-08,21.4
2015-01-09,21.5
2015-01-12,22.1
2015-01-13,22.55
2015-01-14,21.75
2015-01-15,21.9
2015-01-16,21.25
2015-01-19,21.45
2015-01-20,21.5
2015-01-21,21.7
2015-01-22,22.15
2015-01-23,21.45
2015-01-27,21.75
2015-01-28,22.05
2015-01-29,21.7
2015-01-30,21.25
2015-02-02,21.15
2015-02-03,21.55
2015-02-04,21.4
2015-02-05,21.25
2015-02-06,20.55
2015-02-09,20.3
2015-02-10,20.3
2015-02-11,20.55
2015-02-12,21.25
2015-02-13,20.45
2015-02-16,19.5
2015-02-18,19.45
2015-02-19,19.85
2015-02-20,19.55
2015-02-23,19.6
2015-02-24,19.55
2015-02-25,20.15
2015-02-26,20.0
2015-02-27,21.25
2015-02-28,20.55
2015-03-02,20.35
2015-03-03,20.8
2015-03-04,20.25
2015-03-05,20.4
2015-03-09,20.25
2015-03-10,19.85
2015-03-11,20.1
2015-03-12,20.5
2015-03-13,20.0
2015-03-16,20.0
2015-03-17,20.0
2015-03-18,20.1
2015-03-19,20.0
2015-03-20,19.8
2015-03-23,19.7
2015-03-24,19.5
2015-03-25,19.05
2015-03-26,18.95
2015-03-27,19.0
2015-03-30,19.05
2015-03-31,19.25
2015-04-01,19.0
2015-04-06,18.95
2015-04-07,18.8
2015-04-08,18.95
2015-04-09,19.0
2015-04-10,20.05
2015-04-13,21.55
2015-04-15,21.45
2015-04-16,20.0
2015-04-17,19.85
2015-04-20,19.45
2015-04-21,19.0
2015-04-22,18.9
2015-04-23,18.6
2015-04-24,18.35
2015-04-27,17.9
2015-04-28,17.9
2015-04-29,17.95
2015-04-30,18.2
2015-05-04,18.1
2015-05-05,17.5
2015-05-06,17.45
2015-05-07,17.2
2015-05-08,17.6
2015-05-11,17.85
2015-05-12,17.5
2015-05-13,17.8
2015-05-14,17.85
2015-05-15,17.8
2015-05-18,17.85
2015-05-19,21.4
2015-05-20,25.3
2015-05-21,25.25
2015-05-22,24.85
2015-05-25,23.55
2015-05-26,23.55
2015-05-27,23.0
2015-05-28,23.05
2015-05-29,23.3
2015-06-01,25.35
2015-06-02,24.0
2015-06-03,23.05
2015-06-04,24.75
2015-06-05,24.05
2015-06-08,23.4
2015-06-09,23.85
2015-06-10,23.85
2015-06-11,23.05
2015-06-12,23.0
2015-06-15,23.15
2015-06-16,23.2
2015-06-17,23.05
2015-06-18,23.0
2015-06-19,23.65
2015-06-22,28.35
2015-06-23,32.9
2015-06-24,33.8
2015-06-25,33.8
2015-06-26,34.2
2015-06-29,37.6
2015-06-30,39.9
2015-07-01,38.75
2015-07-02,38.4
2015-07-03,39.7
2015-07-06,43.65
2015-07-07,42.7
2015-07-08,41.5
2015-07-09,41.7
2015-07-10,43.85
2015-07-13,43.55
2015-07-14,47.9
2015-07-15,46.65
2015-07-16,46.8
2015-07-17,46.0
2015-07-20,44.55
2015-07-21,41.4
2015-07-22,42.25
2015-07-23,42.45
2015-07-24,40.35
2015-07-27,38.4
2015-07-28,36.85
2015-07-29,38.65
2015-07-30,40.55
2015-07-31,42.55
2015-08-03,44.65
2015-08-04,46.85
2015-08-05,44.9
2015-08-06,42.7
2015-08-07,44.3
2015-08-10,42.1
2015-08-11,40.0
2015-08-12,38.0
2015-08-13,36.75
2015-08-14,34.95
2015-08-17,33.25
2015-08-18,31.75
2015-08-19,33.3
2015-08-20,31.7
2015-08-21,30.7
2015-08-24,29.2
2015-08-25,27.8
2015-08-26,27.6
2015-08-27,28.15
2015-08-28,28.0
2015-08-31,27.15
2015-09-01,26.8
2015-09-02,26.15
2015-09-03,27.45
2015-09-04,26.4
2015-09-07,25.25
2015-09-08,26.35
2015-09-09,26.3
2015-09-10,26.2
2015-09-11,26.2
2015-09-14,27.5
2015-09-15,26.65
2015-09-16,26.85
2015-09-18,27.4
2015-09-21,27.9
2015-09-22,27.4
2015-09-23,27.15
2015-09-24,27.5
2015-09-28,27.3
2015-09-29,27.0
2015-09-30,27.2
2015-10-01,26.7
2015-10-05,27.85
2015-10-06,29.0
2015-10-07,31.9
2015-10-08,34.9
2015-10-09,33.2
2015-10-12,31.7
2015-10-13,31.1
2015-10-14,32.65
2015-10-15,33.45
2015-10-16,32.2
2015-10-19,32.7
2015-10-20,32.55
2015-10-21,31.75
2015-10-23,31.25
2015-10-26,30.3
2015-10-27,30.85
2015-10-28,30.55
2015-10-29,30.65
2015-10-30,32.1
2015-11-02,31.4
2015-11-03,31.45
2015-11-04,32.35
2015-11-05,30.75
2015-11-06,30.2
2015-11-09,30.7
2015-11-10,30.6
2015-11-11,31.15
2015-11-13,30.2
2015-11-16,27.2
2015-11-17,26.25
2015-11-18,25.55
2015-11-19,27.3
2015-11-20,29.95
2015-11-23,29.8
2015-11-24,30.0
2015-11-26,32.3
2015-11-27,30.7
2015-11-30,31.0
2015-12-01,30.85
2015-12-02,31.15
2015-12-03,30.5
2015-12-04,29.0
2015-12-07,28.55
2015-12-08,29.05
2015-12-09,28.05
2015-12-10,28.65
2015-12-11,27.55
2015-12-14,27.8
2015-12-15,27.75
2015-12-16,28.05
2015-12-17,29.15
2015-12-18,29.6
2015-12-21,31.05
2015-12-22,31.2
2015-12-23,31.55
2015-12-24,32.75
2015-12-28,32.2
2015-12-29,31.35
2015-12-30,32.9
2015-12-31,34.25
