Date,PAPERPROD
2015-01-01,186.8
2015-01-02,185.75
2015-01-05,183.4
2015-01-06,179.8
2015-01-07,178.15
2015-01-08,183.05
2015-01-09,185.45
2015-01-12,187.2
2015-01-13,184.5
2015-01-14,183.0
2015-01-15,184.35
2015-01-16,185.45
2015-01-19,185.05
2015-01-20,194.3
2015-01-21,192.2
2015-01-22,199.95
2015-01-23,201.15
2015-01-27,205.3
2015-01-28,205.35
2015-01-29,212.55
2015-01-30,206.75
2015-02-02,212.4
2015-02-03,213.0
2015-02-04,225.65
2015-02-05,219.8
2015-02-06,213.25
2015-02-09,201.05
2015-02-10,209.25
2015-02-11,212.85
2015-02-12,217.35
2015-02-13,218.8
2015-02-16,215.3
2015-02-18,211.3
2015-02-19,207.35
2015-02-20,214.8
2015-02-23,217.3
2015-02-24,217.65
2015-02-25,218.6
2015-02-26,221.05
2015-02-27,216.65
2015-02-28,213.1
2015-03-02,215.8
2015-03-03,214.9
2015-03-04,220.0
2015-03-05,221.2
2015-03-09,222.2
2015-03-10,228.05
2015-03-11,231.6
2015-03-12,236.15
2015-03-13,230.35
2015-03-16,226.15
2015-03-17,225.15
2015-03-18,235.05
2015-03-19,233.25
2015-03-20,232.65
2015-03-23,229.55
2015-03-24,230.9
2015-03-25,228.75
2015-03-26,225.0
2015-03-27,222.25
2015-03-30,232.0
2015-03-31,232.1
2015-04-01,231.15
2015-04-06,233.0
2015-04-07,235.9
2015-04-08,233.95
2015-04-09,239.5
2015-04-10,239.8
2015-04-13,255.25
2015-04-15,248.85
2015-04-16,248.75
2015-04-17,246.05
2015-04-20,241.15
2015-04-21,244.35
2015-04-22,241.0
2015-04-23,237.15
2015-04-24,228.55
2015-04-27,217.4
2015-04-28,222.9
2015-04-29,220.1
2015-04-30,221.75
2015-05-04,231.0
2015-05-05,232.45
2015-05-06,230.15
2015-05-07,223.2
2015-05-08,227.8
2015-05-11,235.95
2015-05-12,236.15
2015-05-13,233.55
2015-05-14,234.9
2015-05-15,240.35
2015-05-18,237.8
2015-05-19,236.95
2015-05-20,240.25
2015-05-21,237.75
2015-05-22,237.2
2015-05-25,236.6
2015-05-26,239.1
2015-05-27,236.0
2015-05-28,234.45
2015-05-29,228.9
2015-06-01,227.65
2015-06-02,225.75
2015-06-03,216.6
2015-06-04,221.95
2015-06-05,223.8
2015-06-08,220.1
2015-06-09,214.6
2015-06-10,217.95
2015-06-11,220.9
2015-06-12,216.3
2015-06-15,225.6
2015-06-16,225.9
2015-06-17,231.15
2015-06-18,232.0
2015-06-19,233.8
2015-06-22,234.3
2015-06-23,241.7
2015-06-24,240.75
2015-06-25,239.95
2015-06-26,240.8
2015-06-29,234.15
2015-06-30,236.45
2015-07-01,237.8
2015-07-02,240.2
2015-07-03,240.75
2015-07-06,248.95
2015-07-07,262.8
2015-07-08,272.5
2015-07-09,277.7
2015-07-10,284.45
2015-07-13,319.95
2015-07-14,315.7
2015-07-15,313.85
2015-07-16,312.3
2015-07-17,309.05
2015-07-20,303.2
2015-07-21,300.7
2015-07-22,305.0
2015-07-23,300.85
2015-07-24,292.45
2015-07-27,290.75
2015-07-28,282.1
2015-07-29,298.1
2015-07-30,308.5
2015-07-31,305.05
2015-08-03,309.9
2015-08-04,307.4
2015-08-05,307.45
2015-08-06,305.95
2015-08-07,302.95
2015-08-10,301.5
2015-08-11,300.95
2015-08-12,292.85
2015-08-13,285.0
2015-08-14,288.7
2015-08-17,295.2
2015-08-18,291.8
2015-08-19,283.45
2015-08-20,281.85
2015-08-21,277.25
2015-08-24,250.6
2015-08-25,259.7
2015-08-26,276.65
2015-08-27,288.05
2015-08-28,289.15
2015-08-31,279.85
2015-09-01,277.95
2015-09-02,276.0
2015-09-03,274.95
2015-09-04,264.35
2015-09-07,253.35
2015-09-08,262.95
2015-09-09,267.9
2015-09-10,271.2
2015-09-11,278.0
2015-09-14,284.6
2015-09-15,284.2
2015-09-16,273.35
2015-09-18,276.0
2015-09-21,278.1
2015-09-22,272.95
2015-09-23,276.75
2015-09-24,275.85
2015-09-28,271.45
2015-09-29,274.65
2015-09-30,273.7
2015-10-01,269.65
2015-10-05,276.3
2015-10-06,275.7
2015-10-07,276.3
2015-10-08,277.05
2015-10-09,276.75
2015-10-12,277.25
2015-10-13,275.55
2015-10-14,271.95
2015-10-15,274.25
2015-10-16,273.05
2015-10-19,277.75
2015-10-20,288.15
2015-10-21,284.05
2015-10-23,280.9
2015-10-26,278.85
2015-10-27,278.25
2015-10-28,276.85
2015-10-29,273.05
2015-10-30,268.4
2015-11-02,267.4
2015-11-03,267.65
2015-11-04,266.7
2015-11-05,265.85
2015-11-06,267.55
2015-11-09,259.35
2015-11-10,262.25
2015-11-11,266.5
2015-11-13,262.35
2015-11-16,255.75
2015-11-17,253.55
2015-11-18,253.85
2015-11-19,250.45
2015-11-20,243.6
2015-11-23,240.3
2015-11-24,241.3
2015-11-26,237.0
2015-11-27,237.25
2015-11-30,240.4
2015-12-01,238.2
2015-12-02,248.35
2015-12-03,246.0
2015-12-04,242.45
2015-12-07,240.9
2015-12-08,235.45
2015-12-09,237.95
2015-12-10,235.7
2015-12-11,235.5
2015-12-14,236.1
2015-12-15,235.25
2015-12-16,228.6
2015-12-17,236.05
2015-12-18,238.15
2015-12-21,246.95
2015-12-22,243.5
2015-12-23,243.65
2015-12-24,244.9
2015-12-28,247.45
2015-12-29,243.65
2015-12-30,240.0
2015-12-31,239.75
