Date,HCLTECH
2015-01-01,1606.8
2015-01-02,1605.25
2015-01-05,1578.25
2015-01-06,1536.1
2015-01-07,1499.6
2015-01-08,1534.3
2015-01-09,1545.55
2015-01-12,1575.55
2015-01-13,1583.6
2015-01-14,1578.8
2015-01-15,1593.25
2015-01-16,1639.0
2015-01-19,1644.65
2015-01-20,1672.15
2015-01-21,1687.25
2015-01-22,1665.7
2015-01-23,1646.65
2015-01-27,1616.35
2015-01-28,1659.4
2015-01-29,1648.95
2015-01-30,1791.75
2015-02-02,1891.0
2015-02-03,1900.25
2015-02-04,1900.35
2015-02-05,1972.65
2015-02-06,1954.7
2015-02-09,1994.3
2015-02-10,1933.35
2015-02-11,1955.7
2015-02-12,1984.4
2015-02-13,1992.95
2015-02-16,1984.85
2015-02-18,2033.15
2015-02-19,2048.15
2015-02-20,2000.75
2015-02-23,1971.0
2015-02-24,1976.05
2015-02-25,1983.2
2015-02-26,1975.45
2015-02-27,2022.0
2015-02-28,2020.7
2015-03-02,2024.85
2015-03-03,2031.2
2015-03-04,2036.0
2015-03-05,2065.0
2015-03-09,2065.7
2015-03-10,2044.15
2015-03-11,2059.05
2015-03-12,2052.7
2015-03-13,2012.6
2015-03-16,2057.0
2015-03-17,2039.1
2015-03-18,2006.55
2015-03-19,979.65
2015-03-20,979.9
2015-03-23,968.4
2015-03-24,970.35
2015-03-25,1007.15
2015-03-26,987.4
2015-03-27,962.85
2015-03-30,980.45
2015-03-31,980.4
2015-04-01,940.85
2015-04-06,932.05
2015-04-07,934.55
2015-04-08,958.85
2015-04-09,964.15
2015-04-10,967.25
2015-04-13,976.05
2015-04-15,944.5
2015-04-16,954.25
2015-04-17,940.1
2015-04-20,924.3
2015-04-21,890.65
2015-04-22,877.3
2015-04-23,895.0
2015-04-24,896.95
2015-04-27,883.2
2015-04-28,870.5
2015-04-29,887.2
2015-04-30,880.55
2015-05-04,919.8
2015-05-05,911.95
2015-05-06,891.15
2015-05-07,920.75
2015-05-08,925.5
2015-05-11,941.9
2015-05-12,915.65
2015-05-13,937.3
2015-05-14,925.3
2015-05-15,913.9
2015-05-18,930.55
2015-05-19,934.15
2015-05-20,960.1
2015-05-21,970.25
2015-05-22,984.15
2015-05-25,999.15
2015-05-26,993.5
2015-05-27,991.5
2015-05-28,980.1
2015-05-29,1010.75
2015-06-01,973.3
2015-06-02,952.7
2015-06-03,952.3
2015-06-04,940.65
2015-06-05,929.0
2015-06-08,918.95
2015-06-09,911.4
2015-06-10,942.55
2015-06-11,914.8
2015-06-12,896.35
2015-06-15,908.05
2015-06-16,906.3
2015-06-17,906.3
2015-06-18,913.75
2015-06-19,918.2
2015-06-22,931.55
2015-06-23,927.45
2015-06-24,938.1
2015-06-25,926.1
2015-06-26,957.25
2015-06-29,928.4
2015-06-30,919.75
2015-07-01,944.05
2015-07-02,954.5
2015-07-03,964.9
2015-07-06,969.95
2015-07-07,936.3
2015-07-08,933.0
2015-07-09,917.45
2015-07-10,925.65
2015-07-13,960.85
2015-07-14,954.95
2015-07-15,948.15
2015-07-16,956.55
2015-07-17,955.4
2015-07-20,946.65
2015-07-21,974.8
2015-07-22,983.05
2015-07-23,970.05
2015-07-24,952.65
2015-07-27,937.1
2015-07-28,923.35
2015-07-29,951.35
2015-07-30,957.9
2015-07-31,998.25
2015-08-03,938.85
2015-08-04,932.9
2015-08-05,937.4
2015-08-06,946.0
2015-08-07,939.35
2015-08-10,936.45
2015-08-11,940.4
2015-08-12,970.8
2015-08-13,965.55
2015-08-14,973.7
2015-08-17,968.45
2015-08-18,969.6
2015-08-19,988.15
2015-08-20,961.25
2015-08-21,964.9
2015-08-24,927.9
2015-08-25,914.05
2015-08-26,902.45
2015-08-27,913.1
2015-08-28,952.2
2015-08-31,971.05
2015-09-01,947.6
2015-09-02,948.9
2015-09-03,961.0
2015-09-04,940.3
2015-09-07,920.85
2015-09-08,936.35
2015-09-09,943.2
2015-09-10,915.9
2015-09-11,920.2
2015-09-14,928.55
2015-09-15,928.8
2015-09-16,938.9
2015-09-18,950.55
2015-09-21,944.0
2015-09-22,943.2
2015-09-23,927.1
2015-09-24,954.95
2015-09-28,950.5
2015-09-29,953.7
2015-09-30,982.15
2015-10-01,857.05
2015-10-05,859.9
2015-10-06,853.6
2015-10-07,817.2
2015-10-08,828.2
2015-10-09,849.2
2015-10-12,855.1
2015-10-13,829.9
2015-10-14,833.55
2015-10-15,835.0
2015-10-16,841.15
2015-10-19,857.75
2015-10-20,864.3
2015-10-21,863.05
2015-10-23,852.95
2015-10-26,863.55
2015-10-27,867.65
2015-10-28,877.55
2015-10-29,875.9
2015-10-30,871.7
2015-11-02,876.3
2015-11-03,876.1
2015-11-04,881.6
2015-11-05,877.5
2015-11-06,885.45
2015-11-09,882.5
2015-11-10,851.3
2015-11-11,852.35
2015-11-13,843.4
2015-11-16,838.6
2015-11-17,856.75
2015-11-18,845.65
2015-11-19,873.95
2015-11-20,866.55
2015-11-23,863.75
2015-11-24,866.2
2015-11-26,862.9
2015-11-27,872.55
2015-11-30,870.95
2015-12-01,877.7
2015-12-02,859.65
2015-12-03,851.15
2015-12-04,836.0
2015-12-07,842.3
2015-12-08,858.05
2015-12-09,844.25
2015-12-10,845.7
2015-12-11,840.6
2015-12-14,840.85
2015-12-15,845.2
2015-12-16,847.05
2015-12-17,860.45
2015-12-18,846.15
2015-12-21,855.45
2015-12-22,849.25
2015-12-23,863.8
2015-12-24,860.3
2015-12-28,867.7
2015-12-29,854.5
2015-12-30,840.5
2015-12-31,855.1
