Date,STRTECH
2015-01-01,62.85
2015-01-02,63.1
2015-01-05,64.35
2015-01-06,61.5
2015-01-07,60.0
2015-01-08,61.25
2015-01-09,60.8
2015-01-12,60.4
2015-01-13,59.65
2015-01-14,58.55
2015-01-15,56.45
2015-01-16,54.9
2015-01-19,60.55
2015-01-20,61.8
2015-01-21,62.85
2015-01-22,67.6
2015-01-23,66.3
2015-01-27,63.8
2015-01-28,62.45
2015-01-29,62.75
2015-01-30,62.1
2015-02-02,63.45
2015-02-03,62.55
2015-02-04,63.9
2015-02-05,63.25
2015-02-06,62.3
2015-02-09,62.0
2015-02-10,61.65
2015-02-11,61.85
2015-02-12,62.3
2015-02-13,64.5
2015-02-16,63.3
2015-02-18,65.8
2015-02-19,64.55
2015-02-20,66.4
2015-02-23,66.9
2015-02-24,65.65
2015-02-25,65.1
2015-02-26,64.0
2015-02-27,65.95
2015-02-28,65.25
2015-03-02,66.3
2015-03-03,69.0
2015-03-04,65.6
2015-03-05,65.9
2015-03-09,64.8
2015-03-10,63.1
2015-03-11,62.75
2015-03-12,63.85
2015-03-13,61.9
2015-03-16,60.75
2015-03-17,61.0
2015-03-18,60.35
2015-03-19,59.95
2015-03-20,57.35
2015-03-23,56.6
2015-03-24,54.9
2015-03-25,53.2
2015-03-26,50.7
2015-03-27,51.1
2015-03-30,55.6
2015-03-31,54.95
2015-04-01,58.5
2015-04-06,59.35
2015-04-07,61.1
2015-04-08,62.2
2015-04-09,62.9
2015-04-10,65.55
2015-04-13,65.6
2015-04-15,63.85
2015-04-16,62.25
2015-04-17,61.05
2015-04-20,59.8
2015-04-21,59.7
2015-04-22,60.3
2015-04-23,61.8
2015-04-24,58.75
2015-04-27,58.0
2015-04-28,60.25
2015-04-29,60.5
2015-04-30,60.0
2015-05-04,61.15
2015-05-05,61.75
2015-05-06,58.9
2015-05-07,56.95
2015-05-08,58.1
2015-05-11,60.35
2015-05-12,58.45
2015-05-13,60.05
2015-05-14,61.95
2015-05-15,63.35
2015-05-18,66.0
2015-05-19,72.2
2015-05-20,72.6
2015-05-21,71.5
2015-05-22,71.55
2015-05-25,70.35
2015-05-26,70.05
2015-05-27,69.4
2015-05-28,70.95
2015-05-29,73.35
2015-06-01,72.2
2015-06-02,71.15
2015-06-03,68.85
2015-06-04,68.85
2015-06-05,68.7
2015-06-08,67.6
2015-06-09,66.7
2015-06-10,67.35
2015-06-11,66.25
2015-06-12,64.75
2015-06-15,65.05
2015-06-16,64.5
2015-06-17,64.7
2015-06-18,68.45
2015-06-19,67.85
2015-06-22,68.45
2015-06-23,70.35
2015-06-24,69.95
2015-06-25,71.55
2015-06-26,72.95
2015-06-29,80.7
2015-06-30,84.1
2015-07-01,83.0
2015-07-02,82.2
2015-07-03,80.65
2015-07-06,84.15
2015-07-07,86.9
2015-07-08,91.4
2015-07-09,88.85
2015-07-10,100.25
2015-07-13,101.0
2015-07-14,98.25
2015-07-15,99.3
2015-07-16,99.45
2015-07-17,104.5
2015-07-20,103.75
2015-07-21,99.4
2015-07-22,101.1
2015-07-23,100.55
2015-07-24,98.8
2015-07-27,95.6
2015-07-28,99.15
2015-07-29,99.85
2015-07-30,103.5
2015-07-31,102.05
2015-08-03,104.85
2015-08-04,106.95
2015-08-05,105.6
2015-08-06,102.7
2015-08-07,101.2
2015-08-10,99.65
2015-08-11,96.95
2015-08-12,95.45
2015-08-13,81.5
2015-08-14,84.95
2015-08-17,89.75
2015-08-18,88.3
2015-08-19,85.1
2015-08-20,84.75
2015-08-21,82.2
2015-08-24,67.0
2015-08-25,74.0
2015-08-26,73.15
2015-08-27,77.9
2015-08-28,74.55
2015-08-31,77.3
2015-09-01,75.05
2015-09-02,75.8
2015-09-03,80.2
2015-09-04,76.5
2015-09-07,73.7
2015-09-08,75.8
2015-09-09,78.05
2015-09-10,79.45
2015-09-11,80.15
2015-09-14,80.6
2015-09-15,80.2
2015-09-16,80.1
2015-09-18,81.15
2015-09-21,82.5
2015-09-22,80.6
2015-09-23,83.0
2015-09-24,83.1
2015-09-28,84.85
2015-09-29,86.05
2015-09-30,88.35
2015-10-01,88.4
2015-10-05,88.95
2015-10-06,89.25
2015-10-07,91.25
2015-10-08,91.95
2015-10-09,94.5
2015-10-12,95.95
2015-10-13,95.05
2015-10-14,94.85
2015-10-15,95.35
2015-10-16,93.95
2015-10-19,97.25
2015-10-20,101.0
2015-10-21,98.25
2015-10-23,100.1
2015-10-26,93.45
2015-10-27,93.3
2015-10-28,94.85
2015-10-29,94.2
2015-10-30,93.7
2015-11-02,91.85
2015-11-03,91.5
2015-11-04,90.35
2015-11-05,87.35
2015-11-06,84.5
2015-11-09,84.25
2015-11-10,83.45
2015-11-11,86.1
2015-11-13,86.7
2015-11-16,86.1
2015-11-17,87.65
2015-11-18,86.2
2015-11-19,88.45
2015-11-20,91.05
2015-11-23,91.35
2015-11-24,89.95
2015-11-26,89.65
2015-11-27,90.9
2015-11-30,90.85
2015-12-01,93.75
2015-12-02,92.0
2015-12-03,99.15
2015-12-04,99.9
2015-12-07,99.7
2015-12-08,95.7
2015-12-09,90.2
2015-12-10,92.35
2015-12-11,90.15
2015-12-14,92.45
2015-12-15,93.0
2015-12-16,92.1
2015-12-17,95.75
2015-12-18,94.35
2015-12-21,93.65
2015-12-22,92.2
2015-12-23,95.3
2015-12-24,95.4
2015-12-28,94.7
2015-12-29,96.5
2015-12-30,95.85
2015-12-31,96.9
