Date,RELCAPITAL
2015-01-01,497.75
2015-01-02,498.8
2015-01-05,503.75
2015-01-06,477.0
2015-01-07,464.7
2015-01-08,472.15
2015-01-09,467.0
2015-01-12,470.0
2015-01-13,466.95
2015-01-14,448.95
2015-01-15,462.9
2015-01-16,465.4
2015-01-19,468.45
2015-01-20,469.0
2015-01-21,467.3
2015-01-22,462.9
2015-01-23,476.05
2015-01-27,475.45
2015-01-28,470.95
2015-01-29,466.15
2015-01-30,486.1
2015-02-02,489.75
2015-02-03,482.55
2015-02-04,485.7
2015-02-05,463.75
2015-02-06,458.95
2015-02-09,439.1
2015-02-10,435.8
2015-02-11,445.75
2015-02-12,468.8
2015-02-13,463.25
2015-02-16,454.4
2015-02-18,458.35
2015-02-19,456.55
2015-02-20,457.7
2015-02-23,448.75
2015-02-24,443.7
2015-02-25,447.65
2015-02-26,444.45
2015-02-27,461.3
2015-02-28,456.5
2015-03-02,460.75
2015-03-03,478.2
2015-03-04,465.15
2015-03-05,478.1
2015-03-09,460.2
2015-03-10,447.35
2015-03-11,441.85
2015-03-12,489.5
2015-03-13,474.25
2015-03-16,469.9
2015-03-17,468.05
2015-03-18,471.2
2015-03-19,457.5
2015-03-20,438.6
2015-03-23,441.1
2015-03-24,438.6
2015-03-25,436.9
2015-03-26,426.05
2015-03-27,422.2
2015-03-30,429.95
2015-03-31,424.55
2015-04-01,432.55
2015-04-06,430.8
2015-04-07,437.95
2015-04-08,436.85
2015-04-09,443.05
2015-04-10,455.65
2015-04-13,456.8
2015-04-15,454.1
2015-04-16,446.65
2015-04-17,446.9
2015-04-20,428.9
2015-04-21,424.15
2015-04-22,425.15
2015-04-23,422.95
2015-04-24,419.35
2015-04-27,404.5
2015-04-28,406.35
2015-04-29,404.75
2015-04-30,403.85
2015-05-04,414.15
2015-05-05,419.4
2015-05-06,391.5
2015-05-07,383.1
2015-05-08,392.25
2015-05-11,399.15
2015-05-12,383.3
2015-05-13,391.55
2015-05-14,401.95
2015-05-15,395.0
2015-05-18,403.3
2015-05-19,410.3
2015-05-20,408.85
2015-05-21,403.6
2015-05-22,397.75
2015-05-25,391.75
2015-05-26,387.95
2015-05-27,392.3
2015-05-28,387.0
2015-05-29,395.15
2015-06-01,398.85
2015-06-02,383.9
2015-06-03,363.55
2015-06-04,360.45
2015-06-05,363.7
2015-06-08,352.5
2015-06-09,358.0
2015-06-10,362.85
2015-06-11,344.4
2015-06-12,347.6
2015-06-15,352.7
2015-06-16,349.1
2015-06-17,349.4
2015-06-18,353.6
2015-06-19,353.1
2015-06-22,365.75
2015-06-23,366.65
2015-06-24,360.4
2015-06-25,364.6
2015-06-26,370.8
2015-06-29,355.7
2015-06-30,362.65
2015-07-01,364.75
2015-07-02,364.1
2015-07-03,361.0
2015-07-06,359.95
2015-07-07,368.5
2015-07-08,361.15
2015-07-09,366.0
2015-07-10,367.35
2015-07-13,372.55
2015-07-14,370.0
2015-07-15,367.15
2015-07-16,371.25
2015-07-17,383.4
2015-07-20,392.3
2015-07-21,379.95
2015-07-22,389.5
2015-07-23,393.0
2015-07-24,387.4
2015-07-27,372.85
2015-07-28,373.05
2015-07-29,374.85
2015-07-30,391.2
2015-07-31,390.25
2015-08-03,391.65
2015-08-04,393.4
2015-08-05,393.75
2015-08-06,388.05
2015-08-07,382.55
2015-08-10,376.4
2015-08-11,369.3
2015-08-12,348.4
2015-08-13,337.6
2015-08-14,351.35
2015-08-17,344.4
2015-08-18,341.05
2015-08-19,339.2
2015-08-20,328.4
2015-08-21,329.75
2015-08-24,285.35
2015-08-25,282.25
2015-08-26,294.5
2015-08-27,304.25
2015-08-28,308.05
2015-08-31,314.5
2015-09-01,305.9
2015-09-02,321.6
2015-09-03,326.5
2015-09-04,321.85
2015-09-07,329.6
2015-09-08,326.05
2015-09-09,337.35
2015-09-10,341.8
2015-09-11,338.3
2015-09-14,353.35
2015-09-15,344.35
2015-09-16,334.8
2015-09-18,344.6
2015-09-21,348.45
2015-09-22,336.1
2015-09-23,347.15
2015-09-24,355.05
2015-09-28,360.35
2015-09-29,366.85
2015-09-30,376.1
2015-10-01,372.55
2015-10-05,383.95
2015-10-06,380.65
2015-10-07,387.8
2015-10-08,379.9
2015-10-09,377.6
2015-10-12,378.85
2015-10-13,399.2
2015-10-14,395.55
2015-10-15,403.1
2015-10-16,406.75
2015-10-19,407.7
2015-10-20,398.95
2015-10-21,411.9
2015-10-23,414.0
2015-10-26,414.55
2015-10-27,419.75
2015-10-28,412.15
2015-10-29,409.9
2015-10-30,422.4
2015-11-02,417.65
2015-11-03,423.3
2015-11-04,415.6
2015-11-05,421.0
2015-11-06,409.9
2015-11-09,418.2
2015-11-10,402.8
2015-11-11,406.6
2015-11-13,409.65
2015-11-16,408.25
2015-11-17,405.75
2015-11-18,393.35
2015-11-19,401.65
2015-11-20,404.35
2015-11-23,408.3
2015-11-24,424.0
2015-11-26,434.05
2015-11-27,432.55
2015-11-30,437.8
2015-12-01,436.2
2015-12-02,428.45
2015-12-03,442.15
2015-12-04,438.2
2015-12-07,431.3
2015-12-08,412.2
2015-12-09,400.6
2015-12-10,404.65
2015-12-11,389.45
2015-12-14,391.4
2015-12-15,388.05
2015-12-16,392.7
2015-12-17,402.95
2015-12-18,401.55
2015-12-21,407.55
2015-12-22,406.05
2015-12-23,407.6
2015-12-24,421.1
2015-12-28,419.45
2015-12-29,432.55
2015-12-30,430.65
2015-12-31,438.3
