Date,KOPRAN
2015-01-01,53.95
2015-01-02,54.45
2015-01-05,57.85
2015-01-06,57.95
2015-01-07,56.25
2015-01-08,57.6
2015-01-09,56.8
2015-01-12,56.9
2015-01-13,59.9
2015-01-14,58.6
2015-01-15,58.25
2015-01-16,57.2
2015-01-19,57.3
2015-01-20,57.75
2015-01-21,56.35
2015-01-22,55.45
2015-01-23,54.3
2015-01-27,54.0
2015-01-28,53.7
2015-01-29,54.3
2015-01-30,53.6
2015-02-02,53.9
2015-02-03,53.8
2015-02-04,55.05
2015-02-05,53.9
2015-02-06,51.5
2015-02-09,50.15
2015-02-10,49.65
2015-02-11,50.15
2015-02-12,53.0
2015-02-13,52.65
2015-02-16,48.75
2015-02-18,47.65
2015-02-19,47.85
2015-02-20,47.8
2015-02-23,47.05
2015-02-24,45.35
2015-02-25,44.85
2015-02-26,43.6
2015-02-27,44.1
2015-02-28,44.2
2015-03-02,46.6
2015-03-03,47.25
2015-03-04,45.3
2015-03-05,45.05
2015-03-09,43.95
2015-03-10,42.85
2015-03-11,42.7
2015-03-12,44.4
2015-03-13,42.8
2015-03-16,42.95
2015-03-17,50.35
2015-03-18,47.6
2015-03-19,49.25
2015-03-20,49.45
2015-03-23,46.6
2015-03-24,45.05
2015-03-25,44.65
2015-03-26,43.6
2015-03-27,42.95
2015-03-30,45.05
2015-03-31,45.5
2015-04-01,47.85
2015-04-06,52.0
2015-04-07,51.95
2015-04-08,51.55
2015-04-09,50.7
2015-04-10,53.45
2015-04-13,55.8
2015-04-15,56.25
2015-04-16,57.8
2015-04-17,57.9
2015-04-20,53.1
2015-04-21,52.4
2015-04-22,52.8
2015-04-23,53.2
2015-04-24,50.35
2015-04-27,47.4
2015-04-28,48.25
2015-04-29,49.4
2015-04-30,49.35
2015-05-04,51.2
2015-05-05,51.05
2015-05-06,48.9
2015-05-07,46.85
2015-05-08,47.5
2015-05-11,48.4
2015-05-12,47.05
2015-05-13,47.2
2015-05-14,47.2
2015-05-15,47.9
2015-05-18,49.6
2015-05-19,50.1
2015-05-20,53.85
2015-05-21,54.55
2015-05-22,52.35
2015-05-25,52.65
2015-05-26,52.65
2015-05-27,51.55
2015-05-28,51.0
2015-05-29,49.6
2015-06-01,51.55
2015-06-02,51.35
2015-06-03,48.3
2015-06-04,49.0
2015-06-05,48.95
2015-06-08,47.6
2015-06-09,46.8
2015-06-10,47.7
2015-06-11,46.35
2015-06-12,45.95
2015-06-15,48.15
2015-06-16,47.15
2015-06-17,47.65
2015-06-18,51.35
2015-06-19,50.5
2015-06-22,50.95
2015-06-23,50.65
2015-06-24,50.45
2015-06-25,49.8
2015-06-26,48.55
2015-06-29,47.1
2015-06-30,48.15
2015-07-01,48.55
2015-07-02,49.8
2015-07-03,50.15
2015-07-06,53.1
2015-07-07,54.35
2015-07-08,53.1
2015-07-09,56.3
2015-07-10,58.35
2015-07-13,59.45
2015-07-14,60.3
2015-07-15,59.65
2015-07-16,58.15
2015-07-17,59.8
2015-07-20,60.05
2015-07-21,57.6
2015-07-22,57.65
2015-07-23,56.7
2015-07-24,55.95
2015-07-27,54.05
2015-07-28,54.0
2015-07-29,57.9
2015-07-30,58.85
2015-07-31,61.25
2015-08-03,62.0
2015-08-04,60.9
2015-08-05,59.9
2015-08-06,62.5
2015-08-07,61.95
2015-08-10,65.05
2015-08-11,65.3
2015-08-12,62.25
2015-08-13,51.6
2015-08-14,53.35
2015-08-17,51.4
2015-08-18,55.15
2015-08-19,56.9
2015-08-20,54.65
2015-08-21,53.55
2015-08-24,45.55
2015-08-25,44.05
2015-08-26,45.05
2015-08-27,48.35
2015-08-28,47.85
2015-08-31,47.95
2015-09-01,46.4
2015-09-02,46.35
2015-09-03,47.1
2015-09-04,45.1
2015-09-07,43.15
2015-09-08,44.1
2015-09-09,45.15
2015-09-10,44.9
2015-09-11,45.85
2015-09-14,46.65
2015-09-15,47.0
2015-09-16,47.1
2015-09-18,48.5
2015-09-21,49.7
2015-09-22,48.85
2015-09-23,49.8
2015-09-24,51.65
2015-09-28,51.2
2015-09-29,51.35
2015-09-30,51.35
2015-10-01,52.85
2015-10-05,53.15
2015-10-06,54.85
2015-10-07,57.55
2015-10-08,56.3
2015-10-09,56.7
2015-10-12,57.8
2015-10-13,58.85
2015-10-14,58.7
2015-10-15,57.85
2015-10-16,57.0
2015-10-19,57.8
2015-10-20,61.25
2015-10-21,59.85
2015-10-23,58.5
2015-10-26,58.85
2015-10-27,58.45
2015-10-28,56.2
2015-10-29,55.95
2015-10-30,54.85
2015-11-02,53.65
2015-11-03,54.95
2015-11-04,55.1
2015-11-05,53.1
2015-11-06,52.45
2015-11-09,60.55
2015-11-10,63.5
2015-11-11,64.5
2015-11-13,62.6
2015-11-16,61.65
2015-11-17,60.45
2015-11-18,58.55
2015-11-19,61.3
2015-11-20,62.35
2015-11-23,66.35
2015-11-24,71.3
2015-11-26,70.85
2015-11-27,68.2
2015-11-30,68.9
2015-12-01,78.35
2015-12-02,78.5
2015-12-03,77.95
2015-12-04,79.8
2015-12-07,81.55
2015-12-08,77.75
2015-12-09,72.3
2015-12-10,76.35
2015-12-11,73.8
2015-12-14,73.85
2015-12-15,77.45
2015-12-16,75.6
2015-12-17,77.15
2015-12-18,78.5
2015-12-21,78.5
2015-12-22,79.3
2015-12-23,79.2
2015-12-24,77.55
2015-12-28,78.15
2015-12-29,75.8
2015-12-30,75.85
2015-12-31,75.15
