Date,NAHARSPING
2015-01-01,98.1
2015-01-02,99.0
2015-01-05,98.4
2015-01-06,95.85
2015-01-07,94.1
2015-01-08,96.0
2015-01-09,95.05
2015-01-12,96.25
2015-01-13,95.5
2015-01-14,93.85
2015-01-15,95.05
2015-01-16,93.1
2015-01-19,94.05
2015-01-20,94.2
2015-01-21,94.1
2015-01-22,93.95
2015-01-23,92.65
2015-01-27,93.05
2015-01-28,91.3
2015-01-29,92.1
2015-01-30,91.75
2015-02-02,92.65
2015-02-03,92.2
2015-02-04,94.25
2015-02-05,92.25
2015-02-06,90.0
2015-02-09,90.15
2015-02-10,86.95
2015-02-11,87.45
2015-02-12,91.75
2015-02-13,91.8
2015-02-16,89.9
2015-02-18,95.85
2015-02-19,95.25
2015-02-20,94.9
2015-02-23,95.9
2015-02-24,94.75
2015-02-25,97.65
2015-02-26,98.15
2015-02-27,100.15
2015-02-28,96.05
2015-03-02,95.1
2015-03-03,97.2
2015-03-04,99.15
2015-03-05,99.4
2015-03-09,98.3
2015-03-10,94.3
2015-03-11,94.45
2015-03-12,98.9
2015-03-13,94.85
2015-03-16,91.6
2015-03-17,93.4
2015-03-18,92.45
2015-03-19,91.2
2015-03-20,89.65
2015-03-23,85.55
2015-03-24,82.9
2015-03-25,82.3
2015-03-26,82.05
2015-03-27,83.65
2015-03-30,89.3
2015-03-31,86.1
2015-04-01,92.0
2015-04-06,93.8
2015-04-07,91.05
2015-04-08,94.85
2015-04-09,99.5
2015-04-10,103.45
2015-04-13,103.85
2015-04-15,104.95
2015-04-16,103.25
2015-04-17,102.95
2015-04-20,95.95
2015-04-21,95.15
2015-04-22,94.1
2015-04-23,95.1
2015-04-24,92.5
2015-04-27,89.65
2015-04-28,91.35
2015-04-29,92.55
2015-04-30,94.3
2015-05-04,94.95
2015-05-05,95.65
2015-05-06,92.85
2015-05-07,89.5
2015-05-08,91.8
2015-05-11,91.95
2015-05-12,89.65
2015-05-13,90.8
2015-05-14,90.55
2015-05-15,90.75
2015-05-18,91.4
2015-05-19,91.4
2015-05-20,91.45
2015-05-21,92.05
2015-05-22,91.9
2015-05-25,91.1
2015-05-26,91.2
2015-05-27,90.3
2015-05-28,89.9
2015-05-29,90.1
2015-06-01,98.5
2015-06-02,97.7
2015-06-03,93.9
2015-06-04,92.85
2015-06-05,94.3
2015-06-08,91.45
2015-06-09,91.05
2015-06-10,92.05
2015-06-11,90.05
2015-06-12,89.4
2015-06-15,90.05
2015-06-16,89.3
2015-06-17,90.05
2015-06-18,90.85
2015-06-19,89.6
2015-06-22,92.4
2015-06-23,108.95
2015-06-24,109.95
2015-06-25,109.05
2015-06-26,109.1
2015-06-29,106.85
2015-06-30,113.1
2015-07-01,118.6
2015-07-02,118.2
2015-07-03,118.2
2015-07-06,121.05
2015-07-07,121.15
2015-07-08,119.9
2015-07-09,121.2
2015-07-10,121.45
2015-07-13,122.15
2015-07-14,124.5
2015-07-15,123.85
2015-07-16,122.6
2015-07-17,122.1
2015-07-20,119.75
2015-07-21,112.55
2015-07-22,114.15
2015-07-23,126.15
2015-07-24,123.8
2015-07-27,122.65
2015-07-28,125.1
2015-07-29,125.45
2015-07-30,130.0
2015-07-31,128.85
2015-08-03,139.25
2015-08-04,141.95
2015-08-05,127.4
2015-08-06,152.85
2015-08-07,152.1
2015-08-10,145.95
2015-08-11,139.55
2015-08-12,132.65
2015-08-13,125.15
2015-08-14,132.2
2015-08-17,130.5
2015-08-18,136.1
2015-08-19,135.35
2015-08-20,130.0
2015-08-21,126.7
2015-08-24,107.0
2015-08-25,112.15
2015-08-26,108.9
2015-08-27,109.65
2015-08-28,111.0
2015-08-31,109.7
2015-09-01,103.95
2015-09-02,104.85
2015-09-03,107.8
2015-09-04,103.15
2015-09-07,99.65
2015-09-08,102.75
2015-09-09,106.15
2015-09-10,102.6
2015-09-11,104.85
2015-09-14,104.15
2015-09-15,103.6
2015-09-16,103.3
2015-09-18,104.7
2015-09-21,105.75
2015-09-22,109.3
2015-09-23,109.25
2015-09-24,108.35
2015-09-28,108.4
2015-09-29,106.75
2015-09-30,107.95
2015-10-01,107.15
2015-10-05,110.55
2015-10-06,110.45
2015-10-07,110.1
2015-10-08,110.4
2015-10-09,108.55
2015-10-12,105.95
2015-10-13,106.2
2015-10-14,113.75
2015-10-15,115.85
2015-10-16,114.6
2015-10-19,114.25
2015-10-20,113.6
2015-10-21,114.4
2015-10-23,117.75
2015-10-26,118.0
2015-10-27,115.05
2015-10-28,117.25
2015-10-29,115.4
2015-10-30,112.7
2015-11-02,113.0
2015-11-03,112.95
2015-11-04,113.2
2015-11-05,110.2
2015-11-06,108.3
2015-11-09,109.5
2015-11-10,109.45
2015-11-11,104.15
2015-11-13,101.65
2015-11-16,103.0
2015-11-17,103.4
2015-11-18,103.65
2015-11-19,107.45
2015-11-20,110.25
2015-11-23,111.3
2015-11-24,110.4
2015-11-26,109.55
2015-11-27,108.75
2015-11-30,108.95
2015-12-01,109.7
2015-12-02,117.75
2015-12-03,121.0
2015-12-04,116.65
2015-12-07,117.2
2015-12-08,112.0
2015-12-09,108.8
2015-12-10,111.45
2015-12-11,110.05
2015-12-14,109.0
2015-12-15,113.05
2015-12-16,113.9
2015-12-17,116.55
2015-12-18,116.95
2015-12-21,119.7
2015-12-22,116.8
2015-12-23,117.55
2015-12-24,121.4
2015-12-28,121.7
2015-12-29,120.55
2015-12-30,124.65
2015-12-31,131.2
