Date,WELCORP
2015-01-01,69.35
2015-01-02,70.5
2015-01-05,71.15
2015-01-06,68.15
2015-01-07,66.7
2015-01-08,69.2
2015-01-09,67.9
2015-01-12,68.7
2015-01-13,67.25
2015-01-14,67.2
2015-01-15,68.8
2015-01-16,66.75
2015-01-19,67.2
2015-01-20,68.85
2015-01-21,67.4
2015-01-22,66.85
2015-01-23,66.45
2015-01-27,66.6
2015-01-28,67.55
2015-01-29,70.2
2015-01-30,67.75
2015-02-02,68.2
2015-02-03,67.9
2015-02-04,67.1
2015-02-05,65.9
2015-02-06,63.9
2015-02-09,63.2
2015-02-10,61.95
2015-02-11,62.75
2015-02-12,65.15
2015-02-13,63.9
2015-02-16,65.5
2015-02-18,64.0
2015-02-19,62.0
2015-02-20,62.5
2015-02-23,64.8
2015-02-24,66.7
2015-02-25,66.4
2015-02-26,65.6
2015-02-27,68.7
2015-02-28,68.25
2015-03-02,66.65
2015-03-03,68.75
2015-03-04,67.65
2015-03-05,65.45
2015-03-09,64.25
2015-03-10,63.8
2015-03-11,63.8
2015-03-12,64.55
2015-03-13,63.55
2015-03-16,64.6
2015-03-17,62.05
2015-03-18,61.25
2015-03-19,61.0
2015-03-20,60.65
2015-03-23,55.5
2015-03-24,55.3
2015-03-25,53.55
2015-03-26,52.35
2015-03-27,52.7
2015-03-30,53.75
2015-03-31,53.85
2015-04-01,56.1
2015-04-06,55.85
2015-04-07,56.3
2015-04-08,57.35
2015-04-09,57.45
2015-04-10,59.3
2015-04-13,60.55
2015-04-15,59.2
2015-04-16,58.5
2015-04-17,57.6
2015-04-20,57.85
2015-04-21,58.95
2015-04-22,57.3
2015-04-23,58.8
2015-04-24,57.5
2015-04-27,54.2
2015-04-28,65.0
2015-04-29,78.0
2015-04-30,83.9
2015-05-04,83.8
2015-05-05,84.4
2015-05-06,82.95
2015-05-07,81.25
2015-05-08,81.25
2015-05-11,83.0
2015-05-12,82.85
2015-05-13,82.65
2015-05-14,88.3
2015-05-15,89.95
2015-05-18,92.4
2015-05-19,93.25
2015-05-20,90.7
2015-05-21,88.05
2015-05-22,85.6
2015-05-25,84.35
2015-05-26,84.4
2015-05-27,83.05
2015-05-28,82.1
2015-05-29,83.2
2015-06-01,81.35
2015-06-02,79.35
2015-06-03,76.4
2015-06-04,76.35
2015-06-05,76.2
2015-06-08,79.65
2015-06-09,77.65
2015-06-10,76.2
2015-06-11,74.25
2015-06-12,74.25
2015-06-15,75.2
2015-06-16,76.15
2015-06-17,76.8
2015-06-18,76.55
2015-06-19,78.0
2015-06-22,79.9
2015-06-23,82.25
2015-06-24,85.05
2015-06-25,93.05
2015-06-26,105.2
2015-06-29,103.0
2015-06-30,114.75
2015-07-01,111.0
2015-07-02,112.85
2015-07-03,114.15
2015-07-06,124.2
2015-07-07,135.0
2015-07-08,131.5
2015-07-09,123.6
2015-07-10,123.95
2015-07-13,129.85
2015-07-14,127.65
2015-07-15,129.3
2015-07-16,133.9
2015-07-17,129.9
2015-07-20,142.85
2015-07-21,133.15
2015-07-22,135.55
2015-07-23,138.2
2015-07-24,133.5
2015-07-27,129.2
2015-07-28,131.05
2015-07-29,137.3
2015-07-30,137.15
2015-07-31,145.8
2015-08-03,148.25
2015-08-04,145.9
2015-08-05,150.75
2015-08-06,144.8
2015-08-07,144.15
2015-08-10,138.3
2015-08-11,135.2
2015-08-12,130.9
2015-08-13,121.2
2015-08-14,128.55
2015-08-17,131.3
2015-08-18,132.55
2015-08-19,131.25
2015-08-20,130.2
2015-08-21,126.7
2015-08-24,103.9
2015-08-25,110.3
2015-08-26,112.15
2015-08-27,116.15
2015-08-28,114.25
2015-08-31,111.45
2015-09-01,105.9
2015-09-02,107.1
2015-09-03,110.55
2015-09-04,100.2
2015-09-07,91.55
2015-09-08,91.9
2015-09-09,99.1
2015-09-10,105.45
2015-09-11,107.7
2015-09-14,114.6
2015-09-15,116.0
2015-09-16,111.85
2015-09-18,110.35
2015-09-21,111.95
2015-09-22,112.85
2015-09-23,117.35
2015-09-24,115.85
2015-09-28,113.2
2015-09-29,110.7
2015-09-30,114.8
2015-10-01,112.85
2015-10-05,118.25
2015-10-06,116.75
2015-10-07,121.4
2015-10-08,118.95
2015-10-09,116.95
2015-10-12,115.1
2015-10-13,113.45
2015-10-14,111.75
2015-10-15,110.05
2015-10-16,109.2
2015-10-19,112.8
2015-10-20,111.15
2015-10-21,112.9
2015-10-23,110.75
2015-10-26,108.95
2015-10-27,109.1
2015-10-28,106.65
2015-10-29,104.95
2015-10-30,101.5
2015-11-02,100.15
2015-11-03,103.15
2015-11-04,101.25
2015-11-05,97.15
2015-11-06,96.0
2015-11-09,99.55
2015-11-10,98.65
2015-11-11,100.4
2015-11-13,103.45
2015-11-16,106.85
2015-11-17,103.85
2015-11-18,98.8
2015-11-19,96.35
2015-11-20,94.3
2015-11-23,96.8
2015-11-24,100.0
2015-11-26,97.3
2015-11-27,108.25
2015-11-30,117.45
2015-12-01,115.45
2015-12-02,112.65
2015-12-03,112.35
2015-12-04,108.95
2015-12-07,110.8
2015-12-08,109.1
2015-12-09,104.3
2015-12-10,105.85
2015-12-11,103.05
2015-12-14,104.35
2015-12-15,103.95
2015-12-16,106.8
2015-12-17,113.55
2015-12-18,110.7
2015-12-21,111.0
2015-12-22,111.15
2015-12-23,109.95
2015-12-24,111.65
2015-12-28,115.35
2015-12-29,114.65
2015-12-30,115.2
2015-12-31,115.35
