Date,PRSMJOHNSN
2015-01-01,80.35
2015-01-02,79.95
2015-01-05,78.6
2015-01-06,77.35
2015-01-07,78.75
2015-01-08,78.9
2015-01-09,78.45
2015-01-12,80.0
2015-01-13,89.95
2015-01-14,88.4
2015-01-15,90.55
2015-01-16,96.55
2015-01-19,99.1
2015-01-20,101.1
2015-01-21,101.3
2015-01-22,105.7
2015-01-23,102.8
2015-01-27,101.25
2015-01-28,103.75
2015-01-29,104.05
2015-01-30,103.35
2015-02-02,106.4
2015-02-03,106.25
2015-02-04,100.05
2015-02-05,98.65
2015-02-06,91.5
2015-02-09,91.6
2015-02-10,93.05
2015-02-11,96.75
2015-02-12,102.35
2015-02-13,102.9
2015-02-16,102.0
2015-02-18,110.25
2015-02-19,114.45
2015-02-20,112.3
2015-02-23,114.2
2015-02-24,111.1
2015-02-25,108.6
2015-02-26,111.2
2015-02-27,112.1
2015-02-28,112.05
2015-03-02,117.85
2015-03-03,121.75
2015-03-04,130.4
2015-03-05,127.2
2015-03-09,121.4
2015-03-10,118.15
2015-03-11,113.15
2015-03-12,115.2
2015-03-13,110.4
2015-03-16,108.8
2015-03-17,108.35
2015-03-18,114.65
2015-03-19,112.35
2015-03-20,108.45
2015-03-23,106.9
2015-03-24,100.5
2015-03-25,96.15
2015-03-26,94.3
2015-03-27,95.25
2015-03-30,99.25
2015-03-31,100.65
2015-04-01,103.9
2015-04-06,116.75
2015-04-07,118.95
2015-04-08,128.1
2015-04-09,121.8
2015-04-10,121.5
2015-04-13,120.55
2015-04-15,116.85
2015-04-16,115.5
2015-04-17,111.3
2015-04-20,106.15
2015-04-21,110.3
2015-04-22,112.1
2015-04-23,112.05
2015-04-24,108.6
2015-04-27,103.65
2015-04-28,105.0
2015-04-29,105.15
2015-04-30,104.8
2015-05-04,106.05
2015-05-05,105.5
2015-05-06,102.5
2015-05-07,100.65
2015-05-08,101.8
2015-05-11,102.9
2015-05-12,97.85
2015-05-13,101.3
2015-05-14,102.2
2015-05-15,101.85
2015-05-18,101.95
2015-05-19,102.2
2015-05-20,102.9
2015-05-21,102.0
2015-05-22,100.4
2015-05-25,103.15
2015-05-26,105.4
2015-05-27,109.9
2015-05-28,110.2
2015-05-29,114.25
2015-06-01,110.95
2015-06-02,108.5
2015-06-03,104.7
2015-06-04,102.5
2015-06-05,104.4
2015-06-08,102.05
2015-06-09,102.8
2015-06-10,109.7
2015-06-11,108.1
2015-06-12,107.55
2015-06-15,110.7
2015-06-16,111.2
2015-06-17,111.25
2015-06-18,109.25
2015-06-19,109.35
2015-06-22,111.7
2015-06-23,115.1
2015-06-24,112.4
2015-06-25,113.3
2015-06-26,112.25
2015-06-29,107.7
2015-06-30,109.8
2015-07-01,114.4
2015-07-02,116.9
2015-07-03,116.05
2015-07-06,116.45
2015-07-07,115.7
2015-07-08,111.0
2015-07-09,109.6
2015-07-10,113.75
2015-07-13,115.35
2015-07-14,113.9
2015-07-15,117.35
2015-07-16,119.9
2015-07-17,122.8
2015-07-20,116.85
2015-07-21,117.0
2015-07-22,113.95
2015-07-23,113.95
2015-07-24,109.45
2015-07-27,105.0
2015-07-28,105.0
2015-07-29,103.7
2015-07-30,104.6
2015-07-31,107.45
2015-08-03,105.5
2015-08-04,108.65
2015-08-05,102.9
2015-08-06,101.05
2015-08-07,99.15
2015-08-10,99.9
2015-08-11,99.7
2015-08-12,96.4
2015-08-13,93.5
2015-08-14,97.5
2015-08-17,100.6
2015-08-18,101.25
2015-08-19,101.7
2015-08-20,99.9
2015-08-21,97.6
2015-08-24,87.05
2015-08-25,91.95
2015-08-26,92.9
2015-08-27,96.25
2015-08-28,96.05
2015-08-31,98.05
2015-09-01,92.95
2015-09-02,93.15
2015-09-03,96.1
2015-09-04,94.1
2015-09-07,93.55
2015-09-08,90.55
2015-09-09,92.9
2015-09-10,90.65
2015-09-11,91.3
2015-09-14,91.7
2015-09-15,92.65
2015-09-16,92.1
2015-09-18,92.9
2015-09-21,92.5
2015-09-22,92.95
2015-09-23,91.8
2015-09-24,90.6
2015-09-28,89.8
2015-09-29,87.65
2015-09-30,89.1
2015-10-01,91.3
2015-10-05,91.5
2015-10-06,92.2
2015-10-07,92.65
2015-10-08,92.3
2015-10-09,94.1
2015-10-12,91.9
2015-10-13,92.65
2015-10-14,94.3
2015-10-15,93.85
2015-10-16,92.25
2015-10-19,92.45
2015-10-20,94.0
2015-10-21,95.55
2015-10-23,94.4
2015-10-26,94.0
2015-10-27,94.2
2015-10-28,95.65
2015-10-29,94.0
2015-10-30,93.9
2015-11-02,93.85
2015-11-03,89.15
2015-11-04,85.75
2015-11-05,84.65
2015-11-06,81.0
2015-11-09,81.2
2015-11-10,80.3
2015-11-11,81.85
2015-11-13,81.3
2015-11-16,80.4
2015-11-17,80.45
2015-11-18,79.9
2015-11-19,80.05
2015-11-20,81.6
2015-11-23,85.85
2015-11-24,85.15
2015-11-26,84.5
2015-11-27,87.75
2015-11-30,88.2
2015-12-01,87.4
2015-12-02,88.0
2015-12-03,86.5
2015-12-04,87.7
2015-12-07,86.6
2015-12-08,85.2
2015-12-09,83.6
2015-12-10,83.7
2015-12-11,81.7
2015-12-14,81.65
2015-12-15,84.4
2015-12-16,83.6
2015-12-17,82.6
2015-12-18,82.35
2015-12-21,82.45
2015-12-22,84.1
2015-12-23,83.15
2015-12-24,81.8
2015-12-28,82.5
2015-12-29,82.35
2015-12-30,82.6
2015-12-31,82.9
