Date,NIITTECH
2015-01-01,367.05
2015-01-02,380.1
2015-01-05,374.65
2015-01-06,364.85
2015-01-07,356.15
2015-01-08,359.5
2015-01-09,359.85
2015-01-12,365.4
2015-01-13,370.1
2015-01-14,382.8
2015-01-15,373.85
2015-01-16,370.15
2015-01-19,373.8
2015-01-20,374.2
2015-01-21,372.25
2015-01-22,371.35
2015-01-23,365.4
2015-01-27,358.55
2015-01-28,346.65
2015-01-29,345.9
2015-01-30,350.3
2015-02-02,351.4
2015-02-03,350.0
2015-02-04,347.75
2015-02-05,350.5
2015-02-06,344.3
2015-02-09,361.25
2015-02-10,377.9
2015-02-11,370.8
2015-02-12,369.6
2015-02-13,371.3
2015-02-16,369.45
2015-02-18,372.25
2015-02-19,380.05
2015-02-20,389.45
2015-02-23,395.0
2015-02-24,392.6
2015-02-25,410.0
2015-02-26,418.55
2015-02-27,407.55
2015-02-28,399.25
2015-03-02,402.8
2015-03-03,409.85
2015-03-04,408.35
2015-03-05,418.45
2015-03-09,417.7
2015-03-10,409.4
2015-03-11,428.5
2015-03-12,424.15
2015-03-13,424.75
2015-03-16,407.2
2015-03-17,403.05
2015-03-18,398.95
2015-03-19,388.2
2015-03-20,375.05
2015-03-23,374.4
2015-03-24,352.1
2015-03-25,338.75
2015-03-26,343.85
2015-03-27,347.25
2015-03-30,349.4
2015-03-31,349.3
2015-04-01,366.2
2015-04-06,365.1
2015-04-07,367.3
2015-04-08,371.15
2015-04-09,369.45
2015-04-10,371.7
2015-04-13,372.6
2015-04-15,374.75
2015-04-16,379.05
2015-04-17,373.3
2015-04-20,370.9
2015-04-21,369.05
2015-04-22,370.9
2015-04-23,369.8
2015-04-24,364.8
2015-04-27,366.75
2015-04-28,361.9
2015-04-29,359.0
2015-04-30,350.85
2015-05-04,356.5
2015-05-05,402.0
2015-05-06,383.1
2015-05-07,369.1
2015-05-08,373.7
2015-05-11,372.45
2015-05-12,371.95
2015-05-13,370.35
2015-05-14,372.9
2015-05-15,370.8
2015-05-18,381.25
2015-05-19,387.75
2015-05-20,386.0
2015-05-21,387.45
2015-05-22,386.4
2015-05-25,377.85
2015-05-26,373.15
2015-05-27,382.6
2015-05-28,379.75
2015-05-29,381.85
2015-06-01,385.35
2015-06-02,383.15
2015-06-03,398.8
2015-06-04,400.2
2015-06-05,396.0
2015-06-08,387.8
2015-06-09,385.25
2015-06-10,382.0
2015-06-11,384.95
2015-06-12,383.15
2015-06-15,383.3
2015-06-16,381.8
2015-06-17,383.8
2015-06-18,386.55
2015-06-19,399.3
2015-06-22,403.55
2015-06-23,403.05
2015-06-24,401.5
2015-06-25,391.85
2015-06-26,392.9
2015-06-29,388.2
2015-06-30,390.05
2015-07-01,388.0
2015-07-02,388.7
2015-07-03,392.05
2015-07-06,393.55
2015-07-07,388.75
2015-07-08,383.05
2015-07-09,384.65
2015-07-10,388.95
2015-07-13,418.6
2015-07-14,463.45
2015-07-15,459.65
2015-07-16,486.6
2015-07-17,475.85
2015-07-20,481.05
2015-07-21,481.45
2015-07-22,499.2
2015-07-23,489.35
2015-07-24,487.75
2015-07-27,467.6
2015-07-28,472.25
2015-07-29,477.75
2015-07-30,482.0
2015-07-31,482.25
2015-08-03,479.7
2015-08-04,465.95
2015-08-05,463.15
2015-08-06,471.85
2015-08-07,478.55
2015-08-10,485.0
2015-08-11,518.4
2015-08-12,531.6
2015-08-13,497.4
2015-08-14,507.25
2015-08-17,513.15
2015-08-18,520.3
2015-08-19,519.95
2015-08-20,509.05
2015-08-21,495.15
2015-08-24,453.75
2015-08-25,435.45
2015-08-26,430.7
2015-08-27,439.55
2015-08-28,431.75
2015-08-31,466.35
2015-09-01,468.15
2015-09-02,467.9
2015-09-03,462.65
2015-09-04,448.1
2015-09-07,441.45
2015-09-08,429.5
2015-09-09,445.2
2015-09-10,453.95
2015-09-11,451.8
2015-09-14,443.0
2015-09-15,437.4
2015-09-16,453.35
2015-09-18,440.5
2015-09-21,441.2
2015-09-22,441.0
2015-09-23,447.65
2015-09-24,471.2
2015-09-28,479.6
2015-09-29,466.3
2015-09-30,472.7
2015-10-01,473.85
2015-10-05,465.85
2015-10-06,467.5
2015-10-07,458.8
2015-10-08,457.6
2015-10-09,443.6
2015-10-12,447.8
2015-10-13,453.5
2015-10-14,445.85
2015-10-15,459.95
2015-10-16,493.6
2015-10-19,561.05
2015-10-20,544.3
2015-10-21,526.1
2015-10-23,525.9
2015-10-26,553.45
2015-10-27,579.25
2015-10-28,569.1
2015-10-29,557.9
2015-10-30,565.75
2015-11-02,590.35
2015-11-03,587.4
2015-11-04,585.05
2015-11-05,573.95
2015-11-06,556.75
2015-11-09,594.35
2015-11-10,572.75
2015-11-11,578.9
2015-11-13,564.6
2015-11-16,594.7
2015-11-17,621.7
2015-11-18,598.0
2015-11-19,607.55
2015-11-20,583.95
2015-11-23,579.7
2015-11-24,587.65
2015-11-26,585.5
2015-11-27,571.75
2015-11-30,569.8
2015-12-01,581.55
2015-12-02,574.2
2015-12-03,580.05
2015-12-04,580.8
2015-12-07,596.0
2015-12-08,594.4
2015-12-09,589.65
2015-12-10,589.8
2015-12-11,591.2
2015-12-14,589.9
2015-12-15,597.95
2015-12-16,585.8
2015-12-17,594.3
2015-12-18,589.85
2015-12-21,588.3
2015-12-22,589.45
2015-12-23,592.3
2015-12-24,586.85
2015-12-28,584.9
2015-12-29,578.8
2015-12-30,576.4
2015-12-31,579.55
