Date,ABBOTINDIA
2015-01-01,3802.9
2015-01-02,3895.85
2015-01-05,4014.15
2015-01-06,4077.95
2015-01-07,4118.65
2015-01-08,4197.0
2015-01-09,4174.75
2015-01-12,4118.65
2015-01-13,4068.85
2015-01-14,4083.25
2015-01-15,4055.3
2015-01-16,4020.75
2015-01-19,4034.3
2015-01-20,4046.6
2015-01-21,4000.35
2015-01-22,3997.4
2015-01-23,3976.75
2015-01-27,4030.95
2015-01-28,4060.0
2015-01-29,3991.0
2015-01-30,3976.45
2015-02-02,3997.0
2015-02-03,4018.15
2015-02-04,3984.75
2015-02-05,3965.4
2015-02-06,3992.15
2015-02-09,3951.9
2015-02-10,3932.1
2015-02-11,3995.4
2015-02-12,4014.05
2015-02-13,3983.45
2015-02-16,3987.65
2015-02-18,3983.35
2015-02-19,3956.7
2015-02-20,3941.85
2015-02-23,3902.35
2015-02-24,3831.75
2015-02-25,3856.2
2015-02-26,3818.35
2015-02-27,3775.5
2015-02-28,3792.2
2015-03-02,3806.55
2015-03-03,3848.35
2015-03-04,3856.15
2015-03-05,3836.95
2015-03-09,3835.8
2015-03-10,3848.2
2015-03-11,3882.25
2015-03-12,3803.65
2015-03-13,3828.8
2015-03-16,3808.35
2015-03-17,3804.9
2015-03-18,3771.1
2015-03-19,3755.7
2015-03-20,3831.9
2015-03-23,3795.15
2015-03-24,3781.7
2015-03-25,3772.85
2015-03-26,3821.35
2015-03-27,4020.3
2015-03-30,3948.45
2015-03-31,3952.6
2015-04-01,3981.25
2015-04-06,4020.65
2015-04-07,4011.45
2015-04-08,4020.35
2015-04-09,3977.75
2015-04-10,3971.55
2015-04-13,3995.25
2015-04-15,3997.75
2015-04-16,3980.8
2015-04-17,3976.3
2015-04-20,3845.8
2015-04-21,3876.0
2015-04-22,3836.6
2015-04-23,3849.9
2015-04-24,3873.8
2015-04-27,3900.3
2015-04-28,3875.05
2015-04-29,3799.65
2015-04-30,3940.35
2015-05-04,3992.9
2015-05-05,3940.95
2015-05-06,3883.5
2015-05-07,3825.95
2015-05-08,3801.1
2015-05-11,3855.85
2015-05-12,3859.45
2015-05-13,3896.85
2015-05-14,3883.4
2015-05-15,3831.3
2015-05-18,3821.9
2015-05-19,3869.9
2015-05-20,3874.65
2015-05-21,3854.5
2015-05-22,3838.15
2015-05-25,3837.0
2015-05-26,3854.7
2015-05-27,3876.6
2015-05-28,3968.0
2015-05-29,4040.7
2015-06-01,4014.75
2015-06-02,4002.55
2015-06-03,3977.25
2015-06-04,3937.8
2015-06-05,3942.4
2015-06-08,3818.85
2015-06-09,3752.65
2015-06-10,3803.0
2015-06-11,3897.35
2015-06-12,3904.25
2015-06-15,3869.2
2015-06-16,3892.45
2015-06-17,3822.0
2015-06-18,3857.25
2015-06-19,3868.05
2015-06-22,3919.5
2015-06-23,3970.6
2015-06-24,3962.65
2015-06-25,3923.6
2015-06-26,3951.45
2015-06-29,3890.15
2015-06-30,3894.65
2015-07-01,3923.45
2015-07-02,3905.9
