Date,BINANIIND
2015-01-01,101.45
2015-01-02,104.4
2015-01-05,106.0
2015-01-06,100.65
2015-01-07,99.05
2015-01-08,102.45
2015-01-09,100.3
2015-01-12,99.55
2015-01-13,103.6
2015-01-14,103.65
2015-01-15,105.4
2015-01-16,105.7
2015-01-19,111.1
2015-01-20,112.95
2015-01-21,110.95
2015-01-22,116.1
2015-01-23,111.9
2015-01-27,113.65
2015-01-28,109.8
2015-01-29,111.95
2015-01-30,116.0
2015-02-02,115.4
2015-02-03,113.3
2015-02-04,109.5
2015-02-05,107.75
2015-02-06,103.3
2015-02-09,100.65
2015-02-10,102.05
2015-02-11,108.65
2015-02-12,105.6
2015-02-13,106.65
2015-02-16,106.9
2015-02-18,105.2
2015-02-19,105.3
2015-02-20,103.6
2015-02-23,103.6
2015-02-24,103.45
2015-02-25,103.05
2015-02-26,102.2
2015-02-27,104.25
2015-02-28,102.45
2015-03-02,107.6
2015-03-03,106.15
2015-03-04,103.2
2015-03-05,104.6
2015-03-09,102.45
2015-03-10,101.5
2015-03-11,101.2
2015-03-12,101.6
2015-03-13,99.25
2015-03-16,98.15
2015-03-17,98.3
2015-03-18,97.35
2015-03-19,96.85
2015-03-20,93.85
2015-03-23,94.1
2015-03-24,92.45
2015-03-25,90.25
2015-03-26,90.4
2015-03-27,88.2
2015-03-30,91.2
2015-03-31,91.1
2015-04-01,93.3
2015-04-06,97.25
2015-04-07,97.1
2015-04-08,99.1
2015-04-09,100.0
2015-04-10,100.1
2015-04-13,100.4
2015-04-15,105.0
2015-04-16,111.6
2015-04-17,106.15
2015-04-20,101.85
2015-04-21,100.45
2015-04-22,100.6
2015-04-23,100.25
2015-04-24,96.95
2015-04-27,92.1
2015-04-28,95.0
2015-04-29,93.15
2015-04-30,93.5
2015-05-04,95.6
2015-05-05,95.05
2015-05-06,92.15
2015-05-07,90.6
2015-05-08,91.6
2015-05-11,94.85
2015-05-12,93.45
2015-05-13,92.65
2015-05-14,93.25
2015-05-15,92.55
2015-05-18,92.4
2015-05-19,93.05
2015-05-20,92.95
2015-05-21,92.8
2015-05-22,93.0
2015-05-25,92.2
2015-05-26,92.35
2015-05-27,92.65
2015-05-28,92.65
2015-05-29,93.9
2015-06-01,91.1
2015-06-02,90.75
2015-06-03,87.4
2015-06-04,86.6
2015-06-05,84.75
2015-06-08,82.75
2015-06-09,84.1
2015-06-10,86.95
2015-06-11,84.35
2015-06-12,83.75
2015-06-15,82.85
2015-06-16,83.1
2015-06-17,84.1
2015-06-18,84.6
2015-06-19,83.6
2015-06-22,85.8
2015-06-23,84.85
2015-06-24,85.1
2015-06-25,85.1
2015-06-26,84.3
2015-06-29,80.9
2015-06-30,81.95
2015-07-01,84.3
2015-07-02,84.4
2015-07-03,90.35
2015-07-06,90.8
2015-07-07,92.35
2015-07-08,89.6
2015-07-09,94.2
2015-07-10,97.05
2015-07-13,99.65
2015-07-14,96.45
2015-07-15,95.65
2015-07-16,94.25
2015-07-17,92.45
2015-07-20,91.85
2015-07-21,91.65
2015-07-22,91.85
2015-07-23,95.65
2015-07-24,93.7
2015-07-27,90.7
2015-07-28,90.45
2015-07-29,90.6
2015-07-30,90.45
2015-07-31,90.6
2015-08-03,91.25
2015-08-04,91.95
2015-08-05,91.95
2015-08-06,90.3
2015-08-07,90.5
2015-08-10,90.1
2015-08-11,89.0
2015-08-12,86.9
2015-08-13,86.45
2015-08-14,87.3
2015-08-17,87.1
2015-08-18,89.05
2015-08-19,89.3
2015-08-20,86.45
2015-08-21,84.65
2015-08-24,77.15
2015-08-25,74.7
2015-08-26,74.0
2015-08-27,76.25
2015-08-28,75.7
2015-08-31,74.4
2015-09-01,72.95
2015-09-02,73.55
2015-09-03,75.7
2015-09-04,72.55
2015-09-07,71.2
2015-09-08,70.5
2015-09-09,72.65
2015-09-10,71.15
2015-09-11,72.7
2015-09-14,73.0
2015-09-15,71.75
2015-09-16,72.0
2015-09-18,73.1
2015-09-21,73.75
2015-09-22,73.15
2015-09-23,72.95
2015-09-24,71.8
2015-09-28,71.7
2015-09-29,72.0
2015-09-30,72.2
2015-10-01,72.4
2015-10-05,74.3
2015-10-06,74.8
2015-10-07,76.35
2015-10-08,75.2
2015-10-09,76.9
2015-10-12,75.8
2015-10-13,75.6
2015-10-14,77.3
2015-10-15,80.75
2015-10-16,79.4
2015-10-19,78.7
2015-10-20,78.05
2015-10-21,78.8
2015-10-23,77.5
2015-10-26,76.8
2015-10-27,75.95
2015-10-28,76.05
2015-10-29,75.6
2015-10-30,75.9
2015-11-02,74.8
2015-11-03,74.55
2015-11-04,74.75
2015-11-05,73.75
2015-11-06,74.7
2015-11-09,74.7
2015-11-10,74.15
2015-11-11,74.95
2015-11-13,74.9
2015-11-16,77.5
2015-11-17,80.05
2015-11-18,78.2
2015-11-19,80.9
2015-11-20,80.8
2015-11-23,83.0
2015-11-24,82.55
2015-11-26,83.55
2015-11-27,89.2
2015-11-30,89.25
2015-12-01,90.2
2015-12-02,89.75
2015-12-03,89.05
2015-12-04,88.3
2015-12-07,88.95
2015-12-08,87.6
2015-12-09,81.25
2015-12-10,80.15
2015-12-11,78.75
2015-12-14,78.7
2015-12-15,78.8
2015-12-16,79.05
2015-12-17,79.1
2015-12-18,79.65
2015-12-21,79.4
2015-12-22,78.05
2015-12-23,78.5
2015-12-24,78.55
2015-12-28,78.0
2015-12-29,78.85
2015-12-30,78.1
2015-12-31,78.45
