Date,ORIENTREF
2015-01-01,95.3
2015-01-02,95.75
2015-01-05,94.15
2015-01-06,91.55
2015-01-07,90.15
2015-01-08,91.95
2015-01-09,94.25
2015-01-12,95.25
2015-01-13,96.0
2015-01-14,96.2
2015-01-15,98.05
2015-01-16,99.15
2015-01-19,99.9
2015-01-20,101.05
2015-01-21,101.0
2015-01-22,101.85
2015-01-23,101.1
2015-01-27,100.95
2015-01-28,101.0
2015-01-29,101.0
2015-01-30,101.2
2015-02-02,106.2
2015-02-03,110.05
2015-02-04,112.5
2015-02-05,111.05
2015-02-06,112.0
2015-02-09,115.55
2015-02-10,117.45
2015-02-11,115.1
2015-02-12,115.2
2015-02-13,110.5
2015-02-16,104.95
2015-02-18,102.95
2015-02-19,101.55
2015-02-20,101.9
2015-02-23,98.15
2015-02-24,99.9
2015-02-25,99.95
2015-02-26,97.65
2015-02-27,98.25
2015-02-28,98.2
2015-03-02,98.0
2015-03-03,98.35
2015-03-04,97.55
2015-03-05,96.25
2015-03-09,96.65
2015-03-10,95.95
2015-03-11,96.9
2015-03-12,95.65
2015-03-13,94.2
2015-03-16,94.4
2015-03-17,93.0
2015-03-18,92.45
2015-03-19,91.6
2015-03-20,91.7
2015-03-23,87.45
2015-03-24,89.6
2015-03-25,92.9
2015-03-26,90.65
2015-03-27,87.9
2015-03-30,87.25
2015-03-31,86.9
2015-04-01,85.6
2015-04-06,85.5
2015-04-07,86.1
2015-04-08,87.85
2015-04-09,92.3
2015-04-10,96.75
2015-04-13,100.7
2015-04-15,100.35
2015-04-16,98.4
2015-04-17,94.75
2015-04-20,88.6
2015-04-21,88.0
2015-04-22,87.8
2015-04-23,88.6
2015-04-24,87.5
2015-04-27,87.15
2015-04-28,89.65
2015-04-29,87.4
2015-04-30,88.35
2015-05-04,91.05
2015-05-05,91.85
2015-05-06,88.3
2015-05-07,88.6
2015-05-08,89.15
2015-05-11,88.95
2015-05-12,89.95
2015-05-13,89.7
2015-05-14,90.4
2015-05-15,90.0
2015-05-18,89.0
2015-05-19,90.05
2015-05-20,90.2
2015-05-21,90.0
2015-05-22,90.45
2015-05-25,89.1
2015-05-26,89.85
2015-05-27,90.0
2015-05-28,90.0
2015-05-29,87.95
2015-06-01,87.5
2015-06-02,85.3
2015-06-03,84.85
2015-06-04,84.8
2015-06-05,85.5
2015-06-08,84.9
2015-06-09,85.05
2015-06-10,89.5
2015-06-11,88.55
2015-06-12,88.8
2015-06-15,89.95
2015-06-16,88.0
2015-06-17,88.1
2015-06-18,87.9
2015-06-19,84.85
2015-06-22,86.2
2015-06-23,86.75
2015-06-24,88.15
2015-06-25,88.25
2015-06-26,87.1
2015-06-29,90.0
2015-06-30,89.35
2015-07-01,90.0
2015-07-02,90.7
2015-07-03,90.45
2015-07-06,90.0
2015-07-07,90.1
2015-07-08,89.85
2015-07-09,89.2
2015-07-10,89.15
2015-07-13,93.95
2015-07-14,93.4
2015-07-15,90.2
2015-07-16,90.0
2015-07-17,93.0
2015-07-20,91.65
2015-07-21,90.5
2015-07-22,91.0
2015-07-23,90.6
2015-07-24,90.05
2015-07-27,89.0
2015-07-28,88.35
2015-07-29,87.6
2015-07-30,86.8
2015-07-31,90.15
2015-08-03,90.35
2015-08-04,89.95
2015-08-05,89.0
2015-08-06,89.0
2015-08-07,88.55
2015-08-10,88.8
2015-08-11,87.0
2015-08-12,87.0
2015-08-13,87.0
2015-08-14,86.25
2015-08-17,86.05
2015-08-18,86.45
2015-08-19,90.0
2015-08-20,89.95
2015-08-21,89.55
2015-08-24,83.7
2015-08-25,83.5
2015-08-26,83.6
2015-08-27,83.15
2015-08-28,83.1
2015-08-31,83.5
2015-09-01,82.0
2015-09-02,80.05
2015-09-03,80.95
2015-09-04,81.9
2015-09-07,83.0
2015-09-08,81.0
2015-09-09,80.65
2015-09-10,83.6
2015-09-11,82.1
2015-09-14,81.5
2015-09-15,81.7
2015-09-16,80.0
2015-09-18,80.25
2015-09-21,80.65
2015-09-22,80.65
2015-09-23,80.4
2015-09-24,79.8
2015-09-28,80.0
2015-09-29,79.6
2015-09-30,79.5
2015-10-01,80.75
2015-10-05,81.1
2015-10-06,84.35
2015-10-07,82.7
2015-10-08,82.25
2015-10-09,81.55
2015-10-12,80.7
2015-10-13,80.6
2015-10-14,80.0
2015-10-15,80.3
2015-10-16,80.75
2015-10-19,80.55
2015-10-20,83.0
2015-10-21,83.85
2015-10-23,83.35
2015-10-26,81.55
2015-10-27,81.25
2015-10-28,80.7
2015-10-29,80.1
2015-10-30,80.05
2015-11-02,80.0
2015-11-03,79.15
2015-11-04,80.75
2015-11-05,79.95
2015-11-06,78.05
2015-11-09,77.8
2015-11-10,79.2
2015-11-11,79.2
2015-11-13,78.55
2015-11-16,77.75
2015-11-17,77.0
2015-11-18,75.9
2015-11-19,76.1
2015-11-20,77.05
2015-11-23,77.95
2015-11-24,77.1
2015-11-26,76.8
2015-11-27,79.05
2015-11-30,79.2
2015-12-01,80.3
2015-12-02,79.0
2015-12-03,79.9
2015-12-04,79.95
2015-12-07,79.2
2015-12-08,78.35
2015-12-09,77.95
2015-12-10,79.75
2015-12-11,80.6
2015-12-14,80.3
2015-12-15,79.55
2015-12-16,79.45
2015-12-17,82.1
2015-12-18,80.55
2015-12-21,82.4
2015-12-22,82.0
2015-12-23,84.4
2015-12-24,81.6
2015-12-28,81.9
2015-12-29,82.9
2015-12-30,89.05
2015-12-31,89.85
