Date,NETWORK18
2015-01-01,67.2
2015-01-02,65.55
2015-01-05,64.9
2015-01-06,62.7
2015-01-07,61.7
2015-01-08,64.35
2015-01-09,65.15
2015-01-12,65.05
2015-01-13,65.5
2015-01-14,62.4
2015-01-15,62.15
2015-01-16,62.75
2015-01-19,63.1
2015-01-20,62.0
2015-01-21,61.4
2015-01-22,60.85
2015-01-23,59.45
2015-01-27,59.45
2015-01-28,57.95
2015-01-29,57.25
2015-01-30,60.1
2015-02-02,61.6
2015-02-03,60.2
2015-02-04,58.25
2015-02-05,57.55
2015-02-06,56.45
2015-02-09,55.1
2015-02-10,54.85
2015-02-11,56.0
2015-02-12,57.95
2015-02-13,57.65
2015-02-16,56.15
2015-02-18,56.7
2015-02-19,55.95
2015-02-20,55.9
2015-02-23,54.4
2015-02-24,55.05
2015-02-25,53.35
2015-02-26,52.65
2015-02-27,53.45
2015-02-28,52.8
2015-03-02,53.1
2015-03-03,54.65
2015-03-04,53.45
2015-03-05,53.7
2015-03-09,52.0
2015-03-10,52.0
2015-03-11,51.05
2015-03-12,55.1
2015-03-13,53.95
2015-03-16,52.75
2015-03-17,51.95
2015-03-18,52.1
2015-03-19,50.2
2015-03-20,48.7
2015-03-23,48.3
2015-03-24,48.85
2015-03-25,47.9
2015-03-26,47.2
2015-03-27,47.1
2015-03-30,48.75
2015-03-31,50.05
2015-04-01,50.65
2015-04-06,51.85
2015-04-07,52.35
2015-04-08,52.1
2015-04-09,54.45
2015-04-10,63.7
2015-04-13,62.7
2015-04-15,63.3
2015-04-16,61.75
2015-04-17,61.9
2015-04-20,60.4
2015-04-21,58.55
2015-04-22,60.35
2015-04-23,60.45
2015-04-24,57.65
2015-04-27,56.25
2015-04-28,56.0
2015-04-29,56.75
2015-04-30,56.45
2015-05-04,58.95
2015-05-05,59.25
2015-05-06,56.3
2015-05-07,55.75
2015-05-08,55.6
2015-05-11,56.95
2015-05-12,55.05
2015-05-13,54.55
2015-05-14,54.45
2015-05-15,55.2
2015-05-18,54.75
2015-05-19,56.75
2015-05-20,56.35
2015-05-21,55.35
2015-05-22,55.7
2015-05-25,54.45
2015-05-26,53.75
2015-05-27,53.35
2015-05-28,53.9
2015-05-29,53.15
2015-06-01,54.7
2015-06-02,52.45
2015-06-03,51.35
2015-06-04,51.55
2015-06-05,50.75
2015-06-08,50.6
2015-06-09,49.6
2015-06-10,49.95
2015-06-11,50.25
2015-06-12,51.1
2015-06-15,53.7
2015-06-16,53.95
2015-06-17,54.75
2015-06-18,55.6
2015-06-19,55.7
2015-06-22,57.1
2015-06-23,56.45
2015-06-24,54.95
2015-06-25,55.45
2015-06-26,57.45
2015-06-29,56.4
2015-06-30,59.35
2015-07-01,60.25
2015-07-02,62.75
2015-07-03,60.95
2015-07-06,62.6
2015-07-07,61.2
2015-07-08,57.2
2015-07-09,56.5
2015-07-10,55.2
2015-07-13,56.7
2015-07-14,55.75
2015-07-15,55.65
2015-07-16,55.75
2015-07-17,56.0
2015-07-20,59.05
2015-07-21,57.65
2015-07-22,55.5
2015-07-23,54.65
2015-07-24,54.35
2015-07-27,53.55
2015-07-28,53.1
2015-07-29,55.75
2015-07-30,54.4
2015-07-31,54.95
2015-08-03,54.85
2015-08-04,54.2
2015-08-05,54.8
2015-08-06,54.5
2015-08-07,56.4
2015-08-10,57.3
2015-08-11,55.6
2015-08-12,54.65
2015-08-13,54.65
2015-08-14,54.7
2015-08-17,54.9
2015-08-18,54.95
2015-08-19,57.8
2015-08-20,55.75
2015-08-21,55.35
2015-08-24,50.1
2015-08-25,48.1
2015-08-26,48.2
2015-08-27,50.55
2015-08-28,49.9
2015-08-31,49.4
2015-09-01,47.95
2015-09-02,48.4
2015-09-03,48.4
2015-09-04,47.0
2015-09-07,46.25
2015-09-08,47.4
2015-09-09,47.55
2015-09-10,47.55
2015-09-11,48.15
2015-09-14,50.05
2015-09-15,49.25
2015-09-16,48.8
2015-09-18,49.4
2015-09-21,49.95
2015-09-22,48.25
2015-09-23,49.0
2015-09-24,49.9
2015-09-28,48.7
2015-09-29,47.45
2015-09-30,48.85
2015-10-01,48.15
2015-10-05,49.25
2015-10-06,49.75
2015-10-07,50.55
2015-10-08,50.95
2015-10-09,50.7
2015-10-12,51.7
2015-10-13,51.6
2015-10-14,50.35
2015-10-15,49.8
2015-10-16,50.8
2015-10-19,52.7
2015-10-20,51.1
2015-10-21,50.75
2015-10-23,49.95
2015-10-26,49.3
2015-10-27,48.65
2015-10-28,49.2
2015-10-29,48.6
2015-10-30,48.3
2015-11-02,49.15
2015-11-03,49.75
2015-11-04,48.55
2015-11-05,47.85
2015-11-06,47.75
2015-11-09,47.65
2015-11-10,47.3
2015-11-11,49.0
2015-11-13,48.0
2015-11-16,48.45
2015-11-17,49.9
2015-11-18,49.05
2015-11-19,50.15
2015-11-20,50.65
2015-11-23,50.4
2015-11-24,50.0
2015-11-26,50.35
2015-11-27,50.2
2015-11-30,51.65
2015-12-01,52.3
2015-12-02,51.8
2015-12-03,54.55
2015-12-04,53.0
2015-12-07,54.15
2015-12-08,51.85
2015-12-09,50.25
2015-12-10,51.65
2015-12-11,51.2
2015-12-14,51.3
2015-12-15,52.3
2015-12-16,51.5
2015-12-17,53.65
2015-12-18,53.65
2015-12-21,57.55
2015-12-22,57.45
2015-12-23,57.35
2015-12-24,55.85
2015-12-28,62.1
2015-12-29,59.9
2015-12-30,60.55
2015-12-31,58.75
