Date,SNOWMAN
2015-01-01,100.1
2015-01-02,98.9
2015-01-05,98.05
2015-01-06,93.95
2015-01-07,93.0
2015-01-08,94.8
2015-01-09,94.4
2015-01-12,96.5
2015-01-13,95.05
2015-01-14,100.1
2015-01-15,99.75
2015-01-16,100.85
2015-01-19,101.8
2015-01-20,100.5
2015-01-21,99.0
2015-01-22,98.05
2015-01-23,96.55
2015-01-27,99.6
2015-01-28,99.25
2015-01-29,98.1
2015-01-30,95.05
2015-02-02,93.95
2015-02-03,94.15
2015-02-04,93.75
2015-02-05,92.0
2015-02-06,90.25
2015-02-09,87.15
2015-02-10,82.05
2015-02-11,83.55
2015-02-12,83.95
2015-02-13,87.15
2015-02-16,86.2
2015-02-18,84.7
2015-02-19,83.55
2015-02-20,91.65
2015-02-23,90.25
2015-02-24,87.9
2015-02-25,88.3
2015-02-26,89.4
2015-02-27,89.95
2015-02-28,91.0
2015-03-02,89.5
2015-03-03,89.9
2015-03-04,87.7
2015-03-05,87.05
2015-03-09,85.15
2015-03-10,84.5
2015-03-11,85.2
2015-03-12,85.95
2015-03-13,83.5
2015-03-16,82.4
2015-03-17,82.85
2015-03-18,84.3
2015-03-19,82.2
2015-03-20,79.35
2015-03-23,77.5
2015-03-24,77.15
2015-03-25,76.2
2015-03-26,76.45
2015-03-27,76.5
2015-03-30,81.8
2015-03-31,85.0
2015-04-01,85.3
2015-04-06,86.0
2015-04-07,87.8
2015-04-08,91.2
2015-04-09,90.4
2015-04-10,91.4
2015-04-13,93.55
2015-04-15,91.55
2015-04-16,88.75
2015-04-17,87.25
2015-04-20,84.95
2015-04-21,84.85
2015-04-22,86.0
2015-04-23,87.9
2015-04-24,83.9
2015-04-27,82.15
2015-04-28,83.5
2015-04-29,87.1
2015-04-30,86.5
2015-05-04,87.15
2015-05-05,91.15
2015-05-06,86.75
2015-05-07,82.3
2015-05-08,83.6
2015-05-11,84.25
2015-05-12,81.7
2015-05-13,82.0
2015-05-14,81.65
2015-05-15,83.8
2015-05-18,83.45
2015-05-19,83.3
2015-05-20,83.9
2015-05-21,83.3
2015-05-22,83.8
2015-05-25,83.6
2015-05-26,83.65
2015-05-27,83.2
2015-05-28,83.85
2015-05-29,84.0
2015-06-01,85.95
2015-06-02,84.8
2015-06-03,82.1
2015-06-04,81.0
2015-06-05,83.6
2015-06-08,82.8
2015-06-09,83.25
2015-06-10,86.1
2015-06-11,86.5
2015-06-12,89.2
2015-06-15,88.85
2015-06-16,89.25
2015-06-17,91.7
2015-06-18,96.55
2015-06-19,95.15
2015-06-22,95.15
2015-06-23,98.3
2015-06-24,96.35
2015-06-25,99.5
2015-06-26,99.65
2015-06-29,96.4
2015-06-30,99.1
2015-07-01,99.95
2015-07-02,99.9
2015-07-03,98.05
2015-07-06,99.25
2015-07-07,99.65
2015-07-08,98.25
2015-07-09,99.15
2015-07-10,101.0
2015-07-13,100.7
2015-07-14,103.45
2015-07-15,101.55
2015-07-16,101.85
2015-07-17,107.25
2015-07-20,113.7
2015-07-21,109.55
2015-07-22,115.1
2015-07-23,111.45
2015-07-24,109.35
2015-07-27,105.85
2015-07-28,106.3
2015-07-29,108.45
2015-07-30,110.95
2015-07-31,112.85
2015-08-03,111.3
2015-08-04,113.9
2015-08-05,114.15
2015-08-06,106.5
2015-08-07,109.75
2015-08-10,107.15
2015-08-11,107.25
2015-08-12,103.9
2015-08-13,98.65
2015-08-14,101.65
2015-08-17,102.55
2015-08-18,104.3
2015-08-19,103.2
2015-08-20,100.35
2015-08-21,98.2
2015-08-24,93.95
2015-08-25,89.4
2015-08-26,92.3
2015-08-27,99.25
2015-08-28,103.4
2015-08-31,104.6
2015-09-01,100.35
2015-09-02,100.05
2015-09-03,100.1
2015-09-04,96.25
2015-09-07,89.35
2015-09-08,93.5
2015-09-09,95.75
2015-09-10,93.6
2015-09-11,99.45
2015-09-14,100.1
2015-09-15,98.7
2015-09-16,96.7
2015-09-18,98.25
2015-09-21,98.45
2015-09-22,98.75
2015-09-23,98.1
2015-09-24,97.7
2015-09-28,96.4
2015-09-29,93.65
2015-09-30,94.7
2015-10-01,93.85
2015-10-05,93.8
2015-10-06,92.95
2015-10-07,94.25
2015-10-08,93.05
2015-10-09,94.15
2015-10-12,91.8
2015-10-13,92.5
2015-10-14,93.15
2015-10-15,93.55
2015-10-16,93.6
2015-10-19,92.75
2015-10-20,92.6
2015-10-21,93.25
2015-10-23,92.8
2015-10-26,92.1
2015-10-27,91.4
2015-10-28,91.45
2015-10-29,91.0
2015-10-30,91.6
2015-11-02,90.65
2015-11-03,89.9
2015-11-04,88.0
2015-11-05,87.25
2015-11-06,84.5
2015-11-09,82.75
2015-11-10,82.95
2015-11-11,85.45
2015-11-13,83.3
2015-11-16,89.05
2015-11-17,89.8
2015-11-18,89.1
2015-11-19,91.0
2015-11-20,91.2
2015-11-23,90.5
2015-11-24,92.3
2015-11-26,94.85
2015-11-27,94.55
2015-11-30,94.45
2015-12-01,93.0
2015-12-02,91.25
2015-12-03,91.7
2015-12-04,93.2
2015-12-07,92.35
2015-12-08,87.7
2015-12-09,84.15
2015-12-10,85.65
2015-12-11,85.05
2015-12-14,81.85
2015-12-15,82.2
2015-12-16,81.7
2015-12-17,82.0
2015-12-18,82.4
2015-12-21,81.9
2015-12-22,80.75
2015-12-23,80.55
2015-12-24,82.35
2015-12-28,81.8
2015-12-29,80.0
2015-12-30,79.9
2015-12-31,79.75
