Date,HGS
2015-01-01,632.7
2015-01-02,639.95
2015-01-05,642.35
2015-01-06,637.25
2015-01-07,629.0
2015-01-08,624.3
2015-01-09,632.5
2015-01-12,633.0
2015-01-13,637.2
2015-01-14,635.35
2015-01-15,635.6
2015-01-16,635.2
2015-01-19,634.05
2015-01-20,635.95
2015-01-21,634.5
2015-01-22,636.6
2015-01-23,645.7
2015-01-27,633.7
2015-01-28,632.2
2015-01-29,627.45
2015-01-30,625.55
2015-02-02,634.25
2015-02-03,637.7
2015-02-04,639.6
2015-02-05,638.2
2015-02-06,621.0
2015-02-09,609.2
2015-02-10,602.8
2015-02-11,597.2
2015-02-12,597.9
2015-02-13,598.6
2015-02-16,585.6
2015-02-18,594.3
2015-02-19,592.45
2015-02-20,597.75
2015-02-23,586.35
2015-02-24,595.1
2015-02-25,592.9
2015-02-26,591.65
2015-02-27,588.8
2015-02-28,583.9
2015-03-02,588.8
2015-03-03,584.55
2015-03-04,579.75
2015-03-05,570.1
2015-03-09,564.65
2015-03-10,554.25
2015-03-11,560.3
2015-03-12,561.75
2015-03-13,554.75
2015-03-16,553.75
2015-03-17,551.45
2015-03-18,547.9
2015-03-19,538.65
2015-03-20,526.5
2015-03-23,508.4
2015-03-24,506.45
2015-03-25,522.25
2015-03-26,535.0
2015-03-27,545.0
2015-03-30,554.85
2015-03-31,566.2
2015-04-01,572.1
2015-04-06,574.15
2015-04-07,573.6
2015-04-08,574.2
2015-04-09,580.2
2015-04-10,610.0
2015-04-13,614.65
2015-04-15,615.0
2015-04-16,610.8
2015-04-17,599.9
2015-04-20,600.95
2015-04-21,590.7
2015-04-22,580.45
2015-04-23,583.1
2015-04-24,547.35
2015-04-27,549.75
2015-04-28,546.45
2015-04-29,548.8
2015-04-30,546.6
2015-05-04,551.0
2015-05-05,549.55
2015-05-06,545.35
2015-05-07,527.8
2015-05-08,535.7
2015-05-11,539.1
2015-05-12,535.6
2015-05-13,536.6
2015-05-14,534.65
2015-05-15,534.65
2015-05-18,549.85
2015-05-19,556.65
2015-05-20,556.05
2015-05-21,536.5
2015-05-22,536.35
2015-05-25,527.35
2015-05-26,524.75
2015-05-27,524.9
2015-05-28,521.45
2015-05-29,525.0
2015-06-01,524.05
2015-06-02,524.4
2015-06-03,513.15
2015-06-04,513.0
2015-06-05,515.6
2015-06-08,510.95
2015-06-09,509.5
2015-06-10,509.8
2015-06-11,505.65
2015-06-12,497.8
2015-06-15,500.8
2015-06-16,492.8
2015-06-17,496.05
2015-06-18,492.95
2015-06-19,498.1
2015-06-22,498.75
2015-06-23,496.7
2015-06-24,496.2
2015-06-25,498.8
2015-06-26,493.35
2015-06-29,488.7
2015-06-30,486.3
2015-07-01,494.75
2015-07-02,490.75
2015-07-03,494.8
2015-07-06,494.9
2015-07-07,493.15
2015-07-08,491.95
2015-07-09,493.7
2015-07-10,490.6
2015-07-13,487.15
2015-07-14,491.5
2015-07-15,496.9
2015-07-16,495.7
2015-07-17,498.55
2015-07-20,497.9
2015-07-21,496.15
2015-07-22,499.6
2015-07-23,498.85
2015-07-24,497.85
2015-07-27,497.35
2015-07-28,496.85
2015-07-29,499.1
2015-07-30,497.65
2015-07-31,497.85
2015-08-03,494.4
2015-08-04,494.9
2015-08-05,496.3
2015-08-06,548.05
2015-08-07,567.35
2015-08-10,559.8
2015-08-11,547.05
2015-08-12,536.45
2015-08-13,477.85
2015-08-14,453.7
2015-08-17,469.65
2015-08-18,468.3
2015-08-19,468.35
2015-08-20,468.4
2015-08-21,463.8
2015-08-24,427.85
2015-08-25,430.05
2015-08-26,426.05
2015-08-27,428.65
2015-08-28,425.6
2015-08-31,425.4
2015-09-01,421.5
2015-09-02,425.45
2015-09-03,428.95
2015-09-04,423.75
2015-09-07,419.65
2015-09-08,421.85
2015-09-09,429.35
2015-09-10,424.1
2015-09-11,424.7
2015-09-14,425.5
2015-09-15,426.7
2015-09-16,430.15
2015-09-18,442.15
2015-09-21,450.75
2015-09-22,445.75
2015-09-23,436.75
2015-09-24,444.65
2015-09-28,447.1
2015-09-29,445.25
2015-09-30,442.0
2015-10-01,445.6
2015-10-05,460.05
2015-10-06,459.6
2015-10-07,465.4
2015-10-08,464.0
2015-10-09,460.65
2015-10-12,457.65
2015-10-13,463.05
2015-10-14,462.95
2015-10-15,460.0
2015-10-16,470.25
2015-10-19,481.8
2015-10-20,473.25
2015-10-21,477.15
2015-10-23,475.85
2015-10-26,474.35
2015-10-27,470.95
2015-10-28,472.3
2015-10-29,472.5
2015-10-30,470.95
2015-11-02,471.0
2015-11-03,471.5
2015-11-04,472.8
2015-11-05,471.0
2015-11-06,470.15
2015-11-09,466.5
2015-11-10,465.1
2015-11-11,473.3
2015-11-13,466.05
2015-11-16,459.7
2015-11-17,463.5
2015-11-18,461.55
2015-11-19,457.85
2015-11-20,467.4
2015-11-23,461.5
2015-11-24,464.9
2015-11-26,467.05
2015-11-27,471.45
2015-11-30,488.9
2015-12-01,485.95
2015-12-02,492.05
2015-12-03,492.65
2015-12-04,488.9
2015-12-07,494.6
2015-12-08,501.8
2015-12-09,496.35
2015-12-10,505.55
2015-12-11,488.15
2015-12-14,489.8
2015-12-15,488.7
2015-12-16,491.95
2015-12-17,507.45
2015-12-18,509.9
2015-12-21,512.6
2015-12-22,515.35
2015-12-23,518.45
2015-12-24,519.4
2015-12-28,534.15
2015-12-29,532.3
2015-12-30,519.65
2015-12-31,520.25
