Date,VENUSREM
2015-01-01,219.75
2015-01-02,222.5
2015-01-05,219.65
2015-01-06,212.9
2015-01-07,210.55
2015-01-08,217.15
2015-01-09,215.85
2015-01-12,216.5
2015-01-13,213.1
2015-01-14,209.4
2015-01-15,206.7
2015-01-16,206.25
2015-01-19,207.05
2015-01-20,206.55
2015-01-21,207.75
2015-01-22,205.25
2015-01-23,201.25
2015-01-27,191.55
2015-01-28,176.45
2015-01-29,181.9
2015-01-30,187.9
2015-02-02,181.75
2015-02-03,176.3
2015-02-04,168.75
2015-02-05,172.3
2015-02-06,163.25
2015-02-09,184.0
2015-02-10,173.45
2015-02-11,169.65
2015-02-12,170.45
2015-02-13,174.85
2015-02-16,162.55
2015-02-18,159.65
2015-02-19,161.25
2015-02-20,159.4
2015-02-23,159.15
2015-02-24,156.2
2015-02-25,151.65
2015-02-26,146.45
2015-02-27,144.2
2015-02-28,149.95
2015-03-02,149.25
2015-03-03,149.4
2015-03-04,144.8
2015-03-05,146.3
2015-03-09,148.55
2015-03-10,144.65
2015-03-11,140.8
2015-03-12,139.95
2015-03-13,135.4
2015-03-16,130.95
2015-03-17,125.8
2015-03-18,121.55
2015-03-19,114.05
2015-03-20,102.75
2015-03-23,123.3
2015-03-24,139.15
2015-03-25,136.5
2015-03-26,132.65
2015-03-27,139.3
2015-03-30,135.6
2015-03-31,135.6
2015-04-01,133.45
2015-04-06,138.75
2015-04-07,140.65
2015-04-08,164.3
2015-04-09,163.1
2015-04-10,168.4
2015-04-13,200.6
2015-04-15,206.2
2015-04-16,204.5
2015-04-17,196.8
2015-04-20,183.25
2015-04-21,186.1
2015-04-22,189.65
2015-04-23,186.2
2015-04-24,173.3
2015-04-27,156.95
2015-04-28,169.25
2015-04-29,166.45
2015-04-30,164.25
2015-05-04,175.7
2015-05-05,175.65
2015-05-06,169.7
2015-05-07,167.6
2015-05-08,168.6
2015-05-11,168.65
2015-05-12,161.85
2015-05-13,165.4
2015-05-14,163.8
2015-05-15,162.15
2015-05-18,162.65
2015-05-19,163.45
2015-05-20,166.55
2015-05-21,164.2
2015-05-22,163.05
2015-05-25,163.7
2015-05-26,162.4
2015-05-27,159.1
2015-05-28,157.4
2015-05-29,154.7
2015-06-01,137.5
2015-06-02,151.8
2015-06-03,141.55
2015-06-04,142.95
2015-06-05,140.05
2015-06-08,136.55
2015-06-09,132.05
2015-06-10,133.9
2015-06-11,131.7
2015-06-12,128.7
2015-06-15,129.8
2015-06-16,128.8
2015-06-17,144.0
2015-06-18,143.95
2015-06-19,142.1
2015-06-22,142.55
2015-06-23,148.0
2015-06-24,145.05
2015-06-25,148.75
2015-06-26,146.95
2015-06-29,142.0
2015-06-30,144.9
2015-07-01,145.7
2015-07-02,141.95
2015-07-03,138.65
2015-07-06,142.6
2015-07-07,147.35
2015-07-08,143.9
2015-07-09,143.4
2015-07-10,142.55
2015-07-13,143.65
2015-07-14,143.75
2015-07-15,153.65
2015-07-16,154.85
2015-07-17,151.05
2015-07-20,148.3
2015-07-21,147.4
2015-07-22,148.8
2015-07-23,148.2
2015-07-24,145.5
2015-07-27,143.95
2015-07-28,143.1
2015-07-29,149.5
2015-07-30,146.75
2015-07-31,147.85
2015-08-03,148.8
2015-08-04,146.7
2015-08-05,156.6
2015-08-06,153.65
2015-08-07,152.15
2015-08-10,149.6
2015-08-11,146.0
2015-08-12,145.9
2015-08-13,145.45
2015-08-14,145.95
2015-08-17,142.8
2015-08-18,145.35
2015-08-19,147.1
2015-08-20,144.8
2015-08-21,141.9
2015-08-24,121.6
2015-08-25,120.0
2015-08-26,122.5
2015-08-27,124.6
2015-08-28,128.85
2015-08-31,128.8
2015-09-01,127.5
2015-09-02,127.75
2015-09-03,127.2
2015-09-04,120.85
2015-09-07,114.9
2015-09-08,114.1
2015-09-09,118.45
2015-09-10,122.9
2015-09-11,121.75
2015-09-14,123.75
2015-09-15,120.75
2015-09-16,121.2
2015-09-18,122.65
2015-09-21,123.55
2015-09-22,121.1
2015-09-23,120.65
2015-09-24,122.0
2015-09-28,119.8
2015-09-29,120.3
2015-09-30,120.95
2015-10-01,124.7
2015-10-05,127.35
2015-10-06,129.0
2015-10-07,130.95
2015-10-08,127.3
2015-10-09,126.45
2015-10-12,126.8
2015-10-13,126.5
2015-10-14,127.95
2015-10-15,129.7
2015-10-16,127.85
2015-10-19,128.3
2015-10-20,129.45
2015-10-21,129.1
2015-10-23,130.05
2015-10-26,127.45
2015-10-27,126.7
2015-10-28,140.05
2015-10-29,135.25
2015-10-30,132.9
2015-11-02,129.85
2015-11-03,130.8
2015-11-04,129.45
2015-11-05,127.1
2015-11-06,125.5
2015-11-09,126.2
2015-11-10,124.0
2015-11-11,124.75
2015-11-13,124.55
2015-11-16,123.1
2015-11-17,122.15
2015-11-18,120.85
2015-11-19,119.65
2015-11-20,118.65
2015-11-23,119.25
2015-11-24,119.85
2015-11-26,118.5
2015-11-27,118.4
2015-11-30,120.6
2015-12-01,120.65
2015-12-02,133.95
2015-12-03,131.1
2015-12-04,132.75
2015-12-07,134.1
2015-12-08,127.9
2015-12-09,123.4
2015-12-10,125.45
2015-12-11,123.0
2015-12-14,122.35
2015-12-15,124.7
2015-12-16,123.65
2015-12-17,126.8
2015-12-18,133.85
2015-12-21,135.3
2015-12-22,133.4
2015-12-23,134.0
2015-12-24,132.55
2015-12-28,131.95
2015-12-29,128.5
2015-12-30,126.4
2015-12-31,127.85
