Date,PCJEWELLER
2015-01-01,215.5
2015-01-02,215.5
2015-01-05,212.7
2015-01-06,210.1
2015-01-07,214.85
2015-01-08,214.7
2015-01-09,208.45
2015-01-12,211.35
2015-01-13,220.65
2015-01-14,223.85
2015-01-15,234.15
2015-01-16,242.0
2015-01-19,239.55
2015-01-20,239.95
2015-01-21,258.15
2015-01-22,260.5
2015-01-23,262.7
2015-01-27,253.3
2015-01-28,260.05
2015-01-29,254.5
2015-01-30,270.65
2015-02-02,276.2
2015-02-03,269.35
2015-02-04,261.85
2015-02-05,270.55
2015-02-06,245.0
2015-02-09,241.0
2015-02-10,237.1
2015-02-11,241.8
2015-02-12,238.75
2015-02-13,234.8
2015-02-16,235.0
2015-02-18,243.65
2015-02-19,250.35
2015-02-20,256.55
2015-02-23,256.4
2015-02-24,263.1
2015-02-25,260.25
2015-02-26,262.6
2015-02-27,272.7
2015-02-28,253.7
2015-03-02,268.75
2015-03-03,264.65
2015-03-04,265.45
2015-03-05,278.95
2015-03-09,296.6
2015-03-10,303.7
2015-03-11,305.55
2015-03-12,312.2
2015-03-13,305.05
2015-03-16,310.6
2015-03-17,312.95
2015-03-18,321.95
2015-03-19,339.05
2015-03-20,335.8
2015-03-23,338.35
2015-03-24,343.75
2015-03-25,334.8
2015-03-26,321.1
2015-03-27,313.45
2015-03-30,313.45
2015-03-31,317.6
2015-04-01,321.15
2015-04-06,331.3
2015-04-07,335.85
2015-04-08,349.6
2015-04-09,351.35
2015-04-10,357.15
2015-04-13,358.75
2015-04-15,346.2
2015-04-16,348.4
2015-04-17,349.35
2015-04-20,353.4
2015-04-21,358.05
2015-04-22,355.8
2015-04-23,359.2
2015-04-24,347.05
2015-04-27,338.8
2015-04-28,323.0
2015-04-29,336.05
2015-04-30,342.25
2015-05-04,355.15
2015-05-05,361.65
2015-05-06,343.55
2015-05-07,334.7
2015-05-08,322.6
2015-05-11,326.4
2015-05-12,325.15
2015-05-13,323.2
2015-05-14,325.7
2015-05-15,329.9
2015-05-18,341.7
2015-05-19,354.9
2015-05-20,367.25
2015-05-21,373.4
2015-05-22,372.6
2015-05-25,372.7
2015-05-26,365.35
2015-05-27,366.2
2015-05-28,370.55
2015-05-29,376.05
2015-06-01,396.7
2015-06-02,387.55
2015-06-03,362.45
2015-06-04,364.6
2015-06-05,353.15
2015-06-08,354.15
2015-06-09,337.4
2015-06-10,330.05
2015-06-11,327.1
2015-06-12,326.6
2015-06-15,328.8
2015-06-16,346.95
2015-06-17,369.1
2015-06-18,390.5
2015-06-19,378.0
2015-06-22,379.35
2015-06-23,367.85
2015-06-24,370.9
2015-06-25,379.1
2015-06-26,391.0
2015-06-29,379.0
2015-06-30,384.2
2015-07-01,382.45
2015-07-02,412.75
2015-07-03,415.65
2015-07-06,414.8
2015-07-07,418.75
2015-07-08,407.45
2015-07-09,405.2
2015-07-10,419.15
2015-07-13,420.6
2015-07-14,427.9
2015-07-15,424.75
2015-07-16,427.45
2015-07-17,430.1
2015-07-20,443.6
2015-07-21,429.25
2015-07-22,439.4
2015-07-23,448.0
2015-07-24,443.75
2015-07-27,435.2
2015-07-28,427.3
2015-07-29,430.95
2015-07-30,439.9
2015-07-31,460.1
2015-08-03,468.55
2015-08-04,454.95
2015-08-05,438.7
2015-08-06,439.25
2015-08-07,433.3
2015-08-10,437.25
2015-08-11,435.2
2015-08-12,433.4
2015-08-13,397.85
2015-08-14,354.45
2015-08-17,403.05
2015-08-18,409.0
2015-08-19,406.15
2015-08-20,397.25
2015-08-21,381.45
2015-08-24,342.95
2015-08-25,311.85
2015-08-26,326.65
2015-08-27,353.15
2015-08-28,384.15
2015-08-31,399.15
2015-09-01,404.3
2015-09-02,391.3
2015-09-03,398.65
2015-09-04,388.2
2015-09-07,391.2
2015-09-08,390.65
2015-09-09,400.05
2015-09-10,399.65
2015-09-11,387.85
2015-09-14,389.05
2015-09-15,387.9
2015-09-16,390.1
2015-09-18,355.55
2015-09-21,329.75
2015-09-22,334.85
2015-09-23,340.2
2015-09-24,345.85
2015-09-28,348.6
2015-09-29,343.0
2015-09-30,352.35
2015-10-01,353.95
2015-10-05,352.75
2015-10-06,384.55
2015-10-07,393.95
2015-10-08,414.45
2015-10-09,415.5
2015-10-12,413.3
2015-10-13,402.5
2015-10-14,421.95
2015-10-15,424.25
2015-10-16,424.85
2015-10-19,425.95
2015-10-20,427.95
2015-10-21,427.75
2015-10-23,425.65
2015-10-26,397.2
2015-10-27,378.55
2015-10-28,410.05
2015-10-29,430.0
2015-10-30,446.35
2015-11-02,457.25
2015-11-03,466.8
2015-11-04,449.9
2015-11-05,441.9
2015-11-06,452.6
2015-11-09,446.7
2015-11-10,424.4
2015-11-11,430.0
2015-11-13,412.1
2015-11-16,394.6
2015-11-17,398.3
2015-11-18,385.3
2015-11-19,385.9
2015-11-20,387.05
2015-11-23,387.7
2015-11-24,376.0
2015-11-26,365.4
2015-11-27,365.85
2015-11-30,360.25
2015-12-01,374.45
2015-12-02,370.5
2015-12-03,369.35
2015-12-04,366.6
2015-12-07,372.55
2015-12-08,375.75
2015-12-09,378.4
2015-12-10,390.8
2015-12-11,390.65
2015-12-14,392.25
2015-12-15,390.55
2015-12-16,405.7
2015-12-17,411.5
2015-12-18,402.05
2015-12-21,414.5
2015-12-22,415.6
2015-12-23,416.0
2015-12-24,415.85
2015-12-28,410.4
2015-12-29,409.7
2015-12-30,402.8
2015-12-31,390.25
