Date,SUNPHARMA
2015-01-01,822.2
2015-01-02,826.25
2015-01-05,826.75
2015-01-06,808.55
2015-01-07,809.8
2015-01-08,818.8
2015-01-09,830.05
2015-01-12,835.3
2015-01-13,833.1
2015-01-14,820.65
2015-01-15,825.9
2015-01-16,849.75
2015-01-19,863.0
2015-01-20,872.3
2015-01-21,885.95
2015-01-22,920.05
2015-01-23,926.8
2015-01-27,914.0
2015-01-28,909.75
2015-01-29,919.8
2015-01-30,917.75
2015-02-02,929.1
2015-02-03,941.25
2015-02-04,958.95
2015-02-05,959.55
2015-02-06,926.85
2015-02-09,941.45
2015-02-10,919.55
2015-02-11,925.85
2015-02-12,923.6
2015-02-13,940.55
2015-02-16,914.75
2015-02-18,917.8
2015-02-19,916.7
2015-02-20,913.2
2015-02-23,908.65
2015-02-24,910.45
2015-02-25,890.75
2015-02-26,865.7
2015-02-27,878.9
2015-02-28,911.0
2015-03-02,925.2
2015-03-03,943.05
2015-03-04,1006.3
2015-03-05,1038.75
2015-03-09,1041.0
2015-03-10,1024.65
2015-03-11,1009.85
2015-03-12,1036.15
2015-03-13,1011.6
2015-03-16,1029.85
2015-03-17,1041.9
2015-03-18,1044.5
2015-03-19,1047.75
2015-03-20,1026.65
2015-03-23,1024.25
2015-03-24,1037.15
2015-03-25,1052.05
2015-03-26,1027.7
2015-03-27,1011.2
2015-03-30,1010.8
2015-03-31,1023.9
2015-04-01,1081.15
2015-04-06,1169.3
2015-04-07,1152.05
2015-04-08,1150.45
2015-04-09,1113.45
2015-04-10,1119.75
2015-04-13,1150.95
2015-04-15,1117.3
2015-04-16,1087.95
2015-04-17,1037.75
2015-04-20,1043.8
2015-04-21,952.2
2015-04-22,967.8
2015-04-23,942.0
2015-04-24,947.4
2015-04-27,926.4
2015-04-28,924.85
2015-04-29,940.5
2015-04-30,938.85
2015-05-04,947.75
2015-05-05,958.45
2015-05-06,937.15
2015-05-07,927.9
2015-05-08,940.25
2015-05-11,964.4
2015-05-12,949.65
2015-05-13,954.05
2015-05-14,944.4
2015-05-15,946.35
2015-05-18,956.95
2015-05-19,957.05
2015-05-20,965.35
2015-05-21,981.25
2015-05-22,1003.75
2015-05-25,1002.15
2015-05-26,994.85
2015-05-27,975.55
2015-05-28,954.8
2015-05-29,966.1
2015-06-01,877.65
2015-06-02,860.75
2015-06-03,842.4
2015-06-04,831.55
2015-06-05,847.9
2015-06-08,829.55
2015-06-09,810.65
2015-06-10,823.1
2015-06-11,819.55
2015-06-12,813.55
2015-06-15,837.7
2015-06-16,840.1
2015-06-17,843.9
2015-06-18,856.05
2015-06-19,845.95
2015-06-22,856.9
2015-06-23,857.7
2015-06-24,871.1
2015-06-25,866.1
2015-06-26,867.2
2015-06-29,849.55
2015-06-30,874.6
2015-07-01,873.1
2015-07-02,871.1
2015-07-03,871.0
2015-07-06,878.9
2015-07-07,885.35
2015-07-08,871.3
2015-07-09,872.4
2015-07-10,901.55
2015-07-13,915.5
2015-07-14,919.4
2015-07-15,929.75
2015-07-16,941.35
2015-07-17,947.65
2015-07-20,948.0
2015-07-21,805.25
2015-07-22,834.55
2015-07-23,828.85
2015-07-24,836.2
2015-07-27,823.7
2015-07-28,820.15
2015-07-29,829.75
2015-07-30,814.25
2015-07-31,822.4
2015-08-03,830.95
2015-08-04,830.1
2015-08-05,841.9
2015-08-06,845.4
2015-08-07,851.95
2015-08-10,840.7
2015-08-11,841.75
2015-08-12,866.15
2015-08-13,879.05
2015-08-14,897.7
2015-08-17,906.2
2015-08-18,889.75
2015-08-19,927.75
2015-08-20,936.65
2015-08-21,937.9
2015-08-24,891.1
2015-08-25,890.6
2015-08-26,872.9
2015-08-27,902.0
2015-08-28,886.45
2015-08-31,898.95
2015-09-01,901.95
2015-09-02,890.15
2015-09-03,884.95
2015-09-04,857.7
2015-09-07,836.5
2015-09-08,844.6
2015-09-09,839.05
2015-09-10,839.7
2015-09-11,846.05
2015-09-14,857.05
2015-09-15,866.6
2015-09-16,887.2
2015-09-18,905.2
2015-09-21,899.95
2015-09-22,900.6
2015-09-23,896.75
2015-09-24,891.9
2015-09-28,861.0
2015-09-29,848.25
2015-09-30,868.4
2015-10-01,891.0
2015-10-05,897.95
2015-10-06,909.95
2015-10-07,926.2
2015-10-08,915.65
2015-10-09,906.2
2015-10-12,892.0
2015-10-13,881.6
2015-10-14,883.7
2015-10-15,888.0
2015-10-16,889.45
2015-10-19,905.95
2015-10-20,902.55
2015-10-21,889.0
2015-10-23,884.6
2015-10-26,888.8
2015-10-27,908.65
2015-10-28,901.55
2015-10-29,878.9
2015-10-30,889.55
2015-11-02,865.35
2015-11-03,868.55
2015-11-04,852.5
2015-11-05,815.95
2015-11-06,803.4
2015-11-09,756.95
2015-11-10,731.95
2015-11-11,746.6
2015-11-13,740.6
2015-11-16,738.65
2015-11-17,753.35
2015-11-18,753.75
2015-11-19,742.5
2015-11-20,725.85
2015-11-23,717.1
2015-11-24,706.2
2015-11-26,735.9
2015-11-27,739.85
2015-11-30,729.65
2015-12-01,729.25
2015-12-02,731.8
2015-12-03,726.9
2015-12-04,755.4
2015-12-07,777.35
2015-12-08,770.9
2015-12-09,759.15
2015-12-10,756.8
2015-12-11,757.8
2015-12-14,768.6
2015-12-15,773.75
2015-12-16,784.1
2015-12-17,802.25
2015-12-18,790.15
2015-12-21,754.2
2015-12-22,763.7
2015-12-23,790.4
2015-12-24,790.85
2015-12-28,811.6
2015-12-29,811.35
2015-12-30,810.15
2015-12-31,820.15
