Date,ELGIEQUIP
2015-01-01,151.0
2015-01-02,149.2
2015-01-05,149.35
2015-01-06,150.15
2015-01-07,150.05
2015-01-08,153.8
2015-01-09,159.45
2015-01-12,160.2
2015-01-13,160.0
2015-01-14,160.05
2015-01-15,160.1
2015-01-16,159.95
2015-01-19,160.15
2015-01-20,160.1
2015-01-21,160.05
2015-01-22,160.0
2015-01-23,160.05
2015-01-27,161.3
2015-01-28,160.3
2015-01-29,160.35
2015-01-30,160.15
2015-02-02,166.0
2015-02-03,160.8
2015-02-04,159.75
2015-02-05,157.15
2015-02-06,152.0
2015-02-09,149.15
2015-02-10,143.55
2015-02-11,145.05
2015-02-12,148.35
2015-02-13,146.95
2015-02-16,149.9
2015-02-18,149.35
2015-02-19,151.15
2015-02-20,149.15
2015-02-23,151.05
2015-02-24,150.55
2015-02-25,150.75
2015-02-26,150.95
2015-02-27,150.8
2015-02-28,148.45
2015-03-02,148.0
2015-03-03,162.15
2015-03-04,161.35
2015-03-05,156.65
2015-03-09,158.65
2015-03-10,152.5
2015-03-11,153.65
2015-03-12,151.5
2015-03-13,150.2
2015-03-16,146.2
2015-03-17,142.85
2015-03-18,142.95
2015-03-19,145.1
2015-03-20,141.1
2015-03-23,140.75
2015-03-24,142.85
2015-03-25,140.1
2015-03-26,141.5
2015-03-27,145.0
2015-03-30,146.3
2015-03-31,148.4
2015-04-01,150.0
2015-04-06,149.95
2015-04-07,150.45
2015-04-08,151.65
2015-04-09,152.8
2015-04-10,147.3
2015-04-13,149.1
2015-04-15,149.35
2015-04-16,146.95
2015-04-17,141.5
2015-04-20,143.0
2015-04-21,143.75
2015-04-22,142.3
2015-04-23,142.15
2015-04-24,141.0
2015-04-27,134.95
2015-04-28,136.75
2015-04-29,137.75
2015-04-30,139.25
2015-05-04,137.55
2015-05-05,133.65
2015-05-06,132.95
2015-05-07,130.3
2015-05-08,130.65
2015-05-11,130.95
2015-05-12,132.75
2015-05-13,129.6
2015-05-14,128.75
2015-05-15,129.8
2015-05-18,129.05
2015-05-19,127.4
2015-05-20,130.15
2015-05-21,134.05
2015-05-22,134.9
2015-05-25,133.3
2015-05-26,130.85
2015-05-27,132.75
2015-05-28,132.9
2015-05-29,133.0
2015-06-01,130.75
2015-06-02,127.0
2015-06-03,125.0
2015-06-04,127.65
2015-06-05,128.5
2015-06-08,125.7
2015-06-09,126.45
2015-06-10,125.15
2015-06-11,124.95
2015-06-12,125.1
2015-06-15,123.1
2015-06-16,120.55
2015-06-17,125.05
2015-06-18,126.5
2015-06-19,125.15
2015-06-22,127.2
2015-06-23,125.25
2015-06-24,125.3
2015-06-25,125.0
2015-06-26,125.0
2015-06-29,125.05
2015-06-30,125.8
2015-07-01,126.85
2015-07-02,126.95
2015-07-03,126.0
2015-07-06,127.6
2015-07-07,132.15
2015-07-08,128.5
2015-07-09,130.35
2015-07-10,131.3
2015-07-13,130.5
2015-07-14,128.85
2015-07-15,129.15
2015-07-16,130.2
2015-07-17,135.2
2015-07-20,142.2
2015-07-21,140.0
2015-07-22,140.2
2015-07-23,140.35
2015-07-24,136.65
2015-07-27,134.9
2015-07-28,136.45
2015-07-29,138.35
2015-07-30,139.9
2015-07-31,143.85
2015-08-03,146.85
2015-08-04,145.6
2015-08-05,148.45
2015-08-06,149.6
2015-08-07,150.05
2015-08-10,147.6
2015-08-11,146.2
2015-08-12,144.0
2015-08-13,142.0
2015-08-14,148.2
2015-08-17,147.65
2015-08-18,147.65
2015-08-19,145.75
2015-08-20,141.75
2015-08-21,139.0
2015-08-24,130.25
2015-08-25,129.95
2015-08-26,134.1
2015-08-27,138.9
2015-08-28,137.3
2015-08-31,135.15
2015-09-01,130.95
2015-09-02,130.2
2015-09-03,132.0
2015-09-04,133.5
2015-09-07,128.45
2015-09-08,121.9
2015-09-09,121.9
2015-09-10,120.6
2015-09-11,122.6
2015-09-14,122.65
2015-09-15,122.25
2015-09-16,123.75
2015-09-18,125.35
2015-09-21,120.35
2015-09-22,120.05
2015-09-23,121.8
2015-09-24,122.35
2015-09-28,124.95
2015-09-29,123.0
2015-09-30,121.85
2015-10-01,121.4
2015-10-05,121.45
2015-10-06,121.75
2015-10-07,121.5
2015-10-08,136.95
2015-10-09,156.25
2015-10-12,154.1
2015-10-13,151.1
2015-10-14,149.2
2015-10-15,148.05
2015-10-16,142.4
2015-10-19,137.6
2015-10-20,148.75
2015-10-21,150.15
2015-10-23,146.25
2015-10-26,142.45
2015-10-27,143.2
2015-10-28,143.9
2015-10-29,141.6
2015-10-30,138.9
2015-11-02,133.45
2015-11-03,135.5
2015-11-04,135.0
2015-11-05,130.4
2015-11-06,130.55
2015-11-09,132.6
2015-11-10,134.65
2015-11-11,135.35
2015-11-13,134.0
2015-11-16,132.9
2015-11-17,132.6
2015-11-18,131.7
2015-11-19,134.55
2015-11-20,141.05
2015-11-23,145.75
2015-11-24,140.35
2015-11-26,139.6
2015-11-27,137.05
2015-11-30,136.0
2015-12-01,136.8
2015-12-02,134.85
2015-12-03,137.75
2015-12-04,136.95
2015-12-07,134.95
2015-12-08,131.35
2015-12-09,128.25
2015-12-10,128.2
2015-12-11,130.2
2015-12-14,131.2
2015-12-15,133.35
2015-12-16,131.95
2015-12-17,132.35
2015-12-18,129.95
2015-12-21,129.35
2015-12-22,129.95
2015-12-23,129.0
2015-12-24,128.4
2015-12-28,129.45
2015-12-29,128.65
2015-12-30,128.9
2015-12-31,129.7
