Date,SANDESH
2015-01-01,485.9
2015-01-02,486.5
2015-01-05,484.0
2015-01-06,472.4
2015-01-07,481.75
2015-01-08,493.55
2015-01-09,501.85
2015-01-12,499.7
2015-01-13,508.65
2015-01-14,510.5
2015-01-15,510.7
2015-01-16,553.3
2015-01-19,545.4
2015-01-20,532.05
2015-01-21,527.3
2015-01-22,527.65
2015-01-23,532.45
2015-01-27,527.0
2015-01-28,526.05
2015-01-29,534.5
2015-01-30,535.3
2015-02-02,557.2
2015-02-03,550.9
2015-02-04,561.35
2015-02-05,549.75
2015-02-06,545.25
2015-02-09,540.45
2015-02-10,550.65
2015-02-11,547.1
2015-02-12,546.85
2015-02-13,523.75
2015-02-16,532.45
2015-02-18,533.7
2015-02-19,524.25
2015-02-20,529.05
2015-02-23,538.0
2015-02-24,533.25
2015-02-25,529.7
2015-02-26,527.0
2015-02-27,528.4
2015-02-28,518.85
2015-03-02,498.9
2015-03-03,508.4
2015-03-04,504.2
2015-03-05,510.15
2015-03-09,498.15
2015-03-10,507.2
2015-03-11,500.6
2015-03-12,492.3
2015-03-13,494.25
2015-03-16,512.0
2015-03-17,513.5
2015-03-18,508.6
2015-03-19,509.15
2015-03-20,501.8
2015-03-23,499.45
2015-03-24,499.5
2015-03-25,505.0
2015-03-26,501.2
2015-03-27,491.05
2015-03-30,508.35
2015-03-31,501.0
2015-04-01,512.2
2015-04-06,519.95
2015-04-07,517.0
2015-04-08,506.95
2015-04-09,504.25
2015-04-10,528.8
2015-04-13,553.65
2015-04-15,580.8
2015-04-16,572.6
2015-04-17,561.85
2015-04-20,571.55
2015-04-21,573.65
2015-04-22,576.45
2015-04-23,575.85
2015-04-24,559.95
2015-04-27,540.6
2015-04-28,515.85
2015-04-29,540.3
2015-04-30,553.8
2015-05-04,558.55
2015-05-05,554.6
2015-05-06,533.45
2015-05-07,524.75
2015-05-08,535.85
2015-05-11,539.4
2015-05-12,522.0
2015-05-13,526.95
2015-05-14,533.85
2015-05-15,540.3
2015-05-18,535.65
2015-05-19,539.85
2015-05-20,537.9
2015-05-21,538.0
2015-05-22,545.4
2015-05-25,538.85
2015-05-26,530.55
2015-05-27,593.1
2015-05-28,574.4
2015-05-29,556.15
2015-06-01,559.7
2015-06-02,550.35
2015-06-03,543.8
2015-06-04,530.45
2015-06-05,527.05
2015-06-08,527.95
2015-06-09,540.2
2015-06-10,531.8
2015-06-11,521.95
2015-06-12,517.9
2015-06-15,527.6
2015-06-16,525.0
2015-06-17,551.5
2015-06-18,556.75
2015-06-19,552.2
2015-06-22,566.35
2015-06-23,562.85
2015-06-24,549.1
2015-06-25,548.9
2015-06-26,544.2
2015-06-29,537.85
2015-06-30,548.65
2015-07-01,574.05
2015-07-02,561.6
2015-07-03,548.75
2015-07-06,563.65
2015-07-07,548.7
2015-07-08,541.7
2015-07-09,552.5
2015-07-10,562.55
2015-07-13,562.65
2015-07-14,558.95
2015-07-15,560.6
2015-07-16,559.8
2015-07-17,562.9
2015-07-20,561.2
2015-07-21,550.55
2015-07-22,555.95
2015-07-23,566.05
2015-07-24,564.25
2015-07-27,560.95
2015-07-28,575.75
2015-07-29,586.3
2015-07-30,615.65
2015-07-31,640.1
2015-08-03,668.15
2015-08-04,663.9
2015-08-05,673.75
2015-08-06,677.5
2015-08-07,666.6
2015-08-10,677.2
2015-08-11,650.7
2015-08-12,721.05
2015-08-13,717.0
2015-08-14,736.35
2015-08-17,733.15
2015-08-18,759.2
2015-08-19,786.2
2015-08-20,744.05
2015-08-21,744.65
2015-08-24,683.0
2015-08-25,677.85
2015-08-26,633.95
2015-08-27,656.7
2015-08-28,649.8
2015-08-31,677.0
2015-09-01,659.95
2015-09-02,652.8
2015-09-03,697.15
2015-09-04,665.55
2015-09-07,652.9
2015-09-08,651.45
2015-09-09,648.7
2015-09-10,640.05
2015-09-11,644.85
2015-09-14,672.0
2015-09-15,675.65
2015-09-16,649.7
2015-09-18,655.15
2015-09-21,663.75
2015-09-22,644.0
2015-09-23,649.3
2015-09-24,637.4
2015-09-28,646.0
2015-09-29,646.1
2015-09-30,661.4
2015-10-01,649.95
2015-10-05,667.15
2015-10-06,679.15
2015-10-07,669.85
2015-10-08,661.05
2015-10-09,674.45
2015-10-12,673.15
2015-10-13,679.9
2015-10-14,679.35
2015-10-15,708.05
2015-10-16,741.7
2015-10-19,743.2
2015-10-20,746.5
2015-10-21,749.7
2015-10-23,758.3
2015-10-26,736.85
2015-10-27,749.45
2015-10-28,721.55
2015-10-29,740.7
2015-10-30,740.25
2015-11-02,758.5
2015-11-03,755.0
2015-11-04,750.4
2015-11-05,752.15
2015-11-06,739.65
2015-11-09,785.05
2015-11-10,798.65
2015-11-11,817.15
2015-11-13,789.0
2015-11-16,821.7
2015-11-17,809.5
2015-11-18,792.25
2015-11-19,823.35
2015-11-20,853.3
2015-11-23,922.85
2015-11-24,918.75
2015-11-26,889.5
2015-11-27,887.45
2015-11-30,933.6
2015-12-01,957.5
2015-12-02,944.6
2015-12-03,955.8
2015-12-04,930.45
2015-12-07,901.1
2015-12-08,868.7
2015-12-09,835.1
2015-12-10,870.05
2015-12-11,852.35
2015-12-14,842.35
2015-12-15,842.75
2015-12-16,820.85
2015-12-17,850.35
2015-12-18,834.35
2015-12-21,842.2
2015-12-22,826.45
2015-12-23,833.65
2015-12-24,826.35
2015-12-28,837.25
2015-12-29,896.7
2015-12-30,893.9
2015-12-31,878.9
