Date,HINDPETRO
2015-01-01,550.55
2015-01-02,546.25
2015-01-05,561.7
2015-01-06,556.15
2015-01-07,568.6
2015-01-08,598.05
2015-01-09,589.1
2015-01-12,585.0
2015-01-13,588.1
2015-01-14,573.2
2015-01-15,580.0
2015-01-16,572.15
2015-01-19,559.55
2015-01-20,565.05
2015-01-21,567.3
2015-01-22,559.4
2015-01-23,577.6
2015-01-27,572.6
2015-01-28,597.2
2015-01-29,636.6
2015-01-30,657.95
2015-02-02,628.8
2015-02-03,599.5
2015-02-04,602.25
2015-02-05,605.3
2015-02-06,583.6
2015-02-09,574.75
2015-02-10,583.25
2015-02-11,598.2
2015-02-12,597.45
2015-02-13,626.0
2015-02-16,597.1
2015-02-18,589.6
2015-02-19,594.9
2015-02-20,601.5
2015-02-23,595.65
2015-02-24,607.4
2015-02-25,614.25
2015-02-26,594.85
2015-02-27,605.85
2015-02-28,620.55
2015-03-02,654.45
2015-03-03,656.1
2015-03-04,637.75
2015-03-05,643.05
2015-03-09,633.25
2015-03-10,636.05
2015-03-11,619.25
2015-03-12,624.15
2015-03-13,622.9
2015-03-16,627.5
2015-03-17,633.2
2015-03-18,653.45
2015-03-19,645.5
2015-03-20,628.05
2015-03-23,623.3
2015-03-24,632.6
2015-03-25,629.15
2015-03-26,615.35
2015-03-27,619.6
2015-03-30,627.35
2015-03-31,649.8
2015-04-01,653.4
2015-04-06,655.05
2015-04-07,643.5
2015-04-08,672.75
2015-04-09,666.3
2015-04-10,662.75
2015-04-13,654.4
2015-04-15,647.8
2015-04-16,633.55
2015-04-17,636.2
2015-04-20,635.1
2015-04-21,629.5
2015-04-22,647.65
2015-04-23,645.25
2015-04-24,624.8
2015-04-27,595.15
2015-04-28,621.0
2015-04-29,618.5
2015-04-30,625.15
2015-05-04,630.0
2015-05-05,628.75
2015-05-06,594.1
2015-05-07,565.2
2015-05-08,591.5
2015-05-11,605.5
2015-05-12,586.35
2015-05-13,584.15
2015-05-14,599.05
2015-05-15,603.75
2015-05-18,628.3
2015-05-19,628.65
2015-05-20,630.1
2015-05-21,615.6
2015-05-22,613.05
2015-05-25,621.4
2015-05-26,615.85
2015-05-27,630.0
2015-05-28,635.85
2015-05-29,674.85
2015-06-01,694.55
2015-06-02,680.95
2015-06-03,674.7
2015-06-04,678.65
2015-06-05,682.95
2015-06-08,670.15
2015-06-09,697.7
2015-06-10,698.35
2015-06-11,691.05
2015-06-12,689.05
2015-06-15,692.65
2015-06-16,702.95
2015-06-17,693.9
2015-06-18,714.55
2015-06-19,733.05
2015-06-22,734.75
2015-06-23,737.4
2015-06-24,725.85
2015-06-25,726.85
2015-06-26,731.05
2015-06-29,729.1
2015-06-30,729.15
2015-07-01,738.55
2015-07-02,780.65
2015-07-03,771.9
2015-07-06,800.0
2015-07-07,824.5
2015-07-08,823.15
2015-07-09,805.05
2015-07-10,804.25
2015-07-13,820.9
2015-07-14,848.8
2015-07-15,849.0
2015-07-16,868.85
2015-07-17,868.6
2015-07-20,878.15
2015-07-21,872.35
2015-07-22,901.8
2015-07-23,904.35
2015-07-24,913.3
2015-07-27,920.45
2015-07-28,935.3
2015-07-29,930.55
2015-07-30,938.95
2015-07-31,921.65
2015-08-03,909.15
2015-08-04,915.0
2015-08-05,907.55
2015-08-06,908.7
2015-08-07,970.45
2015-08-10,963.8
2015-08-11,954.0
2015-08-12,882.05
2015-08-13,878.35
2015-08-14,874.85
2015-08-17,865.85
2015-08-18,888.1
2015-08-19,877.45
2015-08-20,868.95
2015-08-21,860.4
2015-08-24,772.1
2015-08-25,821.3
2015-08-26,808.05
2015-08-27,831.3
2015-08-28,829.1
2015-08-31,843.5
2015-09-01,814.85
2015-09-02,789.35
2015-09-03,798.95
2015-09-04,783.25
2015-09-07,769.35
2015-09-08,764.1
2015-09-09,784.6
2015-09-10,789.7
2015-09-11,788.4
2015-09-14,806.8
2015-09-15,806.8
2015-09-16,775.75
2015-09-18,759.8
2015-09-21,767.05
2015-09-22,766.6
2015-09-23,788.85
2015-09-24,776.4
2015-09-28,776.95
2015-09-29,765.55
2015-09-30,773.95
2015-10-01,776.45
2015-10-05,783.4
2015-10-06,806.9
2015-10-07,791.0
2015-10-08,789.45
2015-10-09,768.75
2015-10-12,763.45
2015-10-13,770.85
2015-10-14,763.95
2015-10-15,785.4
2015-10-16,804.65
2015-10-19,815.8
2015-10-20,823.3
2015-10-21,801.75
2015-10-23,797.55
2015-10-26,773.95
2015-10-27,778.65
2015-10-28,766.8
2015-10-29,757.0
2015-10-30,768.45
2015-11-02,783.25
2015-11-03,785.0
2015-11-04,791.2
2015-11-05,787.35
2015-11-06,788.75
2015-11-09,795.2
2015-11-10,734.0
2015-11-11,743.55
2015-11-13,763.95
2015-11-16,777.8
2015-11-17,771.15
2015-11-18,767.0
2015-11-19,792.35
2015-11-20,800.7
2015-11-23,798.1
2015-11-24,810.15
2015-11-26,803.7
2015-11-27,812.25
2015-11-30,840.1
2015-12-01,847.25
2015-12-02,843.95
2015-12-03,834.65
2015-12-04,821.25
2015-12-07,839.3
2015-12-08,834.35
2015-12-09,809.4
2015-12-10,829.35
2015-12-11,825.75
2015-12-14,816.3
2015-12-15,811.45
2015-12-16,828.6
2015-12-17,830.25
2015-12-18,830.7
2015-12-21,832.4
2015-12-22,832.0
2015-12-23,844.0
2015-12-24,845.65
2015-12-28,842.95
2015-12-29,843.4
2015-12-30,834.4
2015-12-31,836.2
