Date,SRIPIPES
2015-01-01,72.9
2015-01-02,76.9
2015-01-05,79.6
2015-01-06,77.1
2015-01-07,77.5
2015-01-08,81.15
2015-01-09,82.2
2015-01-12,82.35
2015-01-13,81.8
2015-01-14,89.45
2015-01-15,85.65
2015-01-16,83.95
2015-01-19,84.75
2015-01-20,84.1
2015-01-21,83.8
2015-01-22,83.45
2015-01-23,82.45
2015-01-27,88.8
2015-01-28,86.65
2015-01-29,91.5
2015-01-30,89.7
2015-02-02,107.6
2015-02-03,113.15
2015-02-04,107.05
2015-02-05,107.85
2015-02-06,102.8
2015-02-09,102.35
2015-02-10,107.85
2015-02-11,115.45
2015-02-12,116.15
2015-02-13,114.0
2015-02-16,113.25
2015-02-18,112.9
2015-02-19,118.35
2015-02-20,125.35
2015-02-23,127.65
2015-02-24,125.7
2015-02-25,132.7
2015-02-26,129.55
2015-02-27,132.7
2015-02-28,130.9
2015-03-02,143.1
2015-03-03,144.05
2015-03-04,157.15
2015-03-05,163.95
2015-03-09,169.4
2015-03-10,168.5
2015-03-11,161.5
2015-03-12,163.1
2015-03-13,157.6
2015-03-16,130.3
2015-03-17,132.55
2015-03-18,135.35
2015-03-19,131.6
2015-03-20,123.25
2015-03-23,118.3
2015-03-24,125.95
2015-03-25,130.85
2015-03-26,129.1
2015-03-27,132.85
2015-03-30,143.2
2015-03-31,146.15
2015-04-01,152.55
2015-04-06,155.95
2015-04-07,148.3
2015-04-08,145.45
2015-04-09,144.0
2015-04-10,145.3
2015-04-13,153.0
2015-04-15,160.35
2015-04-16,155.75
2015-04-17,156.55
2015-04-20,149.95
2015-04-21,149.2
2015-04-22,152.05
2015-04-23,150.2
2015-04-24,141.2
2015-04-27,137.45
2015-04-28,147.0
2015-04-29,155.85
2015-04-30,158.7
2015-05-04,178.65
2015-05-05,172.6
2015-05-06,171.0
2015-05-07,170.3
2015-05-08,170.85
2015-05-11,170.85
2015-05-12,163.95
2015-05-13,167.5
2015-05-14,166.75
2015-05-15,170.25
2015-05-18,170.55
2015-05-19,171.65
2015-05-20,168.45
2015-05-21,169.55
2015-05-22,166.4
2015-05-25,163.95
2015-05-26,165.15
2015-05-27,166.2
2015-05-28,166.3
2015-05-29,164.6
2015-06-01,184.05
2015-06-02,187.3
2015-06-03,180.35
2015-06-04,177.3
2015-06-05,181.4
2015-06-08,177.75
2015-06-09,171.35
2015-06-10,175.3
2015-06-11,167.95
2015-06-12,163.65
2015-06-15,168.7
2015-06-16,171.5
2015-06-17,174.55
2015-06-18,176.15
2015-06-19,174.55
2015-06-22,176.3
2015-06-23,176.0
2015-06-24,197.7
2015-06-25,191.15
2015-06-26,197.8
2015-06-29,191.15
2015-06-30,197.35
2015-07-01,201.85
2015-07-02,207.15
2015-07-03,205.85
2015-07-06,211.45
2015-07-07,216.85
2015-07-08,208.8
2015-07-09,202.55
2015-07-10,204.5
2015-07-13,209.05
2015-07-14,215.8
2015-07-15,216.0
2015-07-16,223.15
2015-07-17,219.8
2015-07-20,222.15
2015-07-21,215.9
2015-07-22,221.9
2015-07-23,232.65
2015-07-24,230.65
2015-07-27,272.65
2015-07-28,261.75
2015-07-29,270.35
2015-07-30,263.75
2015-07-31,310.95
2015-08-03,329.05
2015-08-04,317.95
2015-08-05,340.4
2015-08-06,319.45
2015-08-07,325.3
2015-08-10,312.45
2015-08-11,304.25
2015-08-12,304.35
2015-08-13,299.9
2015-08-14,310.15
2015-08-17,315.25
2015-08-18,319.25
2015-08-19,318.3
2015-08-20,306.25
2015-08-21,302.85
2015-08-24,246.6
2015-08-25,261.7
2015-08-26,253.25
2015-08-27,268.55
2015-08-28,271.2
2015-08-31,268.3
2015-09-01,263.6
2015-09-02,259.4
2015-09-03,264.55
2015-09-04,248.75
2015-09-07,231.3
2015-09-08,223.4
2015-09-09,226.05
2015-09-10,210.65
2015-09-11,243.9
2015-09-14,248.5
2015-09-15,260.25
2015-09-16,259.65
2015-09-18,269.2
2015-09-21,273.45
2015-09-22,274.75
2015-09-23,279.4
2015-09-24,279.2
2015-09-28,271.35
2015-09-29,272.15
2015-09-30,287.95
2015-10-01,293.25
2015-10-05,291.75
2015-10-06,289.25
2015-10-07,281.2
2015-10-08,280.15
2015-10-09,280.5
2015-10-12,270.55
2015-10-13,278.3
2015-10-14,281.95
2015-10-15,277.6
2015-10-16,276.1
2015-10-19,309.7
2015-10-20,308.55
2015-10-21,318.15
2015-10-23,313.1
2015-10-26,316.3
2015-10-27,321.95
2015-10-28,328.05
2015-10-29,330.8
2015-10-30,298.45
2015-11-02,307.9
2015-11-03,301.25
2015-11-04,297.1
2015-11-05,276.65
2015-11-06,273.2
2015-11-09,281.3
2015-11-10,269.0
2015-11-11,275.1
2015-11-13,280.8
2015-11-16,275.6
2015-11-17,273.7
2015-11-18,267.75
2015-11-19,269.9
2015-11-20,281.75
2015-11-23,284.2
2015-11-24,286.75
2015-11-26,286.35
2015-11-27,283.9
2015-11-30,286.75
2015-12-01,284.45
2015-12-02,281.55
2015-12-03,275.15
2015-12-04,276.9
2015-12-07,278.7
2015-12-08,272.55
2015-12-09,261.9
2015-12-10,261.15
2015-12-11,251.15
2015-12-14,242.4
2015-12-15,229.6
2015-12-16,239.3
2015-12-17,257.45
2015-12-18,248.7
2015-12-21,252.15
2015-12-22,253.0
2015-12-23,253.0
2015-12-24,253.45
2015-12-28,267.75
2015-12-29,264.15
2015-12-30,264.75
2015-12-31,264.65
