Date,ASIANTILES
2015-01-01,143.4
2015-01-02,148.95
2015-01-05,149.8
2015-01-06,144.3
2015-01-07,144.85
2015-01-08,151.5
2015-01-09,150.15
2015-01-12,152.65
2015-01-13,149.45
2015-01-14,149.5
2015-01-15,150.3
2015-01-16,150.45
2015-01-19,161.4
2015-01-20,154.9
2015-01-21,152.65
2015-01-22,156.3
2015-01-23,152.9
2015-01-27,150.25
2015-01-28,144.85
2015-01-29,145.85
2015-01-30,145.6
2015-02-02,145.5
2015-02-03,145.3
2015-02-04,142.75
2015-02-05,134.65
2015-02-06,130.25
2015-02-09,128.55
2015-02-10,120.55
2015-02-11,120.5
2015-02-12,121.15
2015-02-13,126.55
2015-02-16,121.4
2015-02-18,123.45
2015-02-19,113.4
2015-02-20,110.3
2015-02-23,112.65
2015-02-24,111.85
2015-02-25,115.6
2015-02-26,113.85
2015-02-27,115.6
2015-02-28,115.8
2015-03-02,119.55
2015-03-03,129.7
2015-03-04,122.3
2015-03-05,120.3
2015-03-09,116.75
2015-03-10,118.0
2015-03-11,119.8
2015-03-12,120.55
2015-03-13,118.5
2015-03-16,115.75
2015-03-17,116.3
2015-03-18,117.8
2015-03-19,115.7
2015-03-20,115.45
2015-03-23,114.9
2015-03-24,115.9
2015-03-25,115.85
2015-03-26,117.5
2015-03-27,114.65
2015-03-30,120.75
2015-03-31,120.7
2015-04-01,123.05
2015-04-06,122.9
2015-04-07,125.7
2015-04-08,131.9
2015-04-09,142.35
2015-04-10,140.8
2015-04-13,157.55
2015-04-15,154.35
2015-04-16,153.85
2015-04-17,150.9
2015-04-20,143.75
2015-04-21,141.1
2015-04-22,140.2
2015-04-23,139.6
2015-04-24,132.5
2015-04-27,130.3
2015-04-28,131.3
2015-04-29,130.25
2015-04-30,136.55
2015-05-04,135.35
2015-05-05,134.45
2015-05-06,131.6
2015-05-07,126.0
2015-05-08,128.25
2015-05-11,131.85
2015-05-12,126.55
2015-05-13,128.85
2015-05-14,127.6
2015-05-15,128.2
2015-05-18,133.8
2015-05-19,132.75
2015-05-20,133.35
2015-05-21,133.15
2015-05-22,129.35
2015-05-25,126.5
2015-05-26,122.25
2015-05-27,126.85
2015-05-28,121.7
2015-05-29,121.1
2015-06-01,113.65
2015-06-02,114.75
2015-06-03,112.2
2015-06-04,114.3
2015-06-05,112.65
2015-06-08,109.6
2015-06-09,105.2
2015-06-10,111.55
2015-06-11,105.85
2015-06-12,110.0
2015-06-15,101.7
2015-06-16,100.4
2015-06-17,101.5
2015-06-18,105.5
2015-06-19,102.3
2015-06-22,101.55
2015-06-23,102.8
2015-06-24,103.2
2015-06-25,101.35
2015-06-26,101.2
2015-06-29,99.5
2015-06-30,101.4
2015-07-01,102.6
2015-07-02,105.75
2015-07-03,106.85
2015-07-06,109.05
2015-07-07,109.2
2015-07-08,106.4
2015-07-09,100.2
2015-07-10,99.85
2015-07-13,101.95
2015-07-14,101.6
2015-07-15,109.15
2015-07-16,111.4
2015-07-17,111.2
2015-07-20,108.65
2015-07-21,106.45
2015-07-22,108.75
2015-07-23,109.55
2015-07-24,109.1
2015-07-27,107.9
2015-07-28,107.85
2015-07-29,106.85
2015-07-30,110.45
2015-07-31,107.65
2015-08-03,114.25
2015-08-04,113.8
2015-08-05,108.95
2015-08-06,108.75
2015-08-07,108.9
2015-08-10,116.4
2015-08-11,112.4
2015-08-12,108.1
2015-08-13,106.9
2015-08-14,102.2
2015-08-17,106.4
2015-08-18,109.7
2015-08-19,112.75
2015-08-20,111.75
2015-08-21,110.1
2015-08-24,94.25
2015-08-25,92.6
2015-08-26,93.45
2015-08-27,95.5
2015-08-28,96.05
2015-08-31,93.7
2015-09-01,92.85
2015-09-02,91.3
2015-09-03,95.6
2015-09-04,93.65
2015-09-07,89.15
2015-09-08,87.15
2015-09-09,96.9
2015-09-10,100.1
2015-09-11,100.35
2015-09-14,103.5
2015-09-15,105.75
2015-09-16,109.5
2015-09-18,115.45
2015-09-21,116.65
2015-09-22,117.65
2015-09-23,122.35
2015-09-24,119.4
2015-09-28,120.85
2015-09-29,119.1
2015-09-30,126.9
2015-10-01,129.45
2015-10-05,129.4
2015-10-06,128.9
2015-10-07,127.75
2015-10-08,124.9
2015-10-09,124.55
2015-10-12,125.8
2015-10-13,129.85
2015-10-14,144.45
2015-10-15,151.3
2015-10-16,145.8
2015-10-19,151.1
2015-10-20,179.05
2015-10-21,167.0
2015-10-23,168.7
2015-10-26,162.45
2015-10-27,172.1
2015-10-28,172.3
2015-10-29,173.2
2015-10-30,163.55
2015-11-02,164.6
2015-11-03,172.3
2015-11-04,169.7
2015-11-05,165.5
2015-11-06,162.85
2015-11-09,170.5
2015-11-10,167.9
2015-11-11,168.05
2015-11-13,166.1
2015-11-16,167.05
2015-11-17,166.65
2015-11-18,167.35
2015-11-19,184.7
2015-11-20,185.95
2015-11-23,182.95
2015-11-24,182.95
2015-11-26,189.05
2015-11-27,172.35
2015-11-30,171.05
2015-12-01,169.0
2015-12-02,167.7
2015-12-03,163.85
2015-12-04,162.2
2015-12-07,160.9
2015-12-08,167.35
2015-12-09,160.95
2015-12-10,159.2
2015-12-11,157.65
2015-12-14,161.7
2015-12-15,164.75
2015-12-16,164.55
2015-12-17,170.45
2015-12-18,169.1
2015-12-21,170.8
2015-12-22,168.05
2015-12-23,169.75
2015-12-24,175.15
2015-12-28,182.15
2015-12-29,177.7
2015-12-30,181.05
2015-12-31,179.3
