Date,UNITECH
2015-01-01,16.85
2015-01-02,17.4
2015-01-05,18.1
2015-01-06,17.1
2015-01-07,16.7
2015-01-08,17.25
2015-01-09,16.9
2015-01-12,16.95
2015-01-13,16.1
2015-01-14,15.6
2015-01-15,16.85
2015-01-16,17.0
2015-01-19,16.9
2015-01-20,16.85
2015-01-21,16.6
2015-01-22,16.75
2015-01-23,16.95
2015-01-27,16.8
2015-01-28,16.65
2015-01-29,17.85
2015-01-30,18.65
2015-02-02,19.3
2015-02-03,18.75
2015-02-04,19.25
2015-02-05,17.5
2015-02-06,16.85
2015-02-09,15.75
2015-02-10,15.6
2015-02-11,16.3
2015-02-12,16.65
2015-02-13,16.7
2015-02-16,18.5
2015-02-18,18.2
2015-02-19,18.15
2015-02-20,18.4
2015-02-23,17.65
2015-02-24,18.25
2015-02-25,18.05
2015-02-26,18.5
2015-02-27,21.65
2015-02-28,20.65
2015-03-02,20.2
2015-03-03,20.0
2015-03-04,19.65
2015-03-05,19.15
2015-03-09,18.75
2015-03-10,18.6
2015-03-11,19.8
2015-03-12,20.8
2015-03-13,19.45
2015-03-16,19.2
2015-03-17,19.65
2015-03-18,19.95
2015-03-19,19.3
2015-03-20,17.85
2015-03-23,17.35
2015-03-24,16.85
2015-03-25,15.7
2015-03-26,16.0
2015-03-27,16.35
2015-03-30,16.35
2015-03-31,16.15
2015-04-01,16.2
2015-04-06,17.55
2015-04-07,17.1
2015-04-08,17.65
2015-04-09,17.5
2015-04-10,17.6
2015-04-13,17.8
2015-04-15,17.5
2015-04-16,17.1
2015-04-17,16.85
2015-04-20,16.45
2015-04-21,16.4
2015-04-22,16.45
2015-04-23,16.35
2015-04-24,15.7
2015-04-27,14.9
2015-04-28,15.2
2015-04-29,15.1
2015-04-30,15.4
2015-05-04,15.55
2015-05-05,15.55
2015-05-06,14.2
2015-05-07,13.55
2015-05-08,14.4
2015-05-11,14.4
2015-05-12,14.0
2015-05-13,14.15
2015-05-14,14.3
2015-05-15,14.05
2015-05-18,14.2
2015-05-19,14.35
2015-05-20,14.1
2015-05-21,14.3
2015-05-22,14.1
2015-05-25,14.25
2015-05-26,14.15
2015-05-27,14.05
2015-05-28,14.0
2015-05-29,14.3
2015-06-01,13.95
2015-06-02,13.45
2015-06-03,8.65
2015-06-04,9.5
2015-06-05,8.95
2015-06-08,8.55
2015-06-09,7.9
2015-06-10,7.8
2015-06-11,7.15
2015-06-12,7.55
2015-06-15,7.65
2015-06-16,7.5
2015-06-17,7.65
2015-06-18,7.45
2015-06-19,7.6
2015-06-22,8.15
2015-06-23,8.05
2015-06-24,8.0
2015-06-25,8.1
2015-06-26,8.05
2015-06-29,7.95
2015-06-30,7.95
2015-07-01,8.15
2015-07-02,7.95
2015-07-03,7.9
2015-07-06,7.9
2015-07-07,8.0
2015-07-08,7.75
2015-07-09,7.75
2015-07-10,7.65
2015-07-13,7.8
2015-07-14,7.8
2015-07-15,7.85
2015-07-16,7.85
2015-07-17,7.7
2015-07-20,7.6
2015-07-21,7.0
2015-07-22,7.15
2015-07-23,7.0
2015-07-24,6.85
2015-07-27,6.65
2015-07-28,6.5
2015-07-29,6.25
2015-07-30,7.4
2015-07-31,7.6
2015-08-03,7.7
2015-08-04,7.45
2015-08-05,7.85
2015-08-06,7.85
2015-08-07,7.8
2015-08-10,7.95
2015-08-11,7.7
2015-08-12,7.2
2015-08-13,7.0
2015-08-14,7.35
2015-08-17,7.0
2015-08-18,7.1
2015-08-19,7.15
2015-08-20,6.85
2015-08-21,6.85
2015-08-24,6.0
2015-08-25,5.95
2015-08-26,5.95
2015-08-27,6.2
2015-08-28,6.05
2015-08-31,6.05
2015-09-01,5.8
2015-09-02,5.95
2015-09-03,6.1
2015-09-04,5.8
2015-09-07,5.7
2015-09-08,5.9
2015-09-09,6.0
2015-09-10,5.95
2015-09-11,5.95
2015-09-14,6.05
2015-09-15,6.0
2015-09-16,5.95
2015-09-18,6.1
2015-09-21,6.3
2015-09-22,5.95
2015-09-23,6.1
2015-09-24,6.0
2015-09-28,6.1
2015-09-29,6.2
2015-09-30,6.15
2015-10-01,6.1
2015-10-05,6.25
2015-10-06,6.25
2015-10-07,7.25
2015-10-08,7.15
2015-10-09,7.15
2015-10-12,7.45
2015-10-13,7.55
2015-10-14,7.65
2015-10-15,7.85
2015-10-16,7.65
2015-10-19,8.05
2015-10-20,7.95
2015-10-21,7.85
2015-10-23,7.7
2015-10-26,7.55
2015-10-27,7.7
2015-10-28,7.6
2015-10-29,7.65
2015-10-30,7.6
2015-11-02,7.45
2015-11-03,7.45
2015-11-04,7.3
2015-11-05,6.85
2015-11-06,6.9
2015-11-09,7.05
2015-11-10,6.65
2015-11-11,6.95
2015-11-13,6.75
2015-11-16,6.85
2015-11-17,6.9
2015-11-18,6.95
2015-11-19,7.05
2015-11-20,7.1
2015-11-23,7.1
2015-11-24,7.1
2015-11-26,7.1
2015-11-27,6.95
2015-11-30,7.1
2015-12-01,7.25
2015-12-02,7.2
2015-12-03,7.15
2015-12-04,7.05
2015-12-07,7.0
2015-12-08,6.6
2015-12-09,6.45
2015-12-10,6.65
2015-12-11,6.3
2015-12-14,6.3
2015-12-15,6.4
2015-12-16,6.45
2015-12-17,6.55
2015-12-18,6.6
2015-12-21,6.75
2015-12-22,6.75
2015-12-23,6.8
2015-12-24,6.75
2015-12-28,6.8
2015-12-29,6.65
2015-12-30,6.7
2015-12-31,6.65
