Date,ZICOM
2015-01-01,188.35
2015-01-02,187.45
2015-01-05,182.0
2015-01-06,174.15
2015-01-07,173.95
2015-01-08,182.65
2015-01-09,180.0
2015-01-12,179.55
2015-01-13,178.15
2015-01-14,173.65
2015-01-15,176.9
2015-01-16,176.05
2015-01-19,176.0
2015-01-20,181.65
2015-01-21,179.75
2015-01-22,188.65
2015-01-23,183.9
2015-01-27,184.7
2015-01-28,182.05
2015-01-29,181.4
2015-01-30,179.35
2015-02-02,177.45
2015-02-03,177.15
2015-02-04,175.2
2015-02-05,179.05
2015-02-06,178.75
2015-02-09,179.4
2015-02-10,166.95
2015-02-11,170.2
2015-02-12,172.75
2015-02-13,174.55
2015-02-16,172.35
2015-02-18,182.4
2015-02-19,183.5
2015-02-20,178.35
2015-02-23,173.45
2015-02-24,170.25
2015-02-25,170.45
2015-02-26,179.2
2015-02-27,181.45
2015-02-28,175.3
2015-03-02,173.3
2015-03-03,182.6
2015-03-04,174.3
2015-03-05,175.55
2015-03-09,170.95
2015-03-10,172.1
2015-03-11,169.85
2015-03-12,170.9
2015-03-13,167.5
2015-03-16,165.75
2015-03-17,167.85
2015-03-18,162.4
2015-03-19,161.65
2015-03-20,166.45
2015-03-23,162.35
2015-03-24,157.25
2015-03-25,156.5
2015-03-26,151.85
2015-03-27,149.75
2015-03-30,157.65
2015-03-31,158.2
2015-04-01,161.1
2015-04-06,162.95
2015-04-07,169.5
2015-04-08,171.4
2015-04-09,167.65
2015-04-10,167.65
2015-04-13,170.95
2015-04-15,167.15
2015-04-16,163.55
2015-04-17,159.05
2015-04-20,156.5
2015-04-21,153.2
2015-04-22,155.55
2015-04-23,154.1
2015-04-24,154.65
2015-04-27,146.0
2015-04-28,146.9
2015-04-29,147.85
2015-04-30,146.85
2015-05-04,148.85
2015-05-05,147.35
2015-05-06,142.1
2015-05-07,131.55
2015-05-08,137.45
2015-05-11,140.65
2015-05-12,137.0
2015-05-13,138.4
2015-05-14,139.0
2015-05-15,141.05
2015-05-18,143.9
2015-05-19,143.95
2015-05-20,142.75
2015-05-21,142.9
2015-05-22,145.3
2015-05-25,145.3
2015-05-26,151.2
2015-05-27,149.4
2015-05-28,156.9
2015-05-29,155.05
2015-06-01,156.85
2015-06-02,152.4
2015-06-03,144.7
2015-06-04,146.65
2015-06-05,146.8
2015-06-08,143.85
2015-06-09,140.8
2015-06-10,144.1
2015-06-11,138.45
2015-06-12,140.15
2015-06-15,143.65
2015-06-16,139.6
2015-06-17,142.15
2015-06-18,141.9
2015-06-19,139.55
2015-06-22,149.5
2015-06-23,154.55
2015-06-24,150.35
2015-06-25,150.75
2015-06-26,148.75
2015-06-29,148.15
2015-06-30,166.3
2015-07-01,167.4
2015-07-02,165.9
2015-07-03,161.15
2015-07-06,162.95
2015-07-07,158.9
2015-07-08,158.4
2015-07-09,156.25
2015-07-10,157.7
2015-07-13,162.85
2015-07-14,163.5
2015-07-15,165.2
2015-07-16,164.7
2015-07-17,162.25
2015-07-20,162.35
2015-07-21,159.65
2015-07-22,160.65
2015-07-23,159.9
2015-07-24,171.6
2015-07-27,174.9
2015-07-28,173.05
2015-07-29,176.5
2015-07-30,178.45
2015-07-31,176.4
2015-08-03,172.8
2015-08-04,177.15
2015-08-05,174.9
2015-08-06,168.8
2015-08-07,167.75
2015-08-10,168.8
2015-08-11,163.2
2015-08-12,149.8
2015-08-13,151.25
2015-08-14,150.35
2015-08-17,152.65
2015-08-18,155.0
2015-08-19,157.1
2015-08-20,159.9
2015-08-21,152.55
2015-08-24,130.2
2015-08-25,125.65
2015-08-26,126.65
2015-08-27,136.1
2015-08-28,133.8
2015-08-31,138.5
2015-09-01,132.2
2015-09-02,130.6
2015-09-03,138.15
2015-09-04,130.4
2015-09-07,124.05
2015-09-08,123.65
2015-09-09,125.9
2015-09-10,123.75
2015-09-11,122.8
2015-09-14,123.6
2015-09-15,121.3
2015-09-16,118.7
2015-09-18,122.35
2015-09-21,123.1
2015-09-22,123.6
2015-09-23,122.5
2015-09-24,122.25
2015-09-28,122.05
2015-09-29,122.05
2015-09-30,123.55
2015-10-01,120.45
2015-10-05,123.2
2015-10-06,122.55
2015-10-07,129.0
2015-10-08,129.7
2015-10-09,132.45
2015-10-12,133.05
2015-10-13,136.1
2015-10-14,137.95
2015-10-15,136.8
2015-10-16,136.35
2015-10-19,134.15
2015-10-20,136.0
2015-10-21,134.15
2015-10-23,132.85
2015-10-26,133.45
2015-10-27,133.25
2015-10-28,128.6
2015-10-29,127.3
2015-10-30,129.3
2015-11-02,127.5
2015-11-03,128.35
2015-11-04,125.45
2015-11-05,126.6
2015-11-06,133.65
2015-11-09,131.95
2015-11-10,131.95
2015-11-11,133.95
2015-11-13,132.7
2015-11-16,129.0
2015-11-17,130.25
2015-11-18,128.3
2015-11-19,125.6
2015-11-20,128.2
2015-11-23,129.7
2015-11-24,129.4
2015-11-26,129.65
2015-11-27,128.15
2015-11-30,131.2
2015-12-01,131.15
2015-12-02,129.15
2015-12-03,128.95
2015-12-04,127.1
2015-12-07,133.35
2015-12-08,133.6
2015-12-09,127.85
2015-12-10,129.05
2015-12-11,128.55
2015-12-14,129.25
2015-12-15,129.25
2015-12-16,131.4
2015-12-17,134.25
2015-12-18,132.1
2015-12-21,139.1
2015-12-22,136.0
2015-12-23,135.35
2015-12-24,132.6
2015-12-28,130.9
2015-12-29,128.9
2015-12-30,130.25
2015-12-31,132.6
