Date,VOLTAMP
2015-01-01,756.15
2015-01-02,745.7
2015-01-05,734.15
2015-01-06,705.1
2015-01-07,698.0
2015-01-08,759.25
2015-01-09,724.1
2015-01-12,739.5
2015-01-13,729.5
2015-01-14,745.1
2015-01-15,742.15
2015-01-16,731.2
2015-01-19,732.45
2015-01-20,728.65
2015-01-21,715.45
2015-01-22,732.8
2015-01-23,732.35
2015-01-27,722.1
2015-01-28,725.7
2015-01-29,722.05
2015-01-30,712.55
2015-02-02,714.2
2015-02-03,713.25
2015-02-04,712.4
2015-02-05,704.25
2015-02-06,685.45
2015-02-09,671.55
2015-02-10,683.9
2015-02-11,687.1
2015-02-12,710.1
2015-02-13,711.3
2015-02-16,717.95
2015-02-18,722.3
2015-02-19,727.3
2015-02-20,741.15
2015-02-23,720.2
2015-02-24,707.9
2015-02-25,702.5
2015-02-26,692.45
2015-02-27,693.95
2015-02-28,689.65
2015-03-02,690.3
2015-03-03,706.15
2015-03-04,699.75
2015-03-05,693.1
2015-03-09,683.4
2015-03-10,680.2
2015-03-11,672.35
2015-03-12,681.7
2015-03-13,671.25
2015-03-16,659.9
2015-03-17,666.0
2015-03-18,685.1
2015-03-19,681.65
2015-03-20,666.0
2015-03-23,654.4
2015-03-24,633.3
2015-03-25,625.65
2015-03-26,616.1
2015-03-27,620.0
2015-03-30,633.05
2015-03-31,639.65
2015-04-01,649.85
2015-04-06,682.45
2015-04-07,682.8
2015-04-08,694.35
2015-04-09,696.15
2015-04-10,678.15
2015-04-13,683.55
2015-04-15,706.9
2015-04-16,700.05
2015-04-17,692.75
2015-04-20,680.0
2015-04-21,676.1
2015-04-22,679.95
2015-04-23,680.0
2015-04-24,670.15
2015-04-27,670.55
2015-04-28,670.35
2015-04-29,669.9
2015-04-30,675.5
2015-05-04,682.2
2015-05-05,687.95
2015-05-06,666.05
2015-05-07,657.95
2015-05-08,665.35
2015-05-11,664.05
2015-05-12,670.55
2015-05-13,670.65
2015-05-14,682.6
2015-05-15,676.85
2015-05-18,687.15
2015-05-19,699.2
2015-05-20,743.15
2015-05-21,713.05
2015-05-22,696.35
2015-05-25,685.15
2015-05-26,687.4
2015-05-27,707.35
2015-05-28,694.15
2015-05-29,689.45
2015-06-01,690.95
2015-06-02,675.15
2015-06-03,637.85
2015-06-04,649.9
2015-06-05,639.9
2015-06-08,632.2
2015-06-09,627.0
2015-06-10,632.45
2015-06-11,624.25
2015-06-12,620.8
2015-06-15,615.0
2015-06-16,611.8
2015-06-17,623.85
2015-06-18,643.65
2015-06-19,662.6
2015-06-22,693.85
2015-06-23,722.25
2015-06-24,700.2
2015-06-25,697.6
2015-06-26,689.1
2015-06-29,705.15
2015-06-30,738.55
2015-07-01,715.25
2015-07-02,710.05
2015-07-03,719.6
2015-07-06,713.65
2015-07-07,715.65
2015-07-08,717.8
2015-07-09,739.3
2015-07-10,753.95
2015-07-13,746.05
2015-07-14,749.85
2015-07-15,750.75
2015-07-16,743.25
2015-07-17,742.25
2015-07-20,741.35
2015-07-21,723.2
2015-07-22,737.2
2015-07-23,734.4
2015-07-24,722.55
2015-07-27,709.45
2015-07-28,710.7
2015-07-29,720.25
2015-07-30,718.25
2015-07-31,720.75
2015-08-03,732.1
2015-08-04,730.75
2015-08-05,773.7
2015-08-06,812.0
2015-08-07,792.45
2015-08-10,774.2
2015-08-11,752.55
2015-08-12,732.45
2015-08-13,740.15
2015-08-14,760.1
2015-08-17,753.35
2015-08-18,737.8
2015-08-19,727.6
2015-08-20,727.85
2015-08-21,711.15
2015-08-24,656.25
2015-08-25,673.75
2015-08-26,665.05
2015-08-27,669.0
2015-08-28,675.9
2015-08-31,674.95
2015-09-01,661.1
2015-09-02,657.1
2015-09-03,657.85
2015-09-04,640.65
2015-09-07,631.0
2015-09-08,631.55
2015-09-09,639.35
2015-09-10,641.55
2015-09-11,643.15
2015-09-14,636.15
2015-09-15,644.45
2015-09-16,646.35
2015-09-18,647.0
2015-09-21,673.6
2015-09-22,695.85
2015-09-23,708.5
2015-09-24,683.3
2015-09-28,672.8
2015-09-29,662.15
2015-09-30,668.15
2015-10-01,664.1
2015-10-05,676.5
2015-10-06,676.6
2015-10-07,680.35
2015-10-08,674.6
2015-10-09,675.1
2015-10-12,673.2
2015-10-13,676.95
2015-10-14,680.65
2015-10-15,676.25
2015-10-16,684.85
2015-10-19,710.45
2015-10-20,715.4
2015-10-21,731.85
2015-10-23,710.9
2015-10-26,700.15
2015-10-27,692.85
2015-10-28,683.1
2015-10-29,686.15
2015-10-30,676.7
2015-11-02,673.1
2015-11-03,681.2
2015-11-04,694.05
2015-11-05,676.95
2015-11-06,667.75
2015-11-09,669.8
2015-11-10,666.25
2015-11-11,668.9
2015-11-13,668.7
2015-11-16,712.85
2015-11-17,717.2
2015-11-18,691.95
2015-11-19,696.1
2015-11-20,714.75
2015-11-23,715.2
2015-11-24,700.7
2015-11-26,711.1
2015-11-27,723.45
2015-11-30,730.85
2015-12-01,756.2
2015-12-02,749.0
2015-12-03,766.3
2015-12-04,790.4
2015-12-07,778.85
2015-12-08,757.4
2015-12-09,727.75
2015-12-10,733.85
2015-12-11,709.35
2015-12-14,713.8
2015-12-15,731.45
2015-12-16,739.15
2015-12-17,750.1
2015-12-18,766.05
2015-12-21,769.15
2015-12-22,782.05
2015-12-23,785.1
2015-12-24,785.9
2015-12-28,781.15
2015-12-29,787.4
2015-12-30,811.95
2015-12-31,925.6
