Date,GOACARBON
2015-01-01,87.4
2015-01-02,87.0
2015-01-05,87.0
2015-01-06,82.55
2015-01-07,81.8
2015-01-08,84.45
2015-01-09,83.4
2015-01-12,84.45
2015-01-13,85.4
2015-01-14,83.95
2015-01-15,83.75
2015-01-16,83.3
2015-01-19,84.9
2015-01-20,84.6
2015-01-21,93.05
2015-01-22,93.75
2015-01-23,89.25
2015-01-27,86.2
2015-01-28,84.65
2015-01-29,85.5
2015-01-30,84.75
2015-02-02,84.0
2015-02-03,84.9
2015-02-04,85.05
2015-02-05,84.6
2015-02-06,81.75
2015-02-09,81.25
2015-02-10,79.5
2015-02-11,79.3
2015-02-12,80.8
2015-02-13,81.7
2015-02-16,81.2
2015-02-18,81.35
2015-02-19,81.2
2015-02-20,81.0
2015-02-23,80.15
2015-02-24,78.4
2015-02-25,77.9
2015-02-26,77.25
2015-02-27,78.05
2015-02-28,76.6
2015-03-02,77.75
2015-03-03,78.9
2015-03-04,88.6
2015-03-05,89.4
2015-03-09,84.7
2015-03-10,82.8
2015-03-11,81.05
2015-03-12,80.2
2015-03-13,79.05
2015-03-16,77.1
2015-03-17,77.1
2015-03-18,78.15
2015-03-19,78.3
2015-03-20,75.35
2015-03-23,73.3
2015-03-24,69.2
2015-03-25,69.65
2015-03-26,68.2
2015-03-27,66.0
2015-03-30,71.05
2015-03-31,70.9
2015-04-01,73.25
2015-04-06,73.6
2015-04-07,74.3
2015-04-08,76.55
2015-04-09,76.5
2015-04-10,76.15
2015-04-13,76.65
2015-04-15,77.35
2015-04-16,83.95
2015-04-17,89.45
2015-04-20,86.45
2015-04-21,84.45
2015-04-22,83.25
2015-04-23,82.0
2015-04-24,79.5
2015-04-27,76.2
2015-04-28,77.6
2015-04-29,79.75
2015-04-30,76.5
2015-05-04,76.6
2015-05-05,76.5
2015-05-06,74.55
2015-05-07,72.8
2015-05-08,73.9
2015-05-11,75.2
2015-05-12,72.5
2015-05-13,72.7
2015-05-14,73.1
2015-05-15,73.5
2015-05-18,73.15
2015-05-19,73.7
2015-05-20,75.8
2015-05-21,74.8
2015-05-22,80.2
2015-05-25,83.75
2015-05-26,83.15
2015-05-27,80.5
2015-05-28,79.35
2015-05-29,77.95
2015-06-01,77.1
2015-06-02,75.05
2015-06-03,72.55
2015-06-04,71.55
2015-06-05,70.85
2015-06-08,70.55
2015-06-09,70.1
2015-06-10,71.1
2015-06-11,69.45
2015-06-12,68.5
2015-06-15,68.2
2015-06-16,68.25
2015-06-17,70.35
2015-06-18,73.05
2015-06-19,71.25
2015-06-22,72.4
2015-06-23,73.15
2015-06-24,79.8
2015-06-25,83.1
2015-06-26,82.75
2015-06-29,77.75
2015-06-30,77.35
2015-07-01,78.55
2015-07-02,78.5
2015-07-03,78.5
2015-07-06,81.35
2015-07-07,82.15
2015-07-08,79.35
2015-07-09,77.15
2015-07-10,76.25
2015-07-13,76.8
2015-07-14,77.0
2015-07-15,76.65
2015-07-16,78.15
2015-07-17,77.35
2015-07-20,78.2
2015-07-21,76.85
2015-07-22,76.9
2015-07-23,76.8
2015-07-24,76.45
2015-07-27,75.1
2015-07-28,76.35
2015-07-29,76.3
2015-07-30,77.15
2015-07-31,76.4
2015-08-03,76.65
2015-08-04,76.45
2015-08-05,77.7
2015-08-06,79.2
2015-08-07,77.8
2015-08-10,77.0
2015-08-11,76.15
2015-08-12,74.05
2015-08-13,73.35
2015-08-14,73.45
2015-08-17,74.3
2015-08-18,74.95
2015-08-19,78.8
2015-08-20,81.15
2015-08-21,74.35
2015-08-24,66.8
2015-08-25,66.65
2015-08-26,67.4
2015-08-27,69.25
2015-08-28,69.7
2015-08-31,68.75
2015-09-01,67.7
2015-09-02,67.7
2015-09-03,67.8
2015-09-04,66.4
2015-09-07,64.8
2015-09-08,64.55
2015-09-09,66.05
2015-09-10,65.75
2015-09-11,65.7
2015-09-14,65.65
2015-09-15,65.75
2015-09-16,65.8
2015-09-18,66.0
2015-09-21,66.7
2015-09-22,65.45
2015-09-23,65.15
2015-09-24,65.7
2015-09-28,65.2
2015-09-29,65.7
2015-09-30,68.15
2015-10-01,70.15
2015-10-05,71.6
2015-10-06,71.9
2015-10-07,72.25
2015-10-08,73.15
2015-10-09,73.7
2015-10-12,77.2
2015-10-13,78.6
2015-10-14,73.4
2015-10-15,70.85
2015-10-16,70.3
2015-10-19,70.1
2015-10-20,70.05
2015-10-21,69.8
2015-10-23,68.6
2015-10-26,67.45
2015-10-27,67.2
2015-10-28,67.15
2015-10-29,68.35
2015-10-30,67.3
2015-11-02,66.7
2015-11-03,67.15
2015-11-04,67.3
2015-11-05,65.9
2015-11-06,65.95
2015-11-09,65.0
2015-11-10,64.6
2015-11-11,65.55
2015-11-13,64.8
2015-11-16,65.5
2015-11-17,65.6
2015-11-18,65.3
2015-11-19,66.85
2015-11-20,66.15
2015-11-23,67.15
2015-11-24,66.95
2015-11-26,76.55
2015-11-27,79.1
2015-11-30,77.95
2015-12-01,77.1
2015-12-02,76.55
2015-12-03,76.0
2015-12-04,72.95
2015-12-07,80.55
2015-12-08,76.55
2015-12-09,73.65
2015-12-10,73.8
2015-12-11,73.45
2015-12-14,73.55
2015-12-15,73.75
2015-12-16,74.7
2015-12-17,75.15
2015-12-18,75.75
2015-12-21,75.65
2015-12-22,76.8
2015-12-23,76.95
2015-12-24,79.9
2015-12-28,81.0
2015-12-29,78.8
2015-12-30,79.0
2015-12-31,78.7
