Date,SIMPLEX
2015-01-01,42.2
2015-01-02,43.1
2015-01-05,44.75
2015-01-06,43.8
2015-01-07,43.1
2015-01-08,44.25
2015-01-09,43.75
2015-01-12,44.0
2015-01-13,44.25
2015-01-14,43.0
2015-01-15,45.3
2015-01-16,44.25
2015-01-19,46.9
2015-01-20,46.8
2015-01-21,46.0
2015-01-22,44.55
2015-01-23,44.35
2015-01-27,44.1
2015-01-28,45.05
2015-01-29,43.95
2015-01-30,44.0
2015-02-02,42.5
2015-02-03,41.35
2015-02-04,40.65
2015-02-05,40.4
2015-02-06,38.5
2015-02-09,37.95
2015-02-10,38.0
2015-02-11,37.95
2015-02-12,36.15
2015-02-13,37.2
2015-02-16,37.65
2015-02-18,37.9
2015-02-19,39.5
2015-02-20,42.8
2015-02-23,42.3
2015-02-24,41.8
2015-02-25,40.2
2015-02-26,40.0
2015-02-27,42.05
2015-02-28,41.9
2015-03-02,43.15
2015-03-03,43.95
2015-03-04,43.15
2015-03-05,44.0
2015-03-09,43.95
2015-03-10,43.45
2015-03-11,40.75
2015-03-12,40.85
2015-03-13,40.7
2015-03-16,39.65
2015-03-17,40.75
2015-03-18,39.3
2015-03-19,38.6
2015-03-20,38.05
2015-03-23,36.5
2015-03-24,35.85
2015-03-25,34.9
2015-03-26,35.8
2015-03-27,33.85
2015-03-30,33.75
2015-03-31,35.15
2015-04-01,35.65
2015-04-06,37.15
2015-04-07,37.0
2015-04-08,38.1
2015-04-09,39.75
2015-04-10,39.85
2015-04-13,39.0
2015-04-15,36.9
2015-04-16,36.5
2015-04-17,37.9
2015-04-20,36.0
2015-04-21,36.2
2015-04-22,36.0
2015-04-23,35.85
2015-04-24,33.1
2015-04-27,32.0
2015-04-28,31.55
2015-04-29,32.25
2015-04-30,33.1
2015-05-04,35.0
2015-05-05,34.15
2015-05-06,32.9
2015-05-07,32.5
2015-05-08,32.2
2015-05-11,31.85
2015-05-12,30.4
2015-05-13,31.0
2015-05-14,31.2
2015-05-15,34.0
2015-05-18,31.1
2015-05-19,31.05
2015-05-20,31.0
2015-05-21,32.2
2015-05-22,32.75
2015-05-25,33.3
2015-05-26,34.75
2015-05-27,33.2
2015-05-28,31.4
2015-05-29,28.1
2015-06-01,27.55
2015-06-02,27.25
2015-06-03,24.35
2015-06-04,25.6
2015-06-05,25.6
2015-06-08,26.6
2015-06-09,27.0
2015-06-10,27.75
2015-06-11,29.1
2015-06-12,27.1
2015-06-15,29.3
2015-06-16,29.25
2015-06-17,30.35
2015-06-18,29.6
2015-06-19,29.05
2015-06-22,30.1
2015-06-23,29.65
2015-06-24,29.95
2015-06-25,30.15
2015-06-26,30.2
2015-06-29,28.8
2015-06-30,29.5
2015-07-01,30.3
2015-07-02,29.4
2015-07-03,29.85
2015-07-06,32.6
2015-07-07,30.0
2015-07-08,27.75
2015-07-09,28.0
2015-07-10,27.85
2015-07-13,30.95
2015-07-14,29.7
2015-07-15,29.35
2015-07-16,28.25
2015-07-17,28.2
2015-07-20,27.55
2015-07-21,27.1
2015-07-22,27.55
2015-07-23,26.6
2015-07-24,27.0
2015-07-27,26.25
2015-07-28,25.4
2015-07-29,29.05
2015-07-30,27.95
2015-07-31,27.3
2015-08-03,28.3
2015-08-04,27.0
2015-08-05,28.8
2015-08-06,28.0
2015-08-07,27.5
2015-08-10,27.05
2015-08-11,27.2
2015-08-12,26.55
2015-08-13,26.5
2015-08-14,25.9
2015-08-17,25.75
2015-08-18,26.1
2015-08-19,25.65
2015-08-20,24.55
2015-08-21,24.5
2015-08-24,22.5
2015-08-25,21.35
2015-08-26,21.8
2015-08-27,23.0
2015-08-28,21.65
2015-08-31,21.25
2015-09-01,20.9
2015-09-02,19.8
2015-09-03,21.9
2015-09-04,22.0
2015-09-07,20.55
2015-09-08,23.5
2015-09-09,23.45
2015-09-10,22.65
2015-09-11,22.9
2015-09-14,24.8
2015-09-15,23.85
2015-09-16,23.65
2015-09-18,22.85
2015-09-21,22.55
2015-09-22,23.0
2015-09-23,22.75
2015-09-24,23.2
2015-09-28,23.2
2015-09-29,23.9
2015-09-30,23.5
2015-10-01,24.0
2015-10-05,23.1
2015-10-06,25.2
2015-10-07,24.5
2015-10-08,24.55
2015-10-09,24.9
2015-10-12,24.0
2015-10-13,24.55
2015-10-14,23.95
2015-10-15,24.5
2015-10-16,25.0
2015-10-19,25.0
2015-10-20,24.35
2015-10-21,24.55
2015-10-23,28.35
2015-10-26,30.45
2015-10-27,29.3
2015-10-28,27.3
2015-10-29,29.3
2015-10-30,28.3
2015-11-02,26.55
2015-11-03,27.0
2015-11-04,26.5
2015-11-05,25.45
2015-11-06,24.0
2015-11-09,23.7
2015-11-10,24.3
2015-11-11,25.95
2015-11-13,25.15
2015-11-16,27.0
2015-11-17,26.05
2015-11-18,24.15
2015-11-19,25.65
2015-11-20,27.1
2015-11-23,27.9
2015-11-24,29.1
2015-11-26,29.8
2015-11-27,30.2
2015-11-30,36.2
2015-12-01,36.4
2015-12-02,34.95
2015-12-03,33.5
2015-12-04,31.85
2015-12-07,32.1
2015-12-08,29.4
2015-12-09,29.75
2015-12-10,29.85
2015-12-11,29.45
2015-12-14,30.15
2015-12-15,31.7
2015-12-16,33.4
2015-12-17,33.55
2015-12-18,40.25
2015-12-21,41.05
2015-12-22,40.6
2015-12-23,40.4
2015-12-24,40.45
2015-12-28,40.25
2015-12-29,38.95
2015-12-30,38.1
2015-12-31,35.6
