Date,AROGRANITE
2015-01-01,84.45
2015-01-02,84.45
2015-01-05,82.9
2015-01-06,79.25
2015-01-07,79.15
2015-01-08,78.8
2015-01-09,79.4
2015-01-12,78.4
2015-01-13,79.3
2015-01-14,78.0
2015-01-15,77.45
2015-01-16,79.45
2015-01-19,81.7
2015-01-20,83.05
2015-01-21,80.45
2015-01-22,79.1
2015-01-23,82.45
2015-01-27,71.15
2015-01-28,73.6
2015-01-29,72.2
2015-01-30,69.75
2015-02-02,69.15
2015-02-03,69.7
2015-02-04,68.1
2015-02-05,67.7
2015-02-06,65.25
2015-02-09,64.25
2015-02-10,66.1
2015-02-11,65.5
2015-02-12,66.5
2015-02-13,67.2
2015-02-16,69.15
2015-02-18,66.2
2015-02-19,65.15
2015-02-20,65.1
2015-02-23,63.8
2015-02-24,62.9
2015-02-25,62.9
2015-02-26,62.35
2015-02-27,63.1
2015-02-28,63.2
2015-03-02,63.35
2015-03-03,67.5
2015-03-04,63.55
2015-03-05,65.3
2015-03-09,65.95
2015-03-10,64.7
2015-03-11,65.25
2015-03-12,63.75
2015-03-13,63.05
2015-03-16,62.9
2015-03-17,61.15
2015-03-18,61.0
2015-03-19,63.25
2015-03-20,58.5
2015-03-23,59.5
2015-03-24,57.4
2015-03-25,56.15
2015-03-26,58.7
2015-03-27,60.2
2015-03-30,59.5
2015-03-31,60.4
2015-04-01,60.15
2015-04-06,64.5
2015-04-07,69.5
2015-04-08,67.6
2015-04-09,68.6
2015-04-10,66.5
2015-04-13,68.65
2015-04-15,67.0
2015-04-16,67.1
2015-04-17,65.5
2015-04-20,69.2
2015-04-21,70.55
2015-04-22,71.1
2015-04-23,71.8
2015-04-24,68.5
2015-04-27,55.3
2015-04-28,58.2
2015-04-29,59.0
2015-04-30,58.7
2015-05-04,57.15
2015-05-05,56.35
2015-05-06,54.55
2015-05-07,55.35
2015-05-08,55.9
2015-05-11,56.2
2015-05-12,55.95
2015-05-13,54.6
2015-05-14,55.5
2015-05-15,55.1
2015-05-18,54.4
2015-05-19,54.75
2015-05-20,54.8
2015-05-21,54.5
2015-05-22,53.5
2015-05-25,53.6
2015-05-26,52.95
2015-05-27,53.5
2015-05-28,53.55
2015-05-29,54.6
2015-06-01,55.1
2015-06-02,53.9
2015-06-03,53.6
2015-06-04,52.95
2015-06-05,51.9
2015-06-08,52.8
2015-06-09,51.9
2015-06-10,52.8
2015-06-11,52.0
2015-06-12,50.5
2015-06-15,50.65
2015-06-16,50.0
2015-06-17,50.95
2015-06-18,52.35
2015-06-19,52.55
2015-06-22,52.45
2015-06-23,52.5
2015-06-24,52.15
2015-06-25,52.2
2015-06-26,52.0
2015-06-29,50.45
2015-06-30,50.6
2015-07-01,50.8
2015-07-02,50.5
2015-07-03,50.6
2015-07-06,50.85
2015-07-07,52.1
2015-07-08,51.45
2015-07-09,52.0
2015-07-10,51.8
2015-07-13,57.9
2015-07-14,69.45
2015-07-15,67.2
2015-07-16,65.35
2015-07-17,64.15
2015-07-20,56.85
2015-07-21,55.1
2015-07-22,55.95
2015-07-23,56.05
2015-07-24,56.85
2015-07-27,56.3
2015-07-28,54.05
2015-07-29,53.1
2015-07-30,53.7
2015-07-31,54.6
2015-08-03,53.65
2015-08-04,54.85
2015-08-05,56.65
2015-08-06,55.8
2015-08-07,54.95
2015-08-10,57.1
2015-08-11,55.2
2015-08-12,54.05
2015-08-13,54.5
2015-08-14,53.75
2015-08-17,54.0
2015-08-18,54.25
2015-08-19,53.85
2015-08-20,52.95
2015-08-21,52.5
2015-08-24,48.65
2015-08-25,47.6
2015-08-26,47.45
2015-08-27,49.85
2015-08-28,50.5
2015-08-31,48.0
2015-09-01,47.75
2015-09-02,47.5
2015-09-03,45.75
2015-09-04,45.2
2015-09-07,44.9
2015-09-08,44.05
2015-09-09,45.2
2015-09-10,48.2
2015-09-11,49.3
2015-09-14,48.0
2015-09-15,48.35
2015-09-16,48.4
2015-09-18,48.2
2015-09-21,47.1
2015-09-22,44.65
2015-09-23,45.0
2015-09-24,45.85
2015-09-28,46.8
2015-09-29,44.65
2015-09-30,47.0
2015-10-01,46.9
2015-10-05,47.25
2015-10-06,47.7
2015-10-07,48.5
2015-10-08,48.6
2015-10-09,50.25
2015-10-12,51.5
2015-10-13,52.05
2015-10-14,51.65
2015-10-15,51.65
2015-10-16,53.85
2015-10-19,60.0
2015-10-20,55.65
2015-10-21,55.8
2015-10-23,54.55
2015-10-26,52.1
2015-10-27,50.45
2015-10-28,50.25
2015-10-29,52.9
2015-10-30,52.5
2015-11-02,50.1
2015-11-03,51.0
2015-11-04,50.4
2015-11-05,49.95
2015-11-06,50.15
2015-11-09,49.0
2015-11-10,48.2
2015-11-11,49.85
2015-11-13,49.75
2015-11-16,49.5
2015-11-17,51.05
2015-11-18,51.75
2015-11-19,51.8
2015-11-20,52.25
2015-11-23,54.05
2015-11-24,56.85
2015-11-26,57.6
2015-11-27,55.85
2015-11-30,55.85
2015-12-01,56.3
2015-12-02,55.5
2015-12-03,56.25
2015-12-04,55.15
2015-12-07,55.1
2015-12-08,54.05
2015-12-09,54.0
2015-12-10,53.05
2015-12-11,54.05
2015-12-14,52.95
2015-12-15,52.95
2015-12-16,53.0
2015-12-17,54.1
2015-12-18,54.1
2015-12-21,55.75
2015-12-22,55.55
2015-12-23,56.0
2015-12-24,56.3
2015-12-28,58.6
2015-12-29,57.9
2015-12-30,61.85
2015-12-31,63.2
