Date,NITINSPIN
2015-01-01,27.95
2015-01-02,28.6
2015-01-05,28.4
2015-01-06,27.75
2015-01-07,28.6
2015-01-08,29.3
2015-01-09,29.85
2015-01-12,30.5
2015-01-13,30.1
2015-01-14,29.35
2015-01-15,29.45
2015-01-16,28.9
2015-01-19,28.9
2015-01-20,28.85
2015-01-21,28.95
2015-01-22,28.7
2015-01-23,29.15
2015-01-27,29.2
2015-01-28,28.6
2015-01-29,29.05
2015-01-30,28.8
2015-02-02,28.7
2015-02-03,28.55
2015-02-04,29.55
2015-02-05,29.9
2015-02-06,29.3
2015-02-09,30.75
2015-02-10,30.1
2015-02-11,29.85
2015-02-12,30.15
2015-02-13,30.3
2015-02-16,31.25
2015-02-18,30.8
2015-02-19,30.5
2015-02-20,30.15
2015-02-23,30.05
2015-02-24,29.5
2015-02-25,29.5
2015-02-26,29.45
2015-02-27,30.85
2015-02-28,30.35
2015-03-02,30.25
2015-03-03,29.7
2015-03-04,29.15
2015-03-05,29.4
2015-03-09,29.3
2015-03-10,29.3
2015-03-11,29.05
2015-03-12,29.95
2015-03-13,29.8
2015-03-16,29.35
2015-03-17,29.4
2015-03-18,29.65
2015-03-19,29.25
2015-03-20,29.05
2015-03-23,29.05
2015-03-24,28.85
2015-03-25,28.65
2015-03-26,28.3
2015-03-27,27.9
2015-03-30,30.05
2015-03-31,29.85
2015-04-01,30.1
2015-04-06,31.05
2015-04-07,31.95
2015-04-08,34.6
2015-04-09,35.2
2015-04-10,38.45
2015-04-13,39.4
2015-04-15,38.7
2015-04-16,38.1
2015-04-17,38.6
2015-04-20,39.95
2015-04-21,39.75
2015-04-22,39.2
2015-04-23,40.95
2015-04-24,39.8
2015-04-27,39.65
2015-04-28,46.3
2015-04-29,49.3
2015-04-30,46.45
2015-05-04,46.85
2015-05-05,43.9
2015-05-06,44.2
2015-05-07,43.45
2015-05-08,42.85
2015-05-11,45.25
2015-05-12,43.75
2015-05-13,44.0
2015-05-14,43.95
2015-05-15,44.55
2015-05-18,46.35
2015-05-19,46.5
2015-05-20,45.7
2015-05-21,45.6
2015-05-22,45.7
2015-05-25,45.8
2015-05-26,45.7
2015-05-27,44.85
2015-05-28,44.2
2015-05-29,46.45
2015-06-01,48.65
2015-06-02,51.3
2015-06-03,49.25
2015-06-04,50.55
2015-06-05,55.9
2015-06-08,58.05
2015-06-09,59.4
2015-06-10,56.5
2015-06-11,53.75
2015-06-12,55.35
2015-06-15,54.65
2015-06-16,53.0
2015-06-17,53.9
2015-06-18,55.15
2015-06-19,54.9
2015-06-22,62.95
2015-06-23,75.5
2015-06-24,69.8
2015-06-25,71.5
2015-06-26,72.9
2015-06-29,71.65
2015-06-30,78.8
2015-07-01,80.05
2015-07-02,80.7
2015-07-03,78.55
2015-07-06,80.7
2015-07-07,80.95
2015-07-08,84.15
2015-07-09,81.6
2015-07-10,82.2
2015-07-13,82.8
2015-07-14,83.0
2015-07-15,80.55
2015-07-16,80.0
2015-07-17,77.4
2015-07-20,81.0
2015-07-21,76.3
2015-07-22,78.7
2015-07-23,79.7
2015-07-24,80.85
2015-07-27,82.7
2015-07-28,79.95
2015-07-29,80.2
2015-07-30,79.6
2015-07-31,87.25
2015-08-03,95.95
2015-08-04,95.9
2015-08-05,100.1
2015-08-06,105.9
2015-08-07,100.65
2015-08-10,95.65
2015-08-11,90.9
2015-08-12,86.4
2015-08-13,82.1
2015-08-14,78.0
2015-08-17,74.1
2015-08-18,77.8
2015-08-19,81.65
2015-08-20,77.6
2015-08-21,75.7
2015-08-24,71.95
2015-08-25,68.4
2015-08-26,65.0
2015-08-27,68.25
2015-08-28,68.55
2015-08-31,67.05
2015-09-01,64.4
2015-09-02,61.4
2015-09-03,64.45
2015-09-04,61.25
2015-09-07,58.2
2015-09-08,55.3
2015-09-09,56.6
2015-09-10,54.15
2015-09-11,54.1
2015-09-14,56.8
2015-09-15,58.55
2015-09-16,57.55
2015-09-18,56.6
2015-09-21,56.75
2015-09-22,58.45
2015-09-23,61.35
2015-09-24,60.8
2015-09-28,57.8
2015-09-29,56.2
2015-09-30,56.75
2015-10-01,56.25
2015-10-05,61.7
2015-10-06,60.5
2015-10-07,64.4
2015-10-08,62.65
2015-10-09,62.1
2015-10-12,59.45
2015-10-13,62.1
2015-10-14,61.8
2015-10-15,62.55
2015-10-16,60.15
2015-10-19,64.15
2015-10-20,66.7
2015-10-21,68.65
2015-10-23,65.95
2015-10-26,64.95
2015-10-27,63.05
2015-10-28,65.8
2015-10-29,64.65
2015-10-30,62.8
2015-11-02,61.3
2015-11-03,60.95
2015-11-04,61.35
2015-11-05,58.05
2015-11-06,55.8
2015-11-09,56.35
2015-11-10,58.4
2015-11-11,62.0
2015-11-13,59.8
2015-11-16,59.3
2015-11-17,59.55
2015-11-18,57.75
2015-11-19,58.95
2015-11-20,61.4
2015-11-23,60.3
2015-11-24,60.8
2015-11-26,62.15
2015-11-27,68.15
2015-11-30,68.25
2015-12-01,67.4
2015-12-02,68.7
2015-12-03,70.05
2015-12-04,67.5
2015-12-07,65.85
2015-12-08,64.5
2015-12-09,61.15
2015-12-10,62.3
2015-12-11,63.65
2015-12-14,63.85
2015-12-15,68.4
2015-12-16,67.1
2015-12-17,69.25
2015-12-18,69.0
2015-12-21,69.9
2015-12-22,70.55
2015-12-23,79.85
2015-12-24,79.3
2015-12-28,78.05
2015-12-29,75.5
2015-12-30,75.5
2015-12-31,78.9
