Date,NDL
2015-01-01,69.6
2015-01-02,69.6
2015-01-05,83.5
2015-01-06,78.0
2015-01-07,69.05
2015-01-08,73.65
2015-01-09,70.8
2015-01-12,70.8
2015-01-13,69.3
2015-01-14,66.45
2015-01-15,69.05
2015-01-16,68.15
2015-01-19,67.1
2015-01-20,69.5
2015-01-21,70.95
2015-01-22,70.45
2015-01-23,68.85
2015-01-27,71.0
2015-01-28,68.65
2015-01-29,69.9
2015-01-30,68.45
2015-02-02,69.9
2015-02-03,74.6
2015-02-04,68.9
2015-02-05,69.0
2015-02-06,66.45
2015-02-09,65.55
2015-02-10,63.2
2015-02-11,63.75
2015-02-12,63.1
2015-02-13,66.35
2015-02-16,65.35
2015-02-18,65.45
2015-02-19,64.15
2015-02-20,64.8
2015-02-23,64.5
2015-02-24,65.7
2015-02-25,65.25
2015-02-26,64.45
2015-02-27,64.5
2015-02-28,63.5
2015-03-02,64.65
2015-03-03,65.0
2015-03-04,65.15
2015-03-05,63.75
2015-03-09,63.4
2015-03-10,62.5
2015-03-11,57.9
2015-03-12,56.8
2015-03-13,57.15
2015-03-16,60.2
2015-03-17,61.75
2015-03-18,62.45
2015-03-19,63.65
2015-03-20,63.3
2015-03-23,62.25
2015-03-24,61.35
2015-03-25,60.75
2015-03-26,59.0
2015-03-27,57.7
2015-03-30,61.6
2015-03-31,61.85
2015-04-01,62.7
2015-04-06,63.0
2015-04-07,66.45
2015-04-08,72.65
2015-04-09,82.35
2015-04-10,80.55
2015-04-13,76.55
2015-04-15,79.4
2015-04-16,77.1
2015-04-17,77.8
2015-04-20,75.6
2015-04-21,75.7
2015-04-22,76.95
2015-04-23,76.2
2015-04-24,73.2
2015-04-27,70.65
2015-04-28,70.4
2015-04-29,73.35
2015-04-30,74.6
2015-05-04,77.8
2015-05-05,77.65
2015-05-06,73.5
2015-05-07,73.1
2015-05-08,75.0
2015-05-11,74.9
2015-05-12,73.65
2015-05-13,74.05
2015-05-14,74.95
2015-05-15,77.05
2015-05-18,79.05
2015-05-19,78.05
2015-05-20,80.35
2015-05-21,83.35
2015-05-22,84.85
2015-05-25,86.55
2015-05-26,90.9
2015-05-27,96.8
2015-05-28,91.4
2015-05-29,89.35
2015-06-01,84.75
2015-06-02,81.7
2015-06-03,81.3
2015-06-04,81.85
2015-06-05,84.1
2015-06-08,82.45
2015-06-09,81.45
2015-06-10,84.0
2015-06-11,81.0
2015-06-12,81.8
2015-06-15,81.7
2015-06-16,82.3
2015-06-17,83.55
2015-06-18,83.95
2015-06-19,83.55
2015-06-22,84.65
2015-06-23,83.8
2015-06-24,93.25
2015-06-25,97.4
2015-06-26,94.4
2015-06-29,92.9
2015-06-30,104.2
2015-07-01,108.0
2015-07-02,104.6
2015-07-03,100.8
2015-07-06,114.0
2015-07-07,112.05
2015-07-08,115.55
2015-07-09,117.35
2015-07-10,118.8
2015-07-13,117.3
2015-07-14,113.8
2015-07-15,112.6
2015-07-16,114.55
2015-07-17,113.0
2015-07-20,113.15
2015-07-21,110.95
2015-07-22,110.95
2015-07-23,119.4
2015-07-24,120.45
2015-07-27,118.4
2015-07-28,126.7
2015-07-29,128.25
2015-07-30,127.05
2015-07-31,147.0
2015-08-03,159.3
2015-08-04,169.8
2015-08-05,152.7
2015-08-06,146.2
2015-08-07,155.85
2015-08-10,157.3
2015-08-11,148.7
2015-08-12,137.85
2015-08-13,131.7
2015-08-14,144.2
2015-08-17,141.4
2015-08-18,141.05
2015-08-19,140.2
2015-08-20,137.35
2015-08-21,135.6
2015-08-24,113.05
2015-08-25,111.35
2015-08-26,110.55
2015-08-27,125.85
2015-08-28,127.65
2015-08-31,127.9
2015-09-01,121.45
2015-09-02,122.8
2015-09-03,123.4
2015-09-04,115.8
2015-09-07,111.45
2015-09-08,104.1
2015-09-09,106.9
2015-09-10,105.6
2015-09-11,108.7
2015-09-14,112.85
2015-09-15,111.15
2015-09-16,110.6
2015-09-18,114.15
2015-09-21,130.3
2015-09-22,135.55
2015-09-23,141.0
2015-09-24,138.6
2015-09-28,130.65
2015-09-29,128.85
2015-09-30,129.0
2015-10-01,131.45
2015-10-05,133.35
2015-10-06,131.85
2015-10-07,129.9
2015-10-08,128.2
2015-10-09,123.25
2015-10-12,120.0
2015-10-13,128.8
2015-10-14,131.75
2015-10-15,129.25
2015-10-16,129.25
2015-10-19,127.55
2015-10-20,128.9
2015-10-21,128.05
2015-10-23,130.3
2015-10-26,134.65
2015-10-27,136.25
2015-10-28,140.5
2015-10-29,138.6
2015-10-30,131.9
2015-11-02,128.75
2015-11-03,136.95
2015-11-04,129.75
2015-11-05,126.5
2015-11-06,123.0
2015-11-09,122.45
2015-11-10,126.75
2015-11-11,130.65
2015-11-13,125.75
2015-11-16,123.95
2015-11-17,128.0
2015-11-18,125.75
2015-11-19,133.5
2015-11-20,135.3
2015-11-23,133.0
2015-11-24,135.6
2015-11-26,136.75
2015-11-27,135.95
2015-11-30,140.6
2015-12-01,142.2
2015-12-02,145.05
2015-12-03,140.05
2015-12-04,139.6
2015-12-07,138.25
2015-12-08,134.1
2015-12-09,131.0
2015-12-10,130.5
2015-12-11,138.95
2015-12-14,141.25
2015-12-15,143.85
2015-12-16,145.15
2015-12-17,147.65
2015-12-18,147.2
2015-12-21,153.4
2015-12-22,153.4
2015-12-23,152.4
2015-12-24,151.3
2015-12-28,150.0
2015-12-29,147.85
2015-12-30,149.9
2015-12-31,148.3
