Date,ECEIND
2015-01-01,134.8
2015-01-02,136.65
2015-01-05,131.9
2015-01-06,129.95
2015-01-07,130.25
2015-01-08,135.85
2015-01-09,144.9
2015-01-12,148.65
2015-01-13,137.2
2015-01-14,136.05
2015-01-15,132.25
2015-01-16,131.85
2015-01-19,133.25
2015-01-20,132.95
2015-01-21,130.65
2015-01-22,136.95
2015-01-23,134.35
2015-01-27,134.3
2015-01-28,132.25
2015-01-29,133.6
2015-01-30,129.25
2015-02-02,128.45
2015-02-03,129.7
2015-02-04,128.2
2015-02-05,126.3
2015-02-06,121.65
2015-02-09,118.8
2015-02-10,124.05
2015-02-11,121.15
2015-02-12,122.6
2015-02-13,121.45
2015-02-16,119.45
2015-02-18,118.6
2015-02-19,123.95
2015-02-20,120.4
2015-02-23,120.6
2015-02-24,120.05
2015-02-25,119.05
2015-02-26,118.9
2015-02-27,124.0
2015-02-28,121.55
2015-03-02,122.1
2015-03-03,120.35
2015-03-04,117.95
2015-03-05,117.45
2015-03-09,116.9
2015-03-10,118.8
2015-03-11,115.2
2015-03-12,116.45
2015-03-13,113.6
2015-03-16,110.95
2015-03-17,111.05
2015-03-18,113.95
2015-03-19,111.0
2015-03-20,112.55
2015-03-23,105.4
2015-03-24,106.85
2015-03-25,107.75
2015-03-26,103.75
2015-03-27,102.1
2015-03-30,103.95
2015-03-31,124.7
2015-04-01,133.85
2015-04-06,130.55
2015-04-07,128.0
2015-04-08,128.45
2015-04-09,124.3
2015-04-10,122.5
2015-04-13,128.85
2015-04-15,141.9
2015-04-16,159.45
2015-04-17,154.7
2015-04-20,148.15
2015-04-21,145.25
2015-04-22,141.85
2015-04-23,137.2
2015-04-24,139.15
2015-04-27,134.55
2015-04-28,134.3
2015-04-29,129.8
2015-04-30,129.6
2015-05-04,140.9
2015-05-05,141.9
2015-05-06,138.35
2015-05-07,137.6
2015-05-08,135.1
2015-05-11,131.85
2015-05-12,127.55
2015-05-13,129.5
2015-05-14,127.65
2015-05-15,127.3
2015-05-18,131.75
2015-05-19,134.0
2015-05-20,133.0
2015-05-21,133.6
2015-05-22,134.85
2015-05-25,130.5
2015-05-26,131.0
2015-05-27,135.05
2015-05-28,133.3
2015-05-29,131.7
2015-06-01,130.75
2015-06-02,135.0
2015-06-03,134.25
2015-06-04,130.05
2015-06-05,130.7
2015-06-08,128.5
2015-06-09,130.05
2015-06-10,133.6
2015-06-11,128.7
2015-06-12,126.75
2015-06-15,130.25
2015-06-16,130.1
2015-06-17,130.4
2015-06-18,131.05
2015-06-19,130.45
2015-06-22,130.4
2015-06-23,131.2
2015-06-24,129.55
2015-06-25,129.05
2015-06-26,125.05
2015-06-29,125.5
2015-06-30,125.0
2015-07-01,124.7
2015-07-02,130.0
2015-07-03,131.9
2015-07-06,134.75
2015-07-07,139.15
2015-07-08,133.1
2015-07-09,132.35
2015-07-10,130.2
2015-07-13,134.65
2015-07-14,133.8
2015-07-15,136.8
2015-07-16,138.65
2015-07-17,137.9
2015-07-20,133.4
2015-07-21,133.3
2015-07-22,133.85
2015-07-23,138.3
2015-07-24,134.25
2015-07-27,136.75
2015-07-28,138.2
2015-07-29,139.4
2015-07-30,138.0
2015-07-31,135.9
2015-08-03,142.5
2015-08-04,152.15
2015-08-05,143.8
2015-08-06,140.35
2015-08-07,139.0
2015-08-10,145.95
2015-08-11,134.9
2015-08-12,136.7
2015-08-13,139.25
2015-08-14,141.2
2015-08-17,136.45
2015-08-18,131.35
2015-08-19,140.75
2015-08-20,143.75
2015-08-21,148.2
2015-08-24,128.95
2015-08-25,154.2
2015-08-26,144.4
2015-08-27,151.0
2015-08-28,149.55
2015-08-31,142.3
2015-09-01,144.1
2015-09-02,139.8
2015-09-03,138.9
2015-09-04,140.85
2015-09-07,137.25
2015-09-08,137.2
2015-09-09,137.65
2015-09-10,136.75
2015-09-11,137.6
2015-09-14,137.45
2015-09-15,136.15
2015-09-16,135.75
2015-09-18,136.35
2015-09-21,136.5
2015-09-22,135.85
2015-09-23,136.35
2015-09-24,135.15
2015-09-28,133.45
2015-09-29,132.05
2015-09-30,132.9
2015-10-01,133.05
2015-10-05,138.05
2015-10-06,139.05
2015-10-07,139.4
2015-10-08,138.55
2015-10-09,135.0
2015-10-12,137.9
2015-10-13,136.5
2015-10-14,135.95
2015-10-15,139.6
2015-10-16,138.5
2015-10-19,140.25
2015-10-20,137.85
2015-10-21,137.1
2015-10-23,137.4
2015-10-26,139.4
2015-10-27,140.0
2015-10-28,139.25
2015-10-29,139.0
2015-10-30,141.15
2015-11-02,135.5
2015-11-03,138.9
2015-11-04,142.15
2015-11-05,136.5
2015-11-06,136.0
2015-11-09,135.0
2015-11-10,134.75
2015-11-11,137.2
2015-11-13,136.5
2015-11-16,135.3
2015-11-17,134.15
2015-11-18,128.5
2015-11-19,133.55
2015-11-20,132.85
2015-11-23,134.8
2015-11-24,137.8
2015-11-26,137.95
2015-11-27,136.8
2015-11-30,135.95
2015-12-01,136.05
2015-12-02,138.2
2015-12-03,138.1
2015-12-04,136.25
2015-12-07,138.9
2015-12-08,137.0
2015-12-09,134.8
2015-12-10,134.25
2015-12-11,134.95
2015-12-14,137.1
2015-12-15,138.85
2015-12-16,139.65
2015-12-17,140.4
2015-12-18,142.6
2015-12-21,141.75
2015-12-22,141.45
2015-12-23,141.2
2015-12-24,141.85
2015-12-28,143.95
2015-12-29,142.5
2015-12-30,143.45
2015-12-31,147.45
