Date,ITC
2015-01-01,367.15
2015-01-02,368.3
2015-01-05,369.75
2015-01-06,360.25
2015-01-07,353.55
2015-01-08,362.4
2015-01-09,356.9
2015-01-12,357.85
2015-01-13,360.1
2015-01-14,347.8
2015-01-15,357.9
2015-01-16,360.1
2015-01-19,358.8
2015-01-20,371.1
2015-01-21,352.7
2015-01-22,350.65
2015-01-23,349.45
2015-01-27,360.15
2015-01-28,362.3
2015-01-29,370.2
2015-01-30,368.55
2015-02-02,360.65
2015-02-03,366.05
2015-02-04,367.6
2015-02-05,368.9
2015-02-06,373.5
2015-02-09,367.9
2015-02-10,369.9
2015-02-11,371.15
2015-02-12,370.4
2015-02-13,378.05
2015-02-16,389.6
2015-02-18,393.25
2015-02-19,389.25
2015-02-20,396.05
2015-02-23,390.25
2015-02-24,395.7
2015-02-25,399.7
2015-02-26,395.65
2015-02-27,393.7
2015-02-28,361.35
2015-03-02,343.25
2015-03-03,341.55
2015-03-04,344.25
2015-03-05,346.25
2015-03-09,338.35
2015-03-10,338.55
2015-03-11,338.2
2015-03-12,346.65
2015-03-13,339.4
2015-03-16,335.4
2015-03-17,340.0
2015-03-18,336.65
2015-03-19,333.35
2015-03-20,327.45
2015-03-23,327.4
2015-03-24,326.55
2015-03-25,326.75
2015-03-26,322.4
2015-03-27,317.5
2015-03-30,327.55
2015-03-31,325.85
2015-04-01,332.45
2015-04-06,341.0
2015-04-07,340.6
2015-04-08,346.25
2015-04-09,347.15
2015-04-10,346.65
2015-04-13,351.5
2015-04-15,354.95
2015-04-16,350.1
2015-04-17,351.85
2015-04-20,341.9
2015-04-21,341.95
2015-04-22,343.4
2015-04-23,342.1
2015-04-24,347.95
2015-04-27,344.85
2015-04-28,337.55
2015-04-29,328.15
2015-04-30,322.35
2015-05-04,330.2
2015-05-05,326.25
2015-05-06,318.35
2015-05-07,322.55
2015-05-08,328.0
2015-05-11,326.45
2015-05-12,324.25
2015-05-13,327.85
2015-05-14,324.7
2015-05-15,326.4
2015-05-18,333.0
2015-05-19,332.55
2015-05-20,331.95
2015-05-21,327.4
2015-05-22,329.15
2015-05-25,316.8
2015-05-26,314.0
2015-05-27,317.7
2015-05-28,321.45
2015-05-29,327.1
2015-06-01,332.05
2015-06-02,318.65
2015-06-03,304.4
2015-06-04,301.6
2015-06-05,304.3
2015-06-08,304.35
2015-06-09,300.6
2015-06-10,301.1
2015-06-11,297.05
2015-06-12,297.55
2015-06-15,298.5
2015-06-16,298.95
2015-06-17,301.1
2015-06-18,301.9
2015-06-19,305.0
2015-06-22,310.4
2015-06-23,314.55
2015-06-24,313.65
2015-06-25,312.35
2015-06-26,307.95
2015-06-29,309.95
2015-06-30,315.15
2015-07-01,313.6
2015-07-02,315.05
2015-07-03,315.6
2015-07-06,318.4
2015-07-07,317.35
2015-07-08,312.95
2015-07-09,310.6
2015-07-10,309.9
2015-07-13,314.6
2015-07-14,312.3
2015-07-15,314.0
2015-07-16,317.95
2015-07-17,322.3
2015-07-20,320.5
2015-07-21,313.4
2015-07-22,314.5
2015-07-23,315.1
2015-07-24,314.55
2015-07-27,311.65
2015-07-28,311.2
2015-07-29,304.0
2015-07-30,315.95
2015-07-31,326.0
2015-08-03,331.55
2015-08-04,329.9
2015-08-05,331.8
2015-08-06,326.25
2015-08-07,324.45
2015-08-10,320.95
2015-08-11,320.1
2015-08-12,316.75
2015-08-13,316.35
2015-08-14,318.15
2015-08-17,316.9
2015-08-18,314.85
2015-08-19,316.9
2015-08-20,329.35
2015-08-21,330.75
2015-08-24,320.2
2015-08-25,319.9
2015-08-26,317.65
2015-08-27,325.7
2015-08-28,327.0
2015-08-31,325.15
2015-09-01,315.45
2015-09-02,320.1
2015-09-03,320.0
2015-09-04,317.1
2015-09-07,313.45
2015-09-08,312.9
2015-09-09,314.4
2015-09-10,313.35
2015-09-11,313.75
2015-09-14,313.65
2015-09-15,317.4
2015-09-16,322.15
2015-09-18,318.0
2015-09-21,314.25
2015-09-22,312.15
2015-09-23,316.1
2015-09-24,322.55
2015-09-28,319.25
2015-09-29,320.4
2015-09-30,328.8
2015-10-01,328.75
2015-10-05,329.5
2015-10-06,342.85
2015-10-07,347.25
2015-10-08,339.1
2015-10-09,343.45
2015-10-12,340.75
2015-10-13,344.05
2015-10-14,344.1
2015-10-15,349.4
2015-10-16,348.8
2015-10-19,351.0
2015-10-20,348.65
2015-10-21,348.55
2015-10-23,358.35
2015-10-26,356.5
2015-10-27,356.0
2015-10-28,355.2
2015-10-29,350.0
2015-10-30,334.65
2015-11-02,337.2
2015-11-03,334.85
2015-11-04,335.7
2015-11-05,337.15
2015-11-06,337.7
2015-11-09,343.05
2015-11-10,336.75
2015-11-11,334.25
2015-11-13,329.8
2015-11-16,338.3
2015-11-17,349.1
2015-11-18,347.85
2015-11-19,352.05
2015-11-20,344.45
2015-11-23,337.25
2015-11-24,335.9
2015-11-26,342.8
2015-11-27,344.35
2015-11-30,342.55
2015-12-01,346.25
2015-12-02,349.4
2015-12-03,343.35
2015-12-04,335.95
2015-12-07,313.55
2015-12-08,314.75
2015-12-09,317.4
2015-12-10,321.25
2015-12-11,321.0
2015-12-14,320.1
2015-12-15,322.95
2015-12-16,319.25
2015-12-17,320.5
2015-12-18,317.1
2015-12-21,326.55
2015-12-22,320.25
2015-12-23,321.5
2015-12-24,323.7
2015-12-28,326.2
2015-12-29,324.85
2015-12-30,326.55
2015-12-31,327.8
