Date,VINYLINDIA
2015-01-01,76.0
2015-01-02,81.45
2015-01-05,86.85
2015-01-06,82.6
2015-01-07,88.0
2015-01-08,93.65
2015-01-09,89.05
2015-01-12,90.2
2015-01-13,87.6
2015-01-14,86.3
2015-01-15,85.5
2015-01-16,88.1
2015-01-19,89.15
2015-01-20,91.45
2015-01-21,89.8
2015-01-22,90.9
2015-01-23,88.15
2015-01-27,72.25
2015-01-28,73.35
2015-01-29,69.85
2015-01-30,70.3
2015-02-02,73.9
2015-02-03,73.85
2015-02-04,73.65
2015-02-05,72.7
2015-02-06,69.55
2015-02-09,70.35
2015-02-10,67.5
2015-02-11,65.9
2015-02-12,67.25
2015-02-13,66.5
2015-02-16,71.7
2015-02-18,71.7
2015-02-19,73.3
2015-02-20,73.4
2015-02-23,72.4
2015-02-24,69.5
2015-02-25,69.45
2015-02-26,66.65
2015-02-27,66.0
2015-02-28,66.3
2015-03-02,68.15
2015-03-03,69.25
2015-03-04,66.85
2015-03-05,68.7
2015-03-09,67.9
2015-03-10,67.6
2015-03-11,67.6
2015-03-12,68.8
2015-03-13,67.7
2015-03-16,67.55
2015-03-17,70.85
2015-03-18,70.35
2015-03-19,68.9
2015-03-20,67.6
2015-03-23,66.2
2015-03-24,65.2
2015-03-25,66.05
2015-03-26,63.5
2015-03-27,63.15
2015-03-30,65.8
2015-03-31,64.75
2015-04-01,65.95
2015-04-06,70.6
2015-04-07,73.4
2015-04-08,73.45
2015-04-09,73.6
2015-04-10,77.05
2015-04-13,78.85
2015-04-15,86.7
2015-04-16,85.75
2015-04-17,85.3
2015-04-20,79.95
2015-04-21,78.1
2015-04-22,75.55
2015-04-23,75.4
2015-04-24,72.7
2015-04-27,70.5
2015-04-28,72.3
2015-04-29,72.5
2015-04-30,71.65
2015-05-04,76.95
2015-05-05,75.65
2015-05-06,75.8
2015-05-07,74.4
2015-05-08,77.2
2015-05-11,77.9
2015-05-12,78.45
2015-05-13,79.5
2015-05-14,77.6
2015-05-15,79.05
2015-05-18,82.7
2015-05-19,85.2
2015-05-20,83.1
2015-05-21,78.05
2015-05-22,78.05
2015-05-25,77.35
2015-05-26,75.55
2015-05-27,74.7
2015-05-28,77.3
2015-05-29,76.4
2015-06-01,76.7
2015-06-02,73.8
2015-06-03,71.4
2015-06-04,71.9
2015-06-05,72.95
2015-06-08,69.6
2015-06-09,70.0
2015-06-10,71.05
2015-06-11,68.55
2015-06-12,68.6
2015-06-15,70.85
2015-06-16,73.7
2015-06-17,76.85
2015-06-18,78.75
2015-06-19,78.55
2015-06-22,76.05
2015-06-23,76.1
2015-06-24,74.0
2015-06-25,75.4
2015-06-26,72.35
2015-06-29,71.3
2015-06-30,71.15
2015-07-01,71.4
2015-07-02,73.05
2015-07-03,79.1
2015-07-06,81.15
2015-07-07,80.95
2015-07-08,82.95
2015-07-09,82.25
2015-07-10,81.25
2015-07-13,79.35
2015-07-14,84.7
2015-07-15,87.45
2015-07-16,85.95
2015-07-17,84.9
2015-07-20,86.05
2015-07-21,84.5
2015-07-22,83.95
2015-07-23,84.2
2015-07-24,83.7
2015-07-27,68.15
2015-07-28,67.95
2015-07-29,69.35
2015-07-30,72.9
2015-07-31,71.15
2015-08-03,73.4
2015-08-04,72.55
2015-08-05,71.0
2015-08-06,71.1
2015-08-07,71.25
2015-08-10,70.7
2015-08-11,68.8
2015-08-12,68.9
2015-08-13,68.45
2015-08-14,68.25
2015-08-17,68.95
2015-08-18,69.75
2015-08-19,69.2
2015-08-20,66.0
2015-08-21,66.1
2015-08-24,53.8
2015-08-25,53.8
2015-08-26,54.75
2015-08-27,56.6
2015-08-28,58.55
2015-08-31,60.15
2015-09-01,57.4
2015-09-02,54.7
2015-09-03,57.05
2015-09-04,56.9
2015-09-07,56.05
2015-09-08,56.8
2015-09-09,56.35
2015-09-10,55.7
2015-09-11,56.3
2015-09-14,56.95
2015-09-15,55.05
2015-09-16,54.65
2015-09-18,55.8
2015-09-21,55.7
2015-09-22,55.05
2015-09-23,55.5
2015-09-24,57.15
2015-09-28,57.15
2015-09-29,55.65
2015-09-30,56.2
2015-10-01,56.75
2015-10-05,57.8
2015-10-06,58.1
2015-10-07,59.9
2015-10-08,62.15
2015-10-09,62.95
2015-10-12,62.55
2015-10-13,63.25
2015-10-14,66.7
2015-10-15,67.4
2015-10-16,67.4
2015-10-19,68.9
2015-10-20,69.3
2015-10-21,69.25
2015-10-23,68.9
2015-10-26,67.1
2015-10-27,66.85
2015-10-28,65.9
2015-10-29,64.5
2015-10-30,56.75
2015-11-02,52.6
2015-11-03,53.5
2015-11-04,53.7
2015-11-05,53.9
2015-11-06,52.9
2015-11-09,53.7
2015-11-10,53.35
2015-11-11,54.6
2015-11-13,56.2
2015-11-16,58.15
2015-11-17,58.95
2015-11-18,58.65
2015-11-19,57.45
2015-11-20,57.6
2015-11-23,58.2
2015-11-24,59.3
2015-11-26,59.45
2015-11-27,59.35
2015-11-30,59.7
2015-12-01,59.75
2015-12-02,59.05
2015-12-03,59.55
2015-12-04,59.0
2015-12-07,58.35
2015-12-08,57.85
2015-12-09,54.9
2015-12-10,52.65
2015-12-11,53.65
2015-12-14,51.95
2015-12-15,52.85
2015-12-16,51.9
2015-12-17,54.8
2015-12-18,55.05
2015-12-21,53.4
2015-12-22,53.0
2015-12-23,53.45
2015-12-24,53.3
2015-12-28,53.35
2015-12-29,61.05
2015-12-30,65.25
2015-12-31,65.2
