Date,NATIONALUM
2015-01-01,55.7
2015-01-02,55.1
2015-01-05,53.45
2015-01-06,51.5
2015-01-07,50.95
2015-01-08,51.15
2015-01-09,50.55
2015-01-12,49.65
2015-01-13,48.8
2015-01-14,47.6
2015-01-15,47.25
2015-01-16,46.9
2015-01-19,47.1
2015-01-20,47.55
2015-01-21,47.9
2015-01-22,47.75
2015-01-23,48.6
2015-01-27,47.7
2015-01-28,46.2
2015-01-29,44.8
2015-01-30,45.3
2015-02-02,45.9
2015-02-03,46.75
2015-02-04,48.4
2015-02-05,48.55
2015-02-06,49.25
2015-02-09,48.6
2015-02-10,49.55
2015-02-11,49.5
2015-02-12,49.8
2015-02-13,48.65
2015-02-16,47.75
2015-02-18,48.25
2015-02-19,47.95
2015-02-20,47.85
2015-02-23,47.7
2015-02-24,47.9
2015-02-25,47.9
2015-02-26,47.95
2015-02-27,47.95
2015-02-28,47.2
2015-03-02,46.75
2015-03-03,48.35
2015-03-04,49.5
2015-03-05,49.95
2015-03-09,48.65
2015-03-10,48.95
2015-03-11,47.75
2015-03-12,47.5
2015-03-13,47.15
2015-03-16,46.5
2015-03-17,47.55
2015-03-18,46.15
2015-03-19,45.15
2015-03-20,44.45
2015-03-23,44.6
2015-03-24,44.7
2015-03-25,43.4
2015-03-26,42.8
2015-03-27,42.45
2015-03-30,44.6
2015-03-31,46.65
2015-04-01,47.15
2015-04-06,47.75
2015-04-07,47.4
2015-04-08,47.3
2015-04-09,47.1
2015-04-10,47.25
2015-04-13,47.45
2015-04-15,48.0
2015-04-16,47.15
2015-04-17,47.85
2015-04-20,46.35
2015-04-21,47.05
2015-04-22,47.15
2015-04-23,46.9
2015-04-24,46.35
2015-04-27,46.2
2015-04-28,45.65
2015-04-29,47.35
2015-04-30,47.5
2015-05-04,47.7
2015-05-05,47.4
2015-05-06,48.2
2015-05-07,48.5
2015-05-08,48.6
2015-05-11,50.3
2015-05-12,50.25
2015-05-13,49.5
2015-05-14,49.45
2015-05-15,49.75
2015-05-18,49.9
2015-05-19,49.45
2015-05-20,49.45
2015-05-21,48.45
2015-05-22,48.8
2015-05-25,48.55
2015-05-26,48.2
2015-05-27,48.5
2015-05-28,48.1
2015-05-29,48.45
2015-06-01,48.3
2015-06-02,48.15
2015-06-03,45.7
2015-06-04,43.6
2015-06-05,43.45
2015-06-08,41.6
2015-06-09,40.45
2015-06-10,40.25
2015-06-11,41.65
2015-06-12,40.9
2015-06-15,41.2
2015-06-16,41.35
2015-06-17,42.3
2015-06-18,41.95
2015-06-19,42.95
2015-06-22,42.9
2015-06-23,42.4
2015-06-24,41.8
2015-06-25,41.1
2015-06-26,40.8
2015-06-29,39.85
2015-06-30,40.0
2015-07-01,40.0
2015-07-02,39.7
2015-07-03,39.75
2015-07-06,40.0
2015-07-07,39.55
2015-07-08,38.85
2015-07-09,40.0
2015-07-10,39.1
2015-07-13,38.65
2015-07-14,38.35
2015-07-15,39.2
2015-07-16,38.95
2015-07-17,39.1
2015-07-20,38.75
2015-07-21,38.25
2015-07-22,38.05
2015-07-23,37.7
2015-07-24,37.2
2015-07-27,36.45
2015-07-28,35.65
2015-07-29,36.1
2015-07-30,35.5
2015-07-31,35.45
2015-08-03,35.0
2015-08-04,37.15
2015-08-05,38.7
2015-08-06,39.25
2015-08-07,38.5
2015-08-10,38.15
2015-08-11,38.1
2015-08-12,36.5
2015-08-13,32.95
2015-08-14,31.6
2015-08-17,32.45
2015-08-18,32.55
2015-08-19,32.1
2015-08-20,31.25
2015-08-21,30.4
2015-08-24,29.55
2015-08-25,29.3
2015-08-26,29.7
2015-08-27,29.05
2015-08-28,30.8
2015-08-31,32.3
2015-09-01,32.25
2015-09-02,32.35
2015-09-03,33.25
2015-09-04,32.65
2015-09-07,33.55
2015-09-08,33.8
2015-09-09,34.55
2015-09-10,35.0
2015-09-11,35.3
2015-09-14,37.0
2015-09-15,37.45
2015-09-16,36.3
2015-09-18,36.65
2015-09-21,36.65
2015-09-22,36.45
2015-09-23,36.45
2015-09-24,36.65
2015-09-28,36.55
2015-09-29,34.9
2015-09-30,35.15
2015-10-01,35.0
2015-10-05,35.0
2015-10-06,35.7
2015-10-07,36.1
2015-10-08,36.45
2015-10-09,38.7
2015-10-12,39.85
2015-10-13,40.85
2015-10-14,40.45
2015-10-15,40.1
2015-10-16,40.2
2015-10-19,40.1
2015-10-20,40.0
2015-10-21,40.7
2015-10-23,40.9
2015-10-26,40.0
2015-10-27,39.95
2015-10-28,39.85
2015-10-29,38.9
2015-10-30,38.5
2015-11-02,38.05
2015-11-03,38.2
2015-11-04,38.5
2015-11-05,38.25
2015-11-06,37.95
2015-11-09,37.45
2015-11-10,36.1
2015-11-11,37.2
2015-11-13,35.7
2015-11-16,36.9
2015-11-17,36.15
2015-11-18,36.35
2015-11-19,37.45
2015-11-20,38.05
2015-11-23,37.75
2015-11-24,37.5
2015-11-26,39.5
2015-11-27,39.65
2015-11-30,40.5
2015-12-01,40.5
2015-12-02,40.5
2015-12-03,39.2
2015-12-04,40.9
2015-12-07,40.25
2015-12-08,39.35
2015-12-09,37.95
2015-12-10,38.75
2015-12-11,38.35
2015-12-14,38.55
2015-12-15,39.3
2015-12-16,39.8
2015-12-17,41.45
2015-12-18,41.9
2015-12-21,44.4
2015-12-22,41.3
2015-12-23,40.1
2015-12-24,41.0
2015-12-28,40.35
2015-12-29,40.0
2015-12-30,40.5
2015-12-31,39.95
