Date,HBLPOWER
2015-01-01,33.8
2015-01-02,36.5
2015-01-05,35.5
2015-01-06,33.55
2015-01-07,32.75
2015-01-08,35.05
2015-01-09,35.05
2015-01-12,37.6
2015-01-13,35.7
2015-01-14,36.45
2015-01-15,37.65
2015-01-16,37.85
2015-01-19,38.1
2015-01-20,37.55
2015-01-21,37.2
2015-01-22,36.9
2015-01-23,36.75
2015-01-27,36.85
2015-01-28,35.1
2015-01-29,35.85
2015-01-30,34.9
2015-02-02,38.25
2015-02-03,37.6
2015-02-04,39.3
2015-02-05,37.85
2015-02-06,36.45
2015-02-09,36.85
2015-02-10,37.0
2015-02-11,39.05
2015-02-12,41.1
2015-02-13,38.05
2015-02-16,40.2
2015-02-18,44.0
2015-02-19,50.25
2015-02-20,55.95
2015-02-23,57.3
2015-02-24,51.6
2015-02-25,53.5
2015-02-26,52.5
2015-02-27,55.8
2015-02-28,54.25
2015-03-02,54.45
2015-03-03,55.35
2015-03-04,52.65
2015-03-05,53.45
2015-03-09,50.75
2015-03-10,53.0
2015-03-11,53.1
2015-03-12,53.4
2015-03-13,51.95
2015-03-16,51.2
2015-03-17,52.6
2015-03-18,51.7
2015-03-19,51.5
2015-03-20,49.7
2015-03-23,46.5
2015-03-24,47.6
2015-03-25,44.7
2015-03-26,45.35
2015-03-27,46.6
2015-03-30,51.25
2015-03-31,51.1
2015-04-01,52.75
2015-04-06,54.6
2015-04-07,61.25
2015-04-08,61.45
2015-04-09,59.4
2015-04-10,61.15
2015-04-13,62.0
2015-04-15,62.15
2015-04-16,60.0
2015-04-17,60.6
2015-04-20,59.3
2015-04-21,58.85
2015-04-22,57.95
2015-04-23,57.1
2015-04-24,52.7
2015-04-27,47.9
2015-04-28,50.0
2015-04-29,52.35
2015-04-30,50.4
2015-05-04,54.0
2015-05-05,54.45
2015-05-06,50.5
2015-05-07,48.75
2015-05-08,50.15
2015-05-11,51.1
2015-05-12,48.1
2015-05-13,49.5
2015-05-14,50.15
2015-05-15,52.85
2015-05-18,53.55
2015-05-19,56.65
2015-05-20,56.35
2015-05-21,57.25
2015-05-22,58.1
2015-05-25,55.85
2015-05-26,56.45
2015-05-27,56.7
2015-05-28,55.9
2015-05-29,55.5
2015-06-01,52.05
2015-06-02,50.2
2015-06-03,46.75
2015-06-04,46.3
2015-06-05,47.5
2015-06-08,45.75
2015-06-09,45.75
2015-06-10,46.65
2015-06-11,46.35
2015-06-12,47.0
2015-06-15,46.0
2015-06-16,47.8
2015-06-17,48.35
2015-06-18,48.75
2015-06-19,50.1
2015-06-22,50.45
2015-06-23,50.0
2015-06-24,48.9
2015-06-25,47.95
2015-06-26,47.25
2015-06-29,45.85
2015-06-30,47.3
2015-07-01,48.85
2015-07-02,49.3
2015-07-03,46.95
2015-07-06,48.35
2015-07-07,47.3
2015-07-08,48.05
2015-07-09,47.45
2015-07-10,47.2
2015-07-13,50.45
2015-07-14,53.2
2015-07-15,52.55
2015-07-16,51.5
2015-07-17,51.5
2015-07-20,50.15
2015-07-21,48.65
2015-07-22,49.85
2015-07-23,49.0
2015-07-24,47.65
2015-07-27,46.65
2015-07-28,48.0
2015-07-29,48.15
2015-07-30,48.5
2015-07-31,49.2
2015-08-03,48.9
2015-08-04,48.15
2015-08-05,52.75
2015-08-06,52.95
2015-08-07,56.25
2015-08-10,55.0
2015-08-11,52.45
2015-08-12,49.4
2015-08-13,48.35
2015-08-14,51.25
2015-08-17,48.6
2015-08-18,47.4
2015-08-19,46.2
2015-08-20,45.95
2015-08-21,45.0
2015-08-24,37.3
2015-08-25,36.35
2015-08-26,36.3
2015-08-27,38.0
2015-08-28,39.35
2015-08-31,38.45
2015-09-01,37.05
2015-09-02,36.9
2015-09-03,37.5
2015-09-04,35.55
2015-09-07,33.95
2015-09-08,33.3
2015-09-09,35.05
2015-09-10,34.3
2015-09-11,34.9
2015-09-14,37.65
2015-09-15,37.55
2015-09-16,36.7
2015-09-18,37.85
2015-09-21,40.2
2015-09-22,38.65
2015-09-23,38.8
2015-09-24,38.85
2015-09-28,37.25
2015-09-29,38.5
2015-09-30,38.95
2015-10-01,38.85
2015-10-05,41.5
2015-10-06,41.15
2015-10-07,41.0
2015-10-08,40.5
2015-10-09,40.45
2015-10-12,40.85
2015-10-13,41.05
2015-10-14,40.7
2015-10-15,42.75
2015-10-16,42.8
2015-10-19,41.95
2015-10-20,41.3
2015-10-21,40.6
2015-10-23,40.3
2015-10-26,39.25
2015-10-27,38.2
2015-10-28,37.45
2015-10-29,36.8
2015-10-30,37.65
2015-11-02,36.8
2015-11-03,36.5
2015-11-04,37.05
2015-11-05,36.6
2015-11-06,35.85
2015-11-09,36.25
2015-11-10,35.8
2015-11-11,36.25
2015-11-13,33.5
2015-11-16,34.6
2015-11-17,33.95
2015-11-18,33.7
2015-11-19,34.35
2015-11-20,34.7
2015-11-23,35.1
2015-11-24,36.85
2015-11-26,39.3
2015-11-27,38.2
2015-11-30,39.75
2015-12-01,41.85
2015-12-02,44.3
2015-12-03,43.65
2015-12-04,43.8
2015-12-07,45.25
2015-12-08,44.9
2015-12-09,42.6
2015-12-10,43.8
2015-12-11,44.9
2015-12-14,44.6
2015-12-15,48.05
2015-12-16,49.6
2015-12-17,51.45
2015-12-18,49.95
2015-12-21,46.85
2015-12-22,47.9
2015-12-23,45.9
2015-12-24,43.6
2015-12-28,44.7
2015-12-29,43.6
2015-12-30,45.4
2015-12-31,44.8
