Date,AJANTPHARM
2015-01-01,2358.1
2015-01-02,2308.85
2015-01-05,2339.05
2015-01-06,2324.45
2015-01-07,2311.75
2015-01-08,2318.95
2015-01-09,2319.5
2015-01-12,2396.3
2015-01-13,2472.6
2015-01-14,2592.25
2015-01-15,2543.45
2015-01-16,2471.7
2015-01-19,2518.05
2015-01-20,2475.8
2015-01-21,2468.15
2015-01-22,2454.4
2015-01-23,2399.85
2015-01-27,2393.9
2015-01-28,2684.7
2015-01-29,2570.6
2015-01-30,2554.75
2015-02-02,2539.55
2015-02-03,2491.95
2015-02-04,2461.25
2015-02-05,2436.3
2015-02-06,2498.25
2015-02-09,2503.7
2015-02-10,2508.15
2015-02-11,2504.15
2015-02-12,2516.8
2015-02-13,2697.05
2015-02-16,2782.75
2015-02-18,2810.6
2015-02-19,2733.6
2015-02-20,2707.7
2015-02-23,2710.7
2015-02-24,2762.25
2015-02-25,2763.0
2015-02-26,2748.65
2015-02-27,2726.15
2015-02-28,2801.65
2015-03-02,2933.55
2015-03-03,3060.15
2015-03-04,3016.25
2015-03-05,2996.2
2015-03-09,2975.8
2015-03-10,2984.85
2015-03-11,3022.25
2015-03-12,3286.0
2015-03-13,3113.1
2015-03-16,3045.0
2015-03-17,3091.2
2015-03-18,3052.25
2015-03-19,3067.25
2015-03-20,1130.8
2015-03-23,1164.1
2015-03-24,1145.6
2015-03-25,1176.6
2015-03-26,1198.5
2015-03-27,1204.85
2015-03-30,1218.7
2015-03-31,1229.0
2015-04-01,1223.3
2015-04-06,1290.85
2015-04-07,1315.45
2015-04-08,1425.9
2015-04-09,1413.3
2015-04-10,1375.0
2015-04-13,1338.15
2015-04-15,1377.05
2015-04-16,1416.6
2015-04-17,1431.65
2015-04-20,1423.25
2015-04-21,1392.25
2015-04-22,1374.15
2015-04-23,1403.1
2015-04-24,1331.3
2015-04-27,1296.7
2015-04-28,1237.15
2015-04-29,1278.9
2015-04-30,1263.0
2015-05-04,1326.7
2015-05-05,1340.65
2015-05-06,1420.5
2015-05-07,1343.75
2015-05-08,1263.9
2015-05-11,1277.3
2015-05-12,1247.4
2015-05-13,1274.2
2015-05-14,1285.1
2015-05-15,1297.0
2015-05-18,1313.8
2015-05-19,1335.9
2015-05-20,1359.9
2015-05-21,1372.15
2015-05-22,1411.2
2015-05-25,1415.65
2015-05-26,1448.05
2015-05-27,1454.4
2015-05-28,1451.3
2015-05-29,1579.65
2015-06-01,1621.1
2015-06-02,1558.2
2015-06-03,1546.7
2015-06-04,1558.1
2015-06-05,1563.15
2015-06-08,1486.9
2015-06-09,1484.75
2015-06-10,1508.9
2015-06-11,1478.15
2015-06-12,1455.7
2015-06-15,1425.25
2015-06-16,1400.85
2015-06-17,1445.2
2015-06-18,1505.35
2015-06-19,1503.5
2015-06-22,1523.0
2015-06-23,1542.5
2015-06-24,1556.05
2015-06-25,1519.95
2015-06-26,1563.8
2015-06-29,1524.55
2015-06-30,1569.0
2015-07-01,1584.0
2015-07-02,1589.75
2015-07-03,1587.25
2015-07-06,1612.65
2015-07-07,1612.3
2015-07-08,1593.5
2015-07-09,1601.9
2015-07-10,1599.3
2015-07-13,1603.55
2015-07-14,1600.9
2015-07-15,1602.15
2015-07-16,1612.7
2015-07-17,1673.0
2015-07-20,1668.7
2015-07-21,1635.3
2015-07-22,1646.85
2015-07-23,1611.1
2015-07-24,1559.1
2015-07-27,1571.15
2015-07-28,1569.0
2015-07-29,1591.75
2015-07-30,1549.1
2015-07-31,1563.9
2015-08-03,1551.5
2015-08-04,1629.0
2015-08-05,1661.55
2015-08-06,1662.8
2015-08-07,1659.6
2015-08-10,1645.55
2015-08-11,1710.5
2015-08-12,1667.65
2015-08-13,1684.15
2015-08-14,1654.35
2015-08-17,1660.55
2015-08-18,1647.9
2015-08-19,1674.0
2015-08-20,1637.1
2015-08-21,1636.9
2015-08-24,1448.5
2015-08-25,1435.3
2015-08-26,1441.4
2015-08-27,1432.3
2015-08-28,1429.1
2015-08-31,1499.8
2015-09-01,1523.4
2015-09-02,1515.5
2015-09-03,1501.45
2015-09-04,1436.55
2015-09-07,1374.1
2015-09-08,1377.35
2015-09-09,1401.35
2015-09-10,1413.05
2015-09-11,1409.95
2015-09-14,1420.9
2015-09-15,1477.95
2015-09-16,1437.9
2015-09-18,1450.25
2015-09-21,1447.4
2015-09-22,1424.6
2015-09-23,1432.55
2015-09-24,1426.1
2015-09-28,1443.85
2015-09-29,1437.55
2015-09-30,1479.75
2015-10-01,1510.9
2015-10-05,1499.85
2015-10-06,1523.1
2015-10-07,1510.9
2015-10-08,1498.75
2015-10-09,1491.85
2015-10-12,1475.55
2015-10-13,1482.8
2015-10-14,1497.5
2015-10-15,1505.8
2015-10-16,1504.85
2015-10-19,1570.7
2015-10-20,1593.2
2015-10-21,1570.35
2015-10-23,1561.0
2015-10-26,1564.2
2015-10-27,1588.25
2015-10-28,1559.25
2015-10-29,1587.6
2015-10-30,1549.4
2015-11-02,1528.05
2015-11-03,1538.65
2015-11-04,1522.15
2015-11-05,1502.6
2015-11-06,1462.95
2015-11-09,1439.35
2015-11-10,1420.05
2015-11-11,1429.65
2015-11-13,1387.9
2015-11-16,1335.8
2015-11-17,1350.15
2015-11-18,1346.2
2015-11-19,1347.0
2015-11-20,1340.8
2015-11-23,1322.3
2015-11-24,1343.7
2015-11-26,1326.9
2015-11-27,1327.0
2015-11-30,1327.5
2015-12-01,1347.25
2015-12-02,1374.7
2015-12-03,1358.95
2015-12-04,1335.05
2015-12-07,1336.9
2015-12-08,1332.8
2015-12-09,1260.9
2015-12-10,1284.0
2015-12-11,1261.15
2015-12-14,1254.15
2015-12-15,1288.7
2015-12-16,1278.5
2015-12-17,1299.2
2015-12-18,1275.65
2015-12-21,1285.0
2015-12-22,1285.35
2015-12-23,1291.8
2015-12-24,1324.75
2015-12-28,1346.9
2015-12-29,1344.6
2015-12-30,1345.05
2015-12-31,1331.75
