Date,THERMAX
2015-01-01,1064.2
2015-01-02,1049.9
2015-01-05,1037.2
2015-01-06,1017.4
2015-01-07,1035.15
2015-01-08,1045.2
2015-01-09,1049.3
2015-01-12,1057.75
2015-01-13,1028.75
2015-01-14,1025.75
2015-01-15,1032.1
2015-01-16,1030.2
2015-01-19,1055.4
2015-01-20,1061.4
2015-01-21,1049.75
2015-01-22,1124.4
2015-01-23,1101.9
2015-01-27,1137.25
2015-01-28,1189.45
2015-01-29,1181.85
2015-01-30,1145.2
2015-02-02,1141.0
2015-02-03,1153.4
2015-02-04,1122.15
2015-02-05,1123.15
2015-02-06,1113.9
2015-02-09,1101.4
2015-02-10,1092.25
2015-02-11,1090.7
2015-02-12,1159.25
2015-02-13,1205.55
2015-02-16,1207.0
2015-02-18,1218.7
2015-02-19,1249.45
2015-02-20,1246.2
2015-02-23,1216.8
2015-02-24,1190.4
2015-02-25,1153.3
2015-02-26,1141.9
2015-02-27,1142.55
2015-02-28,1157.4
2015-03-02,1236.85
2015-03-03,1236.25
2015-03-04,1220.95
2015-03-05,1226.85
2015-03-09,1259.9
2015-03-10,1297.2
2015-03-11,1277.45
2015-03-12,1275.15
2015-03-13,1263.25
2015-03-16,1215.0
2015-03-17,1186.55
2015-03-18,1173.15
2015-03-19,1152.35
2015-03-20,1158.05
2015-03-23,1131.25
2015-03-24,1108.0
2015-03-25,1098.85
2015-03-26,1074.05
2015-03-27,1078.0
2015-03-30,1098.05
2015-03-31,1068.65
2015-04-01,1098.95
2015-04-06,1112.95
2015-04-07,1095.9
2015-04-08,1124.4
2015-04-09,1100.05
2015-04-10,1085.35
2015-04-13,1077.6
2015-04-15,1070.1
2015-04-16,1078.7
2015-04-17,1058.85
2015-04-20,1036.6
2015-04-21,1032.65
2015-04-22,1009.75
2015-04-23,984.5
2015-04-24,945.6
2015-04-27,947.1
2015-04-28,953.55
2015-04-29,983.8
2015-04-30,980.65
2015-05-04,980.05
2015-05-05,978.4
2015-05-06,973.55
2015-05-07,958.6
2015-05-08,973.45
2015-05-11,971.3
2015-05-12,969.85
2015-05-13,961.55
2015-05-14,963.45
2015-05-15,962.3
2015-05-18,967.7
2015-05-19,977.7
2015-05-20,1035.3
2015-05-21,1021.65
2015-05-22,1037.55
2015-05-25,1034.8
2015-05-26,1014.35
2015-05-27,987.2
2015-05-28,959.25
2015-05-29,963.6
2015-06-01,974.95
2015-06-02,973.3
2015-06-03,978.3
2015-06-04,952.05
2015-06-05,934.65
2015-06-08,909.2
2015-06-09,936.85
2015-06-10,957.1
2015-06-11,950.65
2015-06-12,947.2
2015-06-15,937.1
2015-06-16,924.25
2015-06-17,942.25
2015-06-18,946.2
2015-06-19,947.85
2015-06-22,999.3
2015-06-23,1051.3
2015-06-24,1050.5
2015-06-25,1052.0
2015-06-26,1049.2
2015-06-29,1037.15
2015-06-30,1045.65
2015-07-01,1060.15
2015-07-02,1091.45
2015-07-03,1061.45
2015-07-06,1045.95
2015-07-07,1040.05
2015-07-08,1057.1
2015-07-09,1068.25
2015-07-10,1060.75
2015-07-13,1052.7
2015-07-14,1043.25
2015-07-15,1040.8
2015-07-16,1060.2
2015-07-17,1063.85
2015-07-20,1125.5
2015-07-21,1073.6
2015-07-22,1061.05
2015-07-23,1063.15
2015-07-24,1055.65
2015-07-27,1060.8
2015-07-28,1030.85
2015-07-29,1041.5
2015-07-30,1046.8
2015-07-31,1045.55
2015-08-03,1046.35
2015-08-04,1024.85
2015-08-05,1032.75
2015-08-06,1052.95
2015-08-07,1042.6
2015-08-10,1029.4
2015-08-11,1039.05
2015-08-12,1012.15
2015-08-13,1016.5
2015-08-14,1012.7
2015-08-17,1027.05
2015-08-18,1039.15
2015-08-19,1051.55
2015-08-20,1030.45
