Date,VSTTILLERS
2015-01-01,1383.35
2015-01-02,1375.45
2015-01-05,1394.45
2015-01-06,1394.75
2015-01-07,1389.2
2015-01-08,1385.25
2015-01-09,1394.65
2015-01-12,1542.4
2015-01-13,1517.75
2015-01-14,1497.9
2015-01-15,1506.15
2015-01-16,1516.15
2015-01-19,1583.15
2015-01-20,1570.5
2015-01-21,1524.0
2015-01-22,1520.7
2015-01-23,1520.05
2015-01-27,1500.2
2015-01-28,1525.8
2015-01-29,1515.75
2015-01-30,1497.8
2015-02-02,1507.1
2015-02-03,1500.35
2015-02-04,1480.7
2015-02-05,1486.7
2015-02-06,1502.85
2015-02-09,1514.25
2015-02-10,1510.55
2015-02-11,1495.8
2015-02-12,1498.45
2015-02-13,1505.5
2015-02-16,1530.4
2015-02-18,1514.2
2015-02-19,1480.35
2015-02-20,1487.1
2015-02-23,1475.35
2015-02-24,1482.0
2015-02-25,1461.35
2015-02-26,1458.4
2015-02-27,1489.35
2015-02-28,1492.9
2015-03-02,1510.4
2015-03-03,1526.05
2015-03-04,1529.95
2015-03-05,1589.15
2015-03-09,1522.25
2015-03-10,1503.5
2015-03-11,1488.1
2015-03-12,1479.75
2015-03-13,1450.35
2015-03-16,1406.55
2015-03-17,1394.75
2015-03-18,1379.8
2015-03-19,1353.1
2015-03-20,1391.2
2015-03-23,1330.4
2015-03-24,1359.6
2015-03-25,1350.7
2015-03-26,1302.8
2015-03-27,1232.7
2015-03-30,1237.6
2015-03-31,1249.0
2015-04-01,1282.25
2015-04-06,1311.75
2015-04-07,1280.8
2015-04-08,1300.5
2015-04-09,1302.15
2015-04-10,1308.5
2015-04-13,1357.65
2015-04-15,1435.5
2015-04-16,1452.15
2015-04-17,1402.4
2015-04-20,1362.35
2015-04-21,1378.85
2015-04-22,1475.45
2015-04-23,1444.45
2015-04-24,1441.05
2015-04-27,1419.4
2015-04-28,1439.45
2015-04-29,1430.85
2015-04-30,1419.5
2015-05-04,1430.25
2015-05-05,1470.4
2015-05-06,1465.85
2015-05-07,1449.25
2015-05-08,1453.05
2015-05-11,1451.35
2015-05-12,1451.4
2015-05-13,1442.15
2015-05-14,1430.0
2015-05-15,1447.8
2015-05-18,1423.4
2015-05-19,1420.6
2015-05-20,1421.45
2015-05-21,1422.05
2015-05-22,1411.2
2015-05-25,1423.6
2015-05-26,1420.0
2015-05-27,1421.5
2015-05-28,1436.45
2015-05-29,1447.25
2015-06-01,1490.0
2015-06-02,1485.0
2015-06-03,1452.15
2015-06-04,1450.6
2015-06-05,1427.95
2015-06-08,1425.4
2015-06-09,1408.4
2015-06-10,1405.9
2015-06-11,1412.65
2015-06-12,1409.65
2015-06-15,1375.0
2015-06-16,1352.2
2015-06-17,1340.95
2015-06-18,1346.1
2015-06-19,1341.4
2015-06-22,1404.05
2015-06-23,1416.9
2015-06-24,1415.3
2015-06-25,1425.3
2015-06-26,1418.05
2015-06-29,1396.75
2015-06-30,1402.6
2015-07-01,1432.3
2015-07-02,1477.2
