Date,ORISSAMINE
2015-01-01,3408.05
2015-01-02,3300.65
2015-01-05,3324.2
2015-01-06,3177.05
2015-01-07,3183.3
2015-01-08,3291.8
2015-01-09,3239.3
2015-01-12,3192.15
2015-01-13,3230.2
2015-01-14,3171.6
2015-01-15,3164.1
2015-01-16,3152.35
2015-01-19,3121.7
2015-01-20,3097.1
2015-01-21,3048.1
2015-01-22,3073.15
2015-01-23,3048.9
2015-01-27,3069.45
2015-01-28,3078.6
2015-01-29,3087.05
2015-01-30,3086.55
2015-02-02,3012.25
2015-02-03,2991.0
2015-02-04,2967.8
2015-02-05,2997.0
2015-02-06,3006.35
2015-02-09,2910.05
2015-02-10,2893.95
2015-02-11,2938.7
2015-02-12,2902.35
2015-02-13,2891.35
2015-02-16,2999.05
2015-02-18,3045.75
2015-02-19,3220.45
2015-02-20,3107.55
2015-02-23,3035.0
2015-02-24,2958.9
2015-02-25,2941.05
2015-02-26,2878.95
2015-02-27,2921.85
2015-02-28,2892.25
2015-03-02,2885.6
2015-03-03,2965.1
2015-03-04,2880.25
2015-03-05,2884.75
2015-03-09,2760.4
2015-03-10,2704.0
2015-03-11,2610.65
2015-03-12,2514.85
2015-03-13,2442.2
2015-03-16,2331.25
2015-03-17,2193.1
2015-03-18,2375.15
2015-03-19,2223.6
2015-03-20,2261.5
2015-03-23,2210.95
2015-03-24,2127.0
2015-03-25,2019.15
2015-03-26,1984.15
2015-03-27,1983.3
2015-03-30,2023.75
2015-03-31,2078.6
2015-04-01,2156.7
2015-04-06,2252.25
2015-04-07,2588.5
2015-04-08,2677.05
2015-04-09,3169.65
2015-04-10,3041.45
2015-04-13,3345.55
2015-04-15,3314.1
2015-04-16,3145.9
2015-04-17,3152.3
2015-04-20,2979.9
2015-04-21,2895.95
2015-04-22,2913.5
2015-04-23,2885.45
2015-04-24,2689.55
2015-04-27,2545.9
2015-04-28,2565.55
2015-04-29,2610.25
2015-04-30,2558.6
2015-05-04,2674.4
2015-05-05,2643.55
2015-05-06,2525.6
2015-05-07,2482.25
2015-05-08,2503.2
2015-05-11,2521.95
2015-05-12,2443.5
2015-05-13,2562.05
2015-05-14,2534.75
2015-05-15,2520.35
2015-05-18,2496.8
2015-05-19,2518.9
2015-05-20,2517.05
2015-05-21,2515.15
2015-05-22,2502.55
2015-05-25,2491.55
2015-05-26,2485.75
2015-05-27,2479.1
2015-05-28,2489.85
2015-05-29,2514.45
2015-06-01,2471.75
2015-06-02,2422.9
2015-06-03,2365.8
2015-06-04,2354.95
2015-06-05,2342.0
2015-06-08,2307.75
2015-06-09,2273.4
2015-06-10,2312.1
2015-06-11,2263.35
2015-06-12,2235.15
2015-06-15,2252.35
2015-06-16,2250.95
2015-06-17,2306.4
2015-06-18,2552.3
2015-06-19,2542.15
2015-06-22,2537.15
2015-06-23,2484.55
2015-06-24,2592.1
2015-06-25,2566.9
2015-06-26,2519.2
2015-06-29,2434.3
2015-06-30,2493.55
2015-07-01,2517.5
