Date,TVSMOTOR
2015-01-01,277.55
2015-01-02,267.45
2015-01-05,270.9
2015-01-06,268.05
2015-01-07,278.3
2015-01-08,296.2
2015-01-09,296.5
2015-01-12,299.5
2015-01-13,308.95
2015-01-14,307.9
2015-01-15,316.05
2015-01-16,320.15
2015-01-19,308.85
2015-01-20,308.95
2015-01-21,300.65
2015-01-22,300.6
2015-01-23,306.45
2015-01-27,308.4
2015-01-28,312.0
2015-01-29,310.1
2015-01-30,308.2
2015-02-02,285.25
2015-02-03,285.25
2015-02-04,294.4
2015-02-05,293.5
2015-02-06,293.6
2015-02-09,294.05
2015-02-10,295.4
2015-02-11,301.1
2015-02-12,304.85
2015-02-13,307.85
2015-02-16,302.45
2015-02-18,301.75
2015-02-19,295.05
2015-02-20,296.0
2015-02-23,289.45
2015-02-24,269.55
2015-02-25,271.55
2015-02-26,271.0
2015-02-27,282.0
2015-02-28,278.35
2015-03-02,272.0
2015-03-03,293.2
2015-03-04,289.3
2015-03-05,292.35
2015-03-09,286.95
2015-03-10,295.0
2015-03-11,285.25
2015-03-12,289.65
2015-03-13,277.7
2015-03-16,274.15
2015-03-17,283.25
2015-03-18,278.85
2015-03-19,273.35
2015-03-20,268.45
2015-03-23,266.55
2015-03-24,259.9
2015-03-25,259.4
2015-03-26,266.45
2015-03-27,271.95
2015-03-30,266.3
2015-03-31,263.85
2015-04-01,254.8
2015-04-06,252.75
2015-04-07,255.4
2015-04-08,251.05
2015-04-09,250.6
2015-04-10,256.95
2015-04-13,254.85
2015-04-15,251.3
2015-04-16,244.7
2015-04-17,244.45
2015-04-20,234.3
2015-04-21,238.15
2015-04-22,237.7
2015-04-23,233.55
2015-04-24,232.15
2015-04-27,229.1
2015-04-28,228.0
2015-04-29,236.95
2015-04-30,235.65
2015-05-04,249.65
2015-05-05,240.35
2015-05-06,226.25
2015-05-07,215.3
2015-05-08,220.6
2015-05-11,227.05
2015-05-12,222.6
2015-05-13,220.1
2015-05-14,224.2
2015-05-15,221.3
2015-05-18,224.15
2015-05-19,222.05
2015-05-20,220.35
2015-05-21,229.65
2015-05-22,227.2
2015-05-25,230.25
2015-05-26,235.05
2015-05-27,236.2
2015-05-28,235.8
2015-05-29,238.15
2015-06-01,236.65
2015-06-02,224.55
2015-06-03,221.65
2015-06-04,226.25
2015-06-05,223.15
2015-06-08,218.8
2015-06-09,218.75
2015-06-10,224.0
2015-06-11,227.05
2015-06-12,224.6
2015-06-15,226.7
2015-06-16,228.1
2015-06-17,231.5
2015-06-18,231.7
2015-06-19,239.45
2015-06-22,245.05
2015-06-23,242.95
2015-06-24,239.85
2015-06-25,238.6
2015-06-26,245.2
2015-06-29,241.65
2015-06-30,244.1
2015-07-01,245.95
2015-07-02,257.3
2015-07-03,257.65
2015-07-06,264.75
2015-07-07,270.25
2015-07-08,264.35
2015-07-09,258.4
2015-07-10,257.15
2015-07-13,270.7
2015-07-14,266.5
2015-07-15,267.8
2015-07-16,266.7
2015-07-17,263.25
2015-07-20,263.8
2015-07-21,258.4
2015-07-22,263.7
2015-07-23,263.1
2015-07-24,251.55
2015-07-27,241.1
2015-07-28,232.35
2015-07-29,235.1
2015-07-30,236.2
2015-07-31,238.0
2015-08-03,230.1
2015-08-04,233.3
2015-08-05,235.0
2015-08-06,237.8
2015-08-07,239.6
2015-08-10,233.95
2015-08-11,223.25
2015-08-12,223.4
2015-08-13,225.55
2015-08-14,230.2
2015-08-17,230.25
2015-08-18,230.85
2015-08-19,229.9
2015-08-20,231.7
2015-08-21,229.5
2015-08-24,215.75
2015-08-25,223.75
2015-08-26,228.35
2015-08-27,226.5
2015-08-28,221.1
2015-08-31,223.65
2015-09-01,216.85
2015-09-02,221.6
2015-09-03,221.55
2015-09-04,223.2
2015-09-07,218.35
2015-09-08,220.7
2015-09-09,227.1
2015-09-10,229.25
2015-09-11,234.35
2015-09-14,231.7
2015-09-15,232.3
2015-09-16,233.4
2015-09-18,235.85
2015-09-21,233.8
2015-09-22,230.8
2015-09-23,230.35
2015-09-24,235.95
2015-09-28,232.15
2015-09-29,229.5
2015-09-30,230.05
2015-10-01,229.65
2015-10-05,229.6
2015-10-06,230.25
2015-10-07,241.4
2015-10-08,240.45
2015-10-09,239.35
2015-10-12,238.85
2015-10-13,243.0
2015-10-14,242.55
2015-10-15,243.2
2015-10-16,247.55
2015-10-19,246.95
2015-10-20,245.95
2015-10-21,253.25
2015-10-23,250.3
2015-10-26,244.75
2015-10-27,276.85
2015-10-28,271.7
2015-10-29,264.0
2015-10-30,265.5
2015-11-02,273.75
2015-11-03,287.9
2015-11-04,285.7
2015-11-05,281.2
2015-11-06,283.3
2015-11-09,289.75
2015-11-10,296.6
2015-11-11,296.55
2015-11-13,296.45
2015-11-16,295.8
2015-11-17,294.0
2015-11-18,286.2
2015-11-19,294.15
2015-11-20,293.3
2015-11-23,293.9
2015-11-24,290.35
2015-11-26,298.1
2015-11-27,305.3
2015-11-30,307.0
2015-12-01,304.15
2015-12-02,289.2
2015-12-03,283.5
2015-12-04,283.85
2015-12-07,281.75
2015-12-08,275.15
2015-12-09,270.7
2015-12-10,278.75
2015-12-11,274.0
2015-12-14,274.85
2015-12-15,285.05
2015-12-16,281.9
2015-12-17,287.55
2015-12-18,286.05
2015-12-21,288.95
2015-12-22,288.05
2015-12-23,290.25
2015-12-24,285.45
2015-12-28,285.9
2015-12-29,293.15
2015-12-30,290.25
2015-12-31,289.8
