Date,YESBANK
2015-01-01,772.55
2015-01-02,792.2
2015-01-05,793.9
2015-01-06,771.65
2015-01-07,757.35
2015-01-08,769.15
2015-01-09,763.85
2015-01-12,777.85
2015-01-13,781.75
2015-01-14,786.7
2015-01-15,813.2
2015-01-16,802.65
2015-01-19,824.95
2015-01-20,858.35
2015-01-21,855.2
2015-01-22,852.0
2015-01-23,876.2
2015-01-27,882.85
2015-01-28,883.8
2015-01-29,874.25
2015-01-30,862.45
2015-02-02,832.2
2015-02-03,807.15
2015-02-04,802.35
2015-02-05,807.85
2015-02-06,810.8
2015-02-09,796.55
2015-02-10,817.8
2015-02-11,826.55
2015-02-12,839.1
2015-02-13,835.05
2015-02-16,815.65
2015-02-18,819.65
2015-02-19,813.35
2015-02-20,825.05
2015-02-23,811.0
2015-02-24,800.35
2015-02-25,794.85
2015-02-26,783.6
2015-02-27,820.8
2015-02-28,861.95
2015-03-02,882.5
2015-03-03,878.65
2015-03-04,856.65
2015-03-05,856.7
2015-03-09,824.15
2015-03-10,827.6
2015-03-11,822.9
2015-03-12,823.2
2015-03-13,803.35
2015-03-16,813.85
2015-03-17,833.2
2015-03-18,855.7
2015-03-19,834.0
2015-03-20,832.05
2015-03-23,829.2
2015-03-24,822.65
2015-03-25,806.5
2015-03-26,806.35
2015-03-27,816.0
2015-03-30,822.95
2015-03-31,815.75
2015-04-01,847.75
2015-04-06,845.9
2015-04-07,840.8
2015-04-08,820.6
2015-04-09,841.7
2015-04-10,842.6
2015-04-13,841.7
2015-04-15,845.65
2015-04-16,850.8
2015-04-17,809.4
2015-04-20,787.9
2015-04-21,783.75
2015-04-22,796.05
2015-04-23,851.3
2015-04-24,823.95
2015-04-27,811.1
2015-04-28,826.45
2015-04-29,834.55
2015-04-30,839.45
2015-05-04,853.9
2015-05-05,857.45
2015-05-06,821.05
2015-05-07,798.4
2015-05-08,826.1
2015-05-11,844.35
2015-05-12,822.65
2015-05-13,840.75
2015-05-14,838.8
2015-05-15,849.55
2015-05-18,864.55
2015-05-19,864.05
2015-05-20,874.8
2015-05-21,860.8
2015-05-22,866.85
2015-05-25,852.7
2015-05-26,860.75
2015-05-27,870.9
2015-05-28,859.05
2015-05-29,882.3
2015-06-01,879.55
2015-06-02,845.7
2015-06-03,829.4
2015-06-04,827.15
2015-06-05,823.4
2015-06-08,822.6
2015-06-09,823.2
2015-06-10,833.45
2015-06-11,804.6
2015-06-12,805.45
2015-06-15,803.55
2015-06-16,815.5
2015-06-17,817.1
2015-06-18,824.65
2015-06-19,829.9
2015-06-22,859.4
2015-06-23,866.4
2015-06-24,860.05
2015-06-25,858.65
2015-06-26,850.75
2015-06-29,837.55
2015-06-30,843.85
2015-07-01,867.05
2015-07-02,869.7
2015-07-03,871.35
2015-07-06,869.55
2015-07-07,862.0
2015-07-08,797.5
2015-07-09,799.8
2015-07-10,809.85
2015-07-13,814.5
2015-07-14,812.0
2015-07-15,804.3
2015-07-16,830.35
2015-07-17,824.55
2015-07-20,817.95
2015-07-21,807.65
2015-07-22,823.1
2015-07-23,820.35
2015-07-24,808.15
2015-07-27,785.3
2015-07-28,794.95
2015-07-29,816.1
2015-07-30,812.5
2015-07-31,828.95
2015-08-03,833.25
2015-08-04,841.65
2015-08-05,830.6
2015-08-06,827.6
2015-08-07,821.45
2015-08-10,816.75
2015-08-11,798.65
2015-08-12,770.0
2015-08-13,762.15
2015-08-14,796.8
2015-08-17,790.6
2015-08-18,786.0
2015-08-19,774.25
2015-08-20,720.05
2015-08-21,692.15
2015-08-24,629.7
2015-08-25,680.7
2015-08-26,681.65
2015-08-27,687.6
2015-08-28,676.7
2015-08-31,689.45
2015-09-01,666.4
2015-09-02,659.25
2015-09-03,671.7
2015-09-04,647.2
2015-09-07,650.7
2015-09-08,696.85
2015-09-09,716.55
2015-09-10,713.0
2015-09-11,710.95
2015-09-14,731.65
2015-09-15,729.0
2015-09-16,758.45
2015-09-18,771.65
2015-09-21,767.2
2015-09-22,733.25
2015-09-23,738.25
2015-09-24,720.9
2015-09-28,729.9
2015-09-29,738.6
2015-09-30,729.7
2015-10-01,728.6
2015-10-05,750.25
2015-10-06,743.1
2015-10-07,735.75
2015-10-08,727.35
2015-10-09,725.65
2015-10-12,723.75
2015-10-13,733.8
2015-10-14,738.7
2015-10-15,759.15
2015-10-16,773.2
2015-10-19,770.45
2015-10-20,770.1
2015-10-21,765.3
2015-10-23,771.15
2015-10-26,746.2
2015-10-27,751.3
2015-10-28,727.65
2015-10-29,743.6
2015-10-30,758.65
2015-11-02,772.0
2015-11-03,779.3
2015-11-04,783.75
2015-11-05,762.0
2015-11-06,758.45
2015-11-09,761.95
2015-11-10,739.65
2015-11-11,756.3
2015-11-13,738.1
2015-11-16,750.95
2015-11-17,745.65
2015-11-18,723.05
2015-11-19,733.4
2015-11-20,731.2
2015-11-23,740.65
2015-11-24,744.15
2015-11-26,749.8
2015-11-27,762.7
2015-11-30,768.2
2015-12-01,760.2
2015-12-02,750.65
2015-12-03,752.05
2015-12-04,740.0
2015-12-07,734.9
2015-12-08,725.75
2015-12-09,716.7
2015-12-10,707.1
2015-12-11,680.6
2015-12-14,683.25
2015-12-15,691.35
2015-12-16,698.55
2015-12-17,721.1
2015-12-18,718.7
2015-12-21,718.85
2015-12-22,713.95
2015-12-23,724.75
2015-12-24,724.35
2015-12-28,732.95
2015-12-29,731.45
2015-12-30,734.25
2015-12-31,725.8
