Date,BALAMINES
2015-01-01,72.35
2015-01-02,71.6
2015-01-05,71.7
2015-01-06,69.55
2015-01-07,71.45
2015-01-08,71.9
2015-01-09,71.7
2015-01-12,76.85
2015-01-13,78.3
2015-01-14,79.1
2015-01-15,78.85
2015-01-16,77.95
2015-01-19,77.2
2015-01-20,76.2
2015-01-21,75.7
2015-01-22,75.6
2015-01-23,77.35
2015-01-27,77.55
2015-01-28,79.65
2015-01-29,78.8
2015-01-30,78.05
2015-02-02,79.15
2015-02-03,79.9
2015-02-04,80.4
2015-02-05,80.25
2015-02-06,77.8
2015-02-09,75.6
2015-02-10,73.9
2015-02-11,76.55
2015-02-12,79.0
2015-02-13,78.9
2015-02-16,79.15
2015-02-18,82.5
2015-02-19,82.75
2015-02-20,81.05
2015-02-23,79.75
2015-02-24,79.9
2015-02-25,79.2
2015-02-26,78.15
2015-02-27,77.65
2015-02-28,78.2
2015-03-02,79.15
2015-03-03,80.15
2015-03-04,80.2
2015-03-05,81.6
2015-03-09,77.8
2015-03-10,80.75
2015-03-11,80.0
2015-03-12,81.45
2015-03-13,84.7
2015-03-16,86.55
2015-03-17,86.8
2015-03-18,88.35
2015-03-19,86.2
2015-03-20,81.85
2015-03-23,79.05
2015-03-24,80.85
2015-03-25,79.95
2015-03-26,78.35
2015-03-27,79.25
2015-03-30,81.6
2015-03-31,82.0
2015-04-01,83.45
2015-04-06,82.55
2015-04-07,83.8
2015-04-08,82.75
2015-04-09,82.6
2015-04-10,87.35
2015-04-13,98.7
2015-04-15,118.4
2015-04-16,112.65
2015-04-17,115.15
2015-04-20,112.85
2015-04-21,107.9
2015-04-22,108.45
2015-04-23,107.15
2015-04-24,101.85
2015-04-27,99.95
2015-04-28,105.75
2015-04-29,105.65
2015-04-30,102.4
2015-05-04,101.45
2015-05-05,100.25
2015-05-06,95.4
2015-05-07,97.05
2015-05-08,99.2
2015-05-11,97.55
2015-05-12,96.5
2015-05-13,96.85
2015-05-14,103.4
2015-05-15,103.85
2015-05-18,104.65
2015-05-19,105.3
2015-05-20,104.3
2015-05-21,121.5
2015-05-22,115.65
2015-05-25,114.45
2015-05-26,114.4
2015-05-27,113.9
2015-05-28,112.05
2015-05-29,112.15
2015-06-01,114.25
2015-06-02,115.1
2015-06-03,110.35
2015-06-04,113.85
2015-06-05,115.25
2015-06-08,111.1
2015-06-09,111.65
2015-06-10,112.0
2015-06-11,110.25
2015-06-12,110.95
2015-06-15,112.25
2015-06-16,114.4
2015-06-17,113.9
2015-06-18,113.2
2015-06-19,113.85
2015-06-22,116.05
2015-06-23,117.15
2015-06-24,116.1
2015-06-25,115.8
2015-06-26,115.3
2015-06-29,115.6
2015-06-30,115.9
2015-07-01,115.6
2015-07-02,116.6
2015-07-03,115.0
2015-07-06,117.55
2015-07-07,115.4
2015-07-08,113.45
2015-07-09,110.55
2015-07-10,113.45
2015-07-13,112.9
2015-07-14,111.05
2015-07-15,110.5
2015-07-16,110.0
2015-07-17,110.2
2015-07-20,113.5
2015-07-21,111.15
2015-07-22,111.0
2015-07-23,116.05
2015-07-24,115.25
2015-07-27,137.05
2015-07-28,133.35
2015-07-29,128.7
2015-07-30,129.5
2015-07-31,127.15
2015-08-03,138.0
2015-08-04,137.95
2015-08-05,133.0
2015-08-06,140.6
2015-08-07,157.8
2015-08-10,152.1
2015-08-11,143.75
2015-08-12,137.85
2015-08-13,129.25
2015-08-14,141.2
2015-08-17,138.9
2015-08-18,140.35
2015-08-19,143.0
2015-08-20,137.6
2015-08-21,135.75
2015-08-24,115.6
2015-08-25,118.4
2015-08-26,122.45
2015-08-27,129.9
2015-08-28,127.0
2015-08-31,128.95
2015-09-01,124.25
2015-09-02,122.85
2015-09-03,126.0
2015-09-04,119.55
2015-09-07,115.5
2015-09-08,113.35
2015-09-09,118.05
2015-09-10,114.5
2015-09-11,117.95
2015-09-14,120.0
2015-09-15,120.65
2015-09-16,119.9
2015-09-18,122.05
2015-09-21,125.05
2015-09-22,119.9
2015-09-23,129.2
2015-09-24,128.45
2015-09-28,122.7
2015-09-29,128.6
2015-09-30,126.35
2015-10-01,127.2
2015-10-05,137.85
2015-10-06,130.75
2015-10-07,131.75
2015-10-08,131.65
2015-10-09,137.05
2015-10-12,140.0
2015-10-13,138.4
2015-10-14,137.85
2015-10-15,135.95
2015-10-16,137.1
2015-10-19,147.85
2015-10-20,142.6
2015-10-21,143.55
2015-10-23,142.25
2015-10-26,131.55
2015-10-27,133.2
2015-10-28,130.95
2015-10-29,130.0
2015-10-30,130.65
2015-11-02,131.95
2015-11-03,126.35
2015-11-04,129.15
2015-11-05,122.45
2015-11-06,125.15
2015-11-09,124.8
2015-11-10,123.2
2015-11-11,126.2
2015-11-13,127.1
2015-11-16,129.0
2015-11-17,130.55
2015-11-18,127.1
2015-11-19,134.4
2015-11-20,140.35
2015-11-23,136.7
2015-11-24,135.05
2015-11-26,133.6
2015-11-27,135.6
2015-11-30,132.55
2015-12-01,134.05
2015-12-02,145.05
2015-12-03,140.3
2015-12-04,141.05
2015-12-07,141.3
2015-12-08,139.85
2015-12-09,132.35
2015-12-10,136.95
2015-12-11,132.0
2015-12-14,130.75
2015-12-15,139.9
2015-12-16,144.9
2015-12-17,148.35
2015-12-18,142.9
2015-12-21,143.3
2015-12-22,147.4
2015-12-23,144.55
2015-12-24,157.9
2015-12-28,162.45
2015-12-29,158.9
2015-12-30,158.7
2015-12-31,163.85
