Date,SMSPHARMA
2015-01-01,405.25
2015-01-02,402.25
2015-01-05,408.7
2015-01-06,403.15
2015-01-07,389.75
2015-01-08,394.7
2015-01-09,407.0
2015-01-12,417.2
2015-01-13,431.45
2015-01-14,455.7
2015-01-15,494.35
2015-01-16,490.2
2015-01-19,476.2
2015-01-20,470.25
2015-01-21,461.65
2015-01-22,458.3
2015-01-23,458.3
2015-01-27,467.5
2015-01-28,473.05
2015-01-29,471.9
2015-01-30,475.95
2015-02-02,474.25
2015-02-03,492.95
2015-02-04,511.8
2015-02-05,490.9
2015-02-06,472.85
2015-02-09,457.05
2015-02-10,459.1
2015-02-11,461.85
2015-02-12,459.7
2015-02-13,475.25
2015-02-16,481.6
2015-02-18,466.95
2015-02-19,468.4
2015-02-20,464.15
2015-02-23,471.6
2015-02-24,476.45
2015-02-25,464.25
2015-02-26,454.2
2015-02-27,457.4
2015-02-28,456.15
2015-03-02,459.8
2015-03-03,469.65
2015-03-04,460.75
2015-03-05,461.15
2015-03-09,463.05
2015-03-10,469.8
2015-03-11,475.3
2015-03-12,513.0
2015-03-13,501.9
2015-03-16,513.45
2015-03-17,506.9
2015-03-18,502.85
2015-03-19,499.45
2015-03-20,495.3
2015-03-23,486.55
2015-03-24,482.8
2015-03-25,479.75
2015-03-26,482.55
2015-03-27,477.95
2015-03-30,503.9
2015-03-31,505.1
2015-04-01,543.95
2015-04-06,635.9
2015-04-07,638.15
2015-04-08,639.45
2015-04-09,618.6
2015-04-10,619.5
2015-04-13,625.5
2015-04-15,611.0
2015-04-16,594.8
2015-04-17,575.2
2015-04-20,566.85
2015-04-21,557.5
2015-04-22,557.7
2015-04-23,560.95
2015-04-24,538.25
2015-04-27,521.8
2015-04-28,530.35
2015-04-29,552.0
2015-04-30,551.85
2015-05-04,570.3
2015-05-05,560.2
2015-05-06,525.0
2015-05-07,512.7
2015-05-08,534.4
2015-05-11,560.7
2015-05-12,550.95
2015-05-13,552.35
2015-05-14,551.05
2015-05-15,571.1
2015-05-18,598.3
2015-05-19,599.4
2015-05-20,585.8
2015-05-21,587.55
2015-05-22,596.8
2015-05-25,580.1
2015-05-26,576.6
2015-05-27,566.25
2015-05-28,577.3
2015-05-29,581.2
2015-06-01,561.7
2015-06-02,560.25
2015-06-03,549.85
2015-06-04,558.6
2015-06-05,555.05
2015-06-08,558.7
2015-06-09,550.05
2015-06-10,552.45
2015-06-11,563.8
2015-06-12,554.5
2015-06-15,553.4
2015-06-16,554.8
2015-06-17,557.45
2015-06-18,574.7
2015-06-19,591.5
2015-06-22,637.05
2015-06-23,642.2
2015-06-24,621.5
2015-06-25,601.9
2015-06-26,594.2
2015-06-29,591.6
2015-06-30,591.15
2015-07-01,601.1
2015-07-02,602.4
2015-07-03,593.45
2015-07-06,608.85
2015-07-07,615.35
2015-07-08,609.85
2015-07-09,608.8
2015-07-10,593.95
2015-07-13,634.8
2015-07-14,632.45
2015-07-15,623.3
2015-07-16,620.3
2015-07-17,612.95
2015-07-20,625.15
2015-07-21,609.65
2015-07-22,616.1
2015-07-23,611.1
2015-07-24,622.15
2015-07-27,630.6
2015-07-28,637.3
2015-07-29,711.4
2015-07-30,722.3
2015-07-31,734.6
2015-08-03,735.9
2015-08-04,717.6
2015-08-05,750.15
2015-08-06,788.75
2015-08-07,771.3
2015-08-10,674.25
2015-08-11,631.4
2015-08-12,661.95
2015-08-13,658.9
2015-08-14,644.05
2015-08-17,638.1
2015-08-18,639.55
2015-08-19,639.2
2015-08-20,627.5
2015-08-21,624.0
2015-08-24,554.25
2015-08-25,545.65
2015-08-26,552.8
2015-08-27,588.65
2015-08-28,572.05
2015-08-31,571.55
2015-09-01,545.25
2015-09-02,552.1
2015-09-03,581.65
2015-09-04,548.4
2015-09-07,528.0
2015-09-08,545.05
2015-09-09,568.1
2015-09-10,575.5
2015-09-11,576.05
2015-09-14,574.3
2015-09-15,561.4
2015-09-16,560.85
2015-09-18,562.95
2015-09-21,559.45
2015-09-22,560.2
2015-09-23,558.6
2015-09-24,588.55
2015-09-28,637.1
2015-09-29,634.65
2015-09-30,652.75
2015-10-01,671.05
2015-10-05,754.2
2015-10-06,762.95
2015-10-07,723.0
2015-10-08,726.7
2015-10-09,762.3
2015-10-12,742.8
2015-10-13,738.2
2015-10-14,738.1
2015-10-15,733.9
2015-10-16,740.5
2015-10-19,786.35
2015-10-20,835.0
2015-10-21,825.0
2015-10-23,810.5
2015-10-26,785.2
2015-10-27,795.55
2015-10-28,780.2
2015-10-29,779.5
2015-10-30,773.7
2015-11-02,791.7
2015-11-03,791.5
2015-11-04,795.1
2015-11-05,782.2
2015-11-06,764.8
2015-11-09,810.6
2015-11-10,808.2
2015-11-11,839.45
2015-11-13,819.3
2015-11-16,836.55
2015-11-17,838.65
2015-11-18,835.0
2015-11-19,834.7
2015-11-20,842.2
2015-11-23,861.7
2015-11-24,874.75
2015-11-26,912.5
2015-11-27,911.45
2015-11-30,906.55
2015-12-01,884.45
2015-12-02,916.95
2015-12-03,967.65
2015-12-04,1000.35
2015-12-07,984.7
2015-12-08,974.5
2015-12-09,928.75
2015-12-10,924.3
2015-12-11,957.2
2015-12-14,978.3
2015-12-15,986.5
2015-12-16,973.95
2015-12-17,103.25
2015-12-18,121.95
2015-12-21,125.15
2015-12-22,119.2
2015-12-23,124.5
2015-12-24,124.55
2015-12-28,131.8
2015-12-29,128.55
2015-12-30,124.55
2015-12-31,125.2
