Date,EIHOTEL
2015-01-01,122.0
2015-01-02,119.85
2015-01-05,118.0
2015-01-06,116.6
2015-01-07,115.7
2015-01-08,115.1
2015-01-09,117.05
2015-01-12,115.25
2015-01-13,114.85
2015-01-14,115.45
2015-01-15,117.35
2015-01-16,115.2
2015-01-19,112.85
2015-01-20,112.6
2015-01-21,116.05
2015-01-22,116.2
2015-01-23,113.0
2015-01-27,111.85
2015-01-28,113.6
2015-01-29,111.95
2015-01-30,112.8
2015-02-02,110.8
2015-02-03,111.3
2015-02-04,111.05
2015-02-05,108.15
2015-02-06,110.15
2015-02-09,109.95
2015-02-10,108.1
2015-02-11,111.15
2015-02-12,110.4
2015-02-13,109.95
2015-02-16,108.9
2015-02-18,109.25
2015-02-19,113.35
2015-02-20,110.95
2015-02-23,110.0
2015-02-24,110.15
2015-02-25,111.8
2015-02-26,109.35
2015-02-27,110.55
2015-02-28,110.25
2015-03-02,109.95
2015-03-03,108.95
2015-03-04,107.95
2015-03-05,106.25
2015-03-09,105.4
2015-03-10,104.65
2015-03-11,103.75
2015-03-12,103.6
2015-03-13,103.25
2015-03-16,102.7
2015-03-17,102.25
2015-03-18,103.95
2015-03-19,101.95
2015-03-20,103.8
2015-03-23,103.35
2015-03-24,102.95
2015-03-25,102.35
2015-03-26,102.6
2015-03-27,106.75
2015-03-30,109.8
2015-03-31,107.4
2015-04-01,109.5
2015-04-06,110.4
2015-04-07,109.2
2015-04-08,109.95
2015-04-09,108.5
2015-04-10,109.9
2015-04-13,110.0
2015-04-15,107.65
2015-04-16,109.9
2015-04-17,109.95
2015-04-20,106.35
2015-04-21,108.0
2015-04-22,107.15
2015-04-23,108.0
2015-04-24,104.75
2015-04-27,102.9
2015-04-28,104.4
2015-04-29,105.0
2015-04-30,105.6
2015-05-04,108.85
2015-05-05,108.4
2015-05-06,105.55
2015-05-07,105.05
2015-05-08,109.3
2015-05-11,106.4
2015-05-12,104.45
2015-05-13,109.85
2015-05-14,106.35
2015-05-15,106.25
2015-05-18,106.9
2015-05-19,107.4
2015-05-20,105.65
2015-05-21,104.45
2015-05-22,103.3
2015-05-25,104.15
2015-05-26,104.35
2015-05-27,106.0
2015-05-28,104.05
2015-05-29,105.0
2015-06-01,106.6
2015-06-02,105.4
2015-06-03,107.95
2015-06-04,105.5
2015-06-05,105.0
2015-06-08,105.05
2015-06-09,102.55
2015-06-10,103.05
2015-06-11,102.05
2015-06-12,99.25
2015-06-15,100.0
2015-06-16,99.5
2015-06-17,101.05
2015-06-18,101.5
2015-06-19,102.0
2015-06-22,100.3
2015-06-23,100.45
2015-06-24,101.0
2015-06-25,100.6
2015-06-26,99.85
2015-06-29,98.95
2015-06-30,98.4
2015-07-01,100.35
2015-07-02,101.95
2015-07-03,102.3
2015-07-06,101.35
2015-07-07,100.55
2015-07-08,100.15
2015-07-09,98.55
2015-07-10,99.05
2015-07-13,98.6
2015-07-14,100.4
2015-07-15,101.25
2015-07-16,107.1
2015-07-17,110.55
2015-07-20,114.8
2015-07-21,118.7
2015-07-22,120.05
2015-07-23,120.05
2015-07-24,118.95
2015-07-27,119.05
2015-07-28,116.0
2015-07-29,111.8
2015-07-30,113.6
2015-07-31,113.4
2015-08-03,110.85
2015-08-04,112.45
2015-08-05,113.0
2015-08-06,113.55
2015-08-07,114.0
2015-08-10,113.95
2015-08-11,113.95
2015-08-12,113.0
2015-08-13,112.95
2015-08-14,112.9
2015-08-17,114.5
2015-08-18,116.55
2015-08-19,116.25
2015-08-20,114.05
2015-08-21,111.5
2015-08-24,105.05
2015-08-25,106.85
2015-08-26,106.8
2015-08-27,105.15
2015-08-28,105.05
2015-08-31,102.7
2015-09-01,104.0
2015-09-02,101.15
2015-09-03,101.15
2015-09-04,99.65
2015-09-07,99.0
2015-09-08,101.35
2015-09-09,101.3
2015-09-10,101.3
2015-09-11,100.8
2015-09-14,101.05
2015-09-15,100.85
2015-09-16,103.25
2015-09-18,101.55
2015-09-21,99.9
2015-09-22,101.85
2015-09-23,99.6
2015-09-24,101.05
2015-09-28,98.7
2015-09-29,97.1
2015-09-30,97.85
2015-10-01,105.2
2015-10-05,104.45
2015-10-06,103.8
2015-10-07,104.55
2015-10-08,105.75
2015-10-09,104.75
2015-10-12,104.35
2015-10-13,103.4
2015-10-14,106.0
2015-10-15,108.05
2015-10-16,109.85
2015-10-19,107.6
2015-10-20,110.1
2015-10-21,109.15
2015-10-23,108.1
2015-10-26,110.05
2015-10-27,111.05
2015-10-28,111.1
2015-10-29,112.95
2015-10-30,115.2
2015-11-02,112.85
2015-11-03,115.1
2015-11-04,116.3
2015-11-05,116.05
2015-11-06,114.95
2015-11-09,114.15
2015-11-10,110.45
2015-11-11,112.05
2015-11-13,112.6
2015-11-16,115.0
2015-11-17,115.0
2015-11-18,115.05
2015-11-19,117.15
2015-11-20,113.1
2015-11-23,117.0
2015-11-24,113.95
2015-11-26,115.05
2015-11-27,113.65
2015-11-30,115.35
2015-12-01,115.0
2015-12-02,125.6
2015-12-03,129.05
2015-12-04,126.45
2015-12-07,122.3
2015-12-08,122.45
2015-12-09,122.3
2015-12-10,123.25
2015-12-11,121.5
2015-12-14,121.35
2015-12-15,123.1
2015-12-16,122.2
2015-12-17,122.1
2015-12-18,122.8
2015-12-21,120.7
2015-12-22,120.8
2015-12-23,123.0
2015-12-24,122.95
2015-12-28,126.1
2015-12-29,129.7
2015-12-30,127.8
2015-12-31,130.05
