Date,TALWALKARS
2015-01-01,295.85
2015-01-02,298.55
2015-01-05,297.0
2015-01-06,286.25
2015-01-07,292.65
2015-01-08,315.1
2015-01-09,314.5
2015-01-12,309.65
2015-01-13,324.7
2015-01-14,332.15
2015-01-15,351.7
2015-01-16,344.35
2015-01-19,361.4
2015-01-20,354.7
2015-01-21,351.95
2015-01-22,364.15
2015-01-23,355.75
2015-01-27,347.95
2015-01-28,343.55
2015-01-29,344.1
2015-01-30,340.95
2015-02-02,340.75
2015-02-03,341.25
2015-02-04,343.75
2015-02-05,334.85
2015-02-06,329.7
2015-02-09,317.2
2015-02-10,315.05
2015-02-11,315.4
2015-02-12,314.5
2015-02-13,315.15
2015-02-16,335.8
2015-02-18,341.05
2015-02-19,351.3
2015-02-20,347.55
2015-02-23,334.55
2015-02-24,326.8
2015-02-25,327.45
2015-02-26,326.15
2015-02-27,345.1
2015-02-28,330.55
2015-03-02,333.8
2015-03-03,343.15
2015-03-04,334.55
2015-03-05,338.4
2015-03-09,330.9
2015-03-10,369.35
2015-03-11,381.65
2015-03-12,385.4
2015-03-13,394.25
2015-03-16,392.1
2015-03-17,395.85
2015-03-18,392.55
2015-03-19,379.75
2015-03-20,367.35
2015-03-23,353.35
2015-03-24,359.35
2015-03-25,352.2
2015-03-26,343.85
2015-03-27,358.95
2015-03-30,380.95
2015-03-31,373.85
2015-04-01,365.85
2015-04-06,355.2
2015-04-07,359.0
2015-04-08,361.35
2015-04-09,355.3
2015-04-10,366.55
2015-04-13,358.75
2015-04-15,351.4
2015-04-16,350.2
2015-04-17,345.6
2015-04-20,340.05
2015-04-21,350.45
2015-04-22,353.75
2015-04-23,350.25
2015-04-24,349.75
2015-04-27,327.8
2015-04-28,329.0
2015-04-29,342.45
2015-04-30,333.3
2015-05-04,354.5
2015-05-05,352.45
2015-05-06,329.3
2015-05-07,323.8
2015-05-08,334.7
2015-05-11,337.8
2015-05-12,320.9
2015-05-13,330.35
2015-05-14,325.35
2015-05-15,343.6
2015-05-18,341.8
2015-05-19,339.8
2015-05-20,345.1
2015-05-21,340.9
2015-05-22,338.1
2015-05-25,340.65
2015-05-26,346.35
2015-05-27,348.05
2015-05-28,351.4
2015-05-29,347.45
2015-06-01,356.9
2015-06-02,343.75
2015-06-03,326.2
2015-06-04,323.5
2015-06-05,334.15
2015-06-08,331.55
2015-06-09,324.05
2015-06-10,319.7
2015-06-11,299.7
2015-06-12,309.85
2015-06-15,311.35
2015-06-16,306.45
2015-06-17,312.05
2015-06-18,310.75
2015-06-19,311.85
2015-06-22,319.15
2015-06-23,313.0
2015-06-24,310.35
2015-06-25,304.6
2015-06-26,302.55
2015-06-29,298.55
2015-06-30,298.65
2015-07-01,306.5
2015-07-02,304.3
2015-07-03,306.1
2015-07-06,304.6
2015-07-07,302.1
2015-07-08,299.15
2015-07-09,301.5
2015-07-10,294.7
2015-07-13,294.25
2015-07-14,292.95
2015-07-15,290.75
2015-07-16,290.35
2015-07-17,288.15
2015-07-20,299.85
2015-07-21,290.5
2015-07-22,298.75
2015-07-23,296.1
2015-07-24,292.35
2015-07-27,289.2
2015-07-28,297.2
2015-07-29,292.25
2015-07-30,292.0
2015-07-31,298.65
2015-08-03,294.25
2015-08-04,298.85
2015-08-05,306.3
2015-08-06,299.8
2015-08-07,298.0
2015-08-10,297.7
2015-08-11,287.65
2015-08-12,274.1
2015-08-13,271.1
2015-08-14,269.1
2015-08-17,267.85
2015-08-18,269.8
2015-08-19,282.2
2015-08-20,277.5
2015-08-21,264.4
2015-08-24,239.45
2015-08-25,219.9
2015-08-26,224.45
2015-08-27,238.95
2015-08-28,243.3
2015-08-31,248.95
2015-09-01,235.4
2015-09-02,236.15
2015-09-03,246.8
2015-09-04,232.05
2015-09-07,226.95
2015-09-08,232.35
2015-09-09,238.95
2015-09-10,234.8
2015-09-11,233.5
2015-09-14,235.2
2015-09-15,232.9
2015-09-16,230.5
2015-09-18,235.4
2015-09-21,244.05
2015-09-22,239.1
2015-09-23,239.05
2015-09-24,237.3
2015-09-28,238.8
2015-09-29,236.4
2015-09-30,234.65
2015-10-01,234.1
2015-10-05,253.2
2015-10-06,245.15
2015-10-07,245.7
2015-10-08,244.7
2015-10-09,244.2
2015-10-12,247.3
2015-10-13,247.9
2015-10-14,249.25
2015-10-15,248.75
2015-10-16,247.95
2015-10-19,248.8
2015-10-20,254.25
2015-10-21,265.7
2015-10-23,267.95
2015-10-26,255.4
2015-10-27,263.2
2015-10-28,258.8
2015-10-29,257.3
2015-10-30,251.1
2015-11-02,258.05
2015-11-03,263.15
2015-11-04,264.2
2015-11-05,260.7
2015-11-06,252.65
2015-11-09,243.45
2015-11-10,242.8
2015-11-11,247.55
2015-11-13,247.05
2015-11-16,249.85
2015-11-17,249.55
2015-11-18,250.1
2015-11-19,262.65
2015-11-20,264.35
2015-11-23,266.8
2015-11-24,262.0
2015-11-26,260.8
2015-11-27,267.0
2015-11-30,266.8
2015-12-01,262.5
2015-12-02,259.65
2015-12-03,263.75
2015-12-04,262.55
2015-12-07,261.1
2015-12-08,256.0
2015-12-09,248.05
2015-12-10,250.8
2015-12-11,247.35
2015-12-14,249.15
2015-12-15,252.5
2015-12-16,251.0
2015-12-17,257.95
2015-12-18,254.25
2015-12-21,260.85
2015-12-22,259.1
2015-12-23,261.8
2015-12-24,261.85
2015-12-28,271.6
2015-12-29,271.3
2015-12-30,274.8
2015-12-31,273.0
