Date,SBIN
2015-01-01,314.0
2015-01-02,315.25
2015-01-05,312.75
2015-01-06,299.9
2015-01-07,300.15
2015-01-08,304.85
2015-01-09,303.2
2015-01-12,307.1
2015-01-13,305.1
2015-01-14,304.7
2015-01-15,320.3
2015-01-16,315.45
2015-01-19,313.15
2015-01-20,318.15
2015-01-21,326.2
2015-01-22,324.65
2015-01-23,327.45
2015-01-27,330.05
2015-01-28,334.6
2015-01-29,327.0
2015-01-30,308.95
2015-02-02,307.5
2015-02-03,300.3
2015-02-04,293.05
2015-02-05,290.8
2015-02-06,290.3
2015-02-09,279.5
2015-02-10,287.3
2015-02-11,285.95
2015-02-12,284.3
2015-02-13,306.95
2015-02-16,306.7
2015-02-18,305.7
2015-02-19,302.35
2015-02-20,302.3
2015-02-23,296.55
2015-02-24,296.25
2015-02-25,295.55
2015-02-26,289.4
2015-02-27,299.9
2015-02-28,301.65
2015-03-02,302.0
2015-03-03,302.6
2015-03-04,293.85
2015-03-05,293.8
2015-03-09,290.65
2015-03-10,287.6
2015-03-11,285.15
2015-03-12,286.85
2015-03-13,280.75
2015-03-16,281.65
2015-03-17,283.1
2015-03-18,287.3
2015-03-19,281.6
2015-03-20,278.25
2015-03-23,274.75
2015-03-24,270.55
2015-03-25,265.4
2015-03-26,256.65
2015-03-27,263.6
2015-03-30,267.9
2015-03-31,267.05
2015-04-01,273.45
2015-04-06,274.65
2015-04-07,272.05
2015-04-08,273.9
2015-04-09,280.85
2015-04-10,285.75
2015-04-13,286.3
2015-04-15,290.0
2015-04-16,292.4
2015-04-17,291.75
2015-04-20,287.65
2015-04-21,289.2
2015-04-22,283.85
2015-04-23,277.65
2015-04-24,275.55
2015-04-27,267.05
2015-04-28,272.5
2015-04-29,271.9
2015-04-30,269.75
2015-05-04,277.15
2015-05-05,272.05
2015-05-06,265.4
2015-05-07,260.95
2015-05-08,261.95
2015-05-11,276.05
2015-05-12,267.4
2015-05-13,274.3
2015-05-14,280.95
2015-05-15,287.45
2015-05-18,289.75
2015-05-19,288.45
2015-05-20,292.6
2015-05-21,290.25
2015-05-22,282.45
2015-05-25,277.65
2015-05-26,277.15
2015-05-27,280.75
2015-05-28,277.6
2015-05-29,278.15
2015-06-01,278.2
2015-06-02,266.25
2015-06-03,257.4
2015-06-04,257.6
2015-06-05,257.8
2015-06-08,254.95
2015-06-09,257.6
2015-06-10,260.6
2015-06-11,254.0
2015-06-12,253.95
2015-06-15,250.25
2015-06-16,254.6
2015-06-17,255.1
2015-06-18,258.1
2015-06-19,260.15
2015-06-22,266.0
2015-06-23,267.75
2015-06-24,262.35
2015-06-25,264.8
2015-06-26,265.2
2015-06-29,259.65
2015-06-30,262.75
2015-07-01,267.75
2015-07-02,267.85
2015-07-03,269.4
2015-07-06,270.8
2015-07-07,272.9
2015-07-08,267.35
2015-07-09,267.75
2015-07-10,270.55
2015-07-13,273.7
2015-07-14,268.2
2015-07-15,268.05
2015-07-16,272.2
2015-07-17,271.1
2015-07-20,267.45
2015-07-21,264.3
2015-07-22,268.55
2015-07-23,270.05
2015-07-24,263.25
2015-07-27,258.45
2015-07-28,259.2
2015-07-29,253.6
2015-07-30,256.8
2015-07-31,270.05
2015-08-03,281.05
2015-08-04,288.6
2015-08-05,285.4
2015-08-06,289.05
2015-08-07,281.3
2015-08-10,282.75
2015-08-11,268.8
2015-08-12,256.35
2015-08-13,259.3
2015-08-14,268.5
2015-08-17,279.75
2015-08-18,284.8
2015-08-19,278.0
2015-08-20,270.55
2015-08-21,267.5
2015-08-24,245.4
2015-08-25,253.35
2015-08-26,245.7
2015-08-27,249.45
2015-08-28,248.95
2015-08-31,247.35
2015-09-01,239.1
2015-09-02,230.55
2015-09-03,232.25
2015-09-04,225.15
2015-09-07,221.1
2015-09-08,228.35
2015-09-09,231.65
2015-09-10,227.45
2015-09-11,230.1
2015-09-14,235.25
2015-09-15,234.0
2015-09-16,236.8
2015-09-18,242.0
2015-09-21,245.25
2015-09-22,237.95
2015-09-23,239.85
2015-09-24,239.05
2015-09-28,239.45
2015-09-29,241.9
2015-09-30,237.15
2015-10-01,235.15
2015-10-05,240.0
2015-10-06,240.1
2015-10-07,243.55
2015-10-08,243.3
2015-10-09,243.45
2015-10-12,244.55
2015-10-13,243.8
2015-10-14,244.25
2015-10-15,248.95
2015-10-16,254.85
2015-10-19,254.5
2015-10-20,254.85
2015-10-21,249.8
2015-10-23,253.4
2015-10-26,251.25
2015-10-27,248.8
2015-10-28,242.05
2015-10-29,236.95
2015-10-30,237.05
2015-11-02,236.9
2015-11-03,235.95
2015-11-04,239.0
2015-11-05,233.9
2015-11-06,243.0
2015-11-09,246.1
2015-11-10,241.2
2015-11-11,243.15
2015-11-13,240.25
2015-11-16,248.3
2015-11-17,247.85
2015-11-18,241.0
2015-11-19,243.9
2015-11-20,242.95
2015-11-23,242.7
2015-11-24,241.4
2015-11-26,242.5
2015-11-27,249.7
2015-11-30,250.2
2015-12-01,250.2
2015-12-02,244.6
2015-12-03,241.1
2015-12-04,241.1
2015-12-07,238.65
2015-12-08,235.95
2015-12-09,234.4
2015-12-10,231.95
2015-12-11,227.3
2015-12-14,225.95
2015-12-15,226.4
2015-12-16,227.3
2015-12-17,230.9
2015-12-18,226.5
2015-12-21,230.45
2015-12-22,228.35
2015-12-23,229.65
2015-12-24,228.3
2015-12-28,228.9
2015-12-29,228.2
2015-12-30,225.8
2015-12-31,224.45
