Date,MMFL
2015-01-01,546.95
2015-01-02,558.35
2015-01-05,577.2
2015-01-06,556.95
2015-01-07,554.35
2015-01-08,565.8
2015-01-09,556.1
2015-01-12,565.0
2015-01-13,559.05
2015-01-14,562.3
2015-01-15,558.6
2015-01-16,586.3
2015-01-19,582.7
2015-01-20,591.4
2015-01-21,588.9
2015-01-22,583.1
2015-01-23,571.65
2015-01-27,579.05
2015-01-28,573.75
2015-01-29,579.35
2015-01-30,572.1
2015-02-02,575.75
2015-02-03,584.45
2015-02-04,596.1
2015-02-05,594.55
2015-02-06,570.75
2015-02-09,559.3
2015-02-10,564.6
2015-02-11,592.15
2015-02-12,618.65
2015-02-13,643.95
2015-02-16,644.5
2015-02-18,674.6
2015-02-19,676.05
2015-02-20,670.45
2015-02-23,677.95
2015-02-24,668.3
2015-02-25,669.75
2015-02-26,693.05
2015-02-27,680.8
2015-02-28,670.8
2015-03-02,672.8
2015-03-03,691.1
2015-03-04,671.05
2015-03-05,693.45
2015-03-09,727.9
2015-03-10,710.25
2015-03-11,702.9
2015-03-12,698.0
2015-03-13,690.0
2015-03-16,669.65
2015-03-17,681.45
2015-03-18,678.9
2015-03-19,682.45
2015-03-20,673.5
2015-03-23,626.85
2015-03-24,630.7
2015-03-25,631.2
2015-03-26,626.65
2015-03-27,640.8
2015-03-30,658.5
2015-03-31,678.2
2015-04-01,680.95
2015-04-06,675.6
2015-04-07,672.3
2015-04-08,675.2
2015-04-09,711.75
2015-04-10,722.75
2015-04-13,712.25
2015-04-15,698.9
2015-04-16,716.4
2015-04-17,688.85
2015-04-20,659.65
2015-04-21,657.15
2015-04-22,660.7
2015-04-23,677.65
2015-04-24,670.65
2015-04-27,660.8
2015-04-28,659.7
2015-04-29,664.2
2015-04-30,670.65
2015-05-04,675.15
2015-05-05,689.95
2015-05-06,669.3
2015-05-07,649.25
2015-05-08,652.25
2015-05-11,674.2
2015-05-12,671.4
2015-05-13,683.3
2015-05-14,688.95
2015-05-15,686.4
2015-05-18,685.55
2015-05-19,673.2
2015-05-20,651.2
2015-05-21,657.9
2015-05-22,659.15
2015-05-25,656.75
2015-05-26,655.1
2015-05-27,655.15
2015-05-28,655.65
2015-05-29,653.6
2015-06-01,654.1
2015-06-02,642.35
2015-06-03,603.35
2015-06-04,576.2
2015-06-05,599.15
2015-06-08,596.15
2015-06-09,599.3
2015-06-10,604.7
2015-06-11,577.2
2015-06-12,580.15
2015-06-15,585.85
2015-06-16,588.0
2015-06-17,608.75
2015-06-18,604.6
2015-06-19,613.95
2015-06-22,602.9
2015-06-23,605.0
2015-06-24,607.6
2015-06-25,605.7
2015-06-26,602.55
2015-06-29,604.5
2015-06-30,602.9
2015-07-01,615.55
2015-07-02,622.6
2015-07-03,620.1
2015-07-06,622.5
2015-07-07,653.6
2015-07-08,633.5
2015-07-09,640.45
2015-07-10,676.65
2015-07-13,685.8
2015-07-14,685.25
2015-07-15,682.2
2015-07-16,675.2
2015-07-17,672.3
2015-07-20,680.7
2015-07-21,676.55
2015-07-22,676.15
2015-07-23,675.05
2015-07-24,668.65
2015-07-27,665.0
2015-07-28,670.7
2015-07-29,682.95
2015-07-30,677.35
2015-07-31,677.9
2015-08-03,710.15
2015-08-04,693.0
2015-08-05,661.0
2015-08-06,660.45
2015-08-07,660.1
2015-08-10,672.2
2015-08-11,669.3
2015-08-12,659.1
2015-08-13,661.15
2015-08-14,676.2
2015-08-17,668.6
2015-08-18,671.65
2015-08-19,671.35
2015-08-20,669.9
2015-08-21,658.4
2015-08-24,636.55
2015-08-25,614.85
2015-08-26,617.85
2015-08-27,623.8
2015-08-28,624.8
2015-08-31,614.1
2015-09-01,588.15
2015-09-02,568.6
2015-09-03,581.25
2015-09-04,568.95
2015-09-07,545.05
2015-09-08,562.7
2015-09-09,565.0
2015-09-10,546.6
2015-09-11,538.75
2015-09-14,545.7
2015-09-15,527.25
2015-09-16,526.3
2015-09-18,550.65
2015-09-21,555.4
2015-09-22,558.65
2015-09-23,546.75
2015-09-24,539.85
2015-09-28,544.25
2015-09-29,536.75
2015-09-30,545.15
2015-10-01,545.05
2015-10-05,546.45
2015-10-06,542.8
2015-10-07,538.7
2015-10-08,542.5
2015-10-09,539.85
2015-10-12,532.95
2015-10-13,542.45
2015-10-14,542.4
2015-10-15,547.65
2015-10-16,548.6
2015-10-19,543.3
2015-10-20,554.65
2015-10-21,546.65
2015-10-23,542.9
2015-10-26,541.2
2015-10-27,546.95
2015-10-28,540.65
2015-10-29,537.95
2015-10-30,532.5
2015-11-02,522.05
2015-11-03,524.9
2015-11-04,523.3
2015-11-05,520.05
2015-11-06,509.8
2015-11-09,521.6
2015-11-10,523.35
2015-11-11,523.65
2015-11-13,517.6
2015-11-16,518.15
2015-11-17,517.3
2015-11-18,514.4
2015-11-19,515.55
2015-11-20,511.15
2015-11-23,489.4
2015-11-24,502.7
2015-11-26,516.15
2015-11-27,517.95
2015-11-30,510.65
2015-12-01,516.3
2015-12-02,522.65
2015-12-03,523.9
2015-12-04,527.3
2015-12-07,529.0
2015-12-08,531.05
2015-12-09,523.85
2015-12-10,525.3
2015-12-11,523.65
2015-12-14,521.15
2015-12-15,518.65
2015-12-16,520.8
2015-12-17,522.55
2015-12-18,521.0
2015-12-21,516.5
2015-12-22,509.55
2015-12-23,503.1
2015-12-24,507.0
2015-12-28,513.4
2015-12-29,512.75
2015-12-30,509.75
2015-12-31,509.1
