Date,EROSMEDIA
2015-01-01,368.35
2015-01-02,379.5
2015-01-05,388.45
2015-01-06,368.85
2015-01-07,362.2
2015-01-08,368.2
2015-01-09,368.0
2015-01-12,386.35
2015-01-13,387.3
2015-01-14,374.8
2015-01-15,375.15
2015-01-16,373.6
2015-01-19,365.85
2015-01-20,375.55
2015-01-21,383.8
2015-01-22,386.0
2015-01-23,371.6
2015-01-27,371.2
2015-01-28,364.15
2015-01-29,367.75
2015-01-30,360.85
2015-02-02,360.95
2015-02-03,366.75
2015-02-04,369.05
2015-02-05,403.0
2015-02-06,385.9
2015-02-09,403.35
2015-02-10,385.15
2015-02-11,385.0
2015-02-12,386.2
2015-02-13,389.1
2015-02-16,392.75
2015-02-18,381.25
2015-02-19,381.8
2015-02-20,380.15
2015-02-23,386.35
2015-02-24,383.75
2015-02-25,374.85
2015-02-26,382.05
2015-02-27,388.45
2015-02-28,393.5
2015-03-02,395.7
2015-03-03,414.7
2015-03-04,414.3
2015-03-05,423.5
2015-03-09,455.5
2015-03-10,450.1
2015-03-11,431.55
2015-03-12,429.5
2015-03-13,429.25
2015-03-16,437.6
2015-03-17,436.2
2015-03-18,439.85
2015-03-19,439.75
2015-03-20,416.15
2015-03-23,402.65
2015-03-24,410.85
2015-03-25,395.35
2015-03-26,402.05
2015-03-27,397.35
2015-03-30,413.0
2015-03-31,401.0
2015-04-01,424.75
2015-04-06,429.2
2015-04-07,421.6
2015-04-08,435.0
2015-04-09,446.3
2015-04-10,440.35
2015-04-13,440.25
2015-04-15,452.55
2015-04-16,454.75
2015-04-17,437.5
2015-04-20,432.55
2015-04-21,435.4
2015-04-22,477.6
2015-04-23,462.5
2015-04-24,463.65
2015-04-27,434.25
2015-04-28,421.95
2015-04-29,421.5
2015-04-30,412.75
2015-05-04,406.65
2015-05-05,404.65
2015-05-06,380.25
2015-05-07,386.8
2015-05-08,403.5
2015-05-11,406.5
2015-05-12,400.0
2015-05-13,386.35
2015-05-14,400.95
2015-05-15,410.35
2015-05-18,433.05
2015-05-19,427.55
2015-05-20,431.75
2015-05-21,429.35
2015-05-22,421.0
2015-05-25,437.8
2015-05-26,432.7
2015-05-27,447.8
2015-05-28,441.35
2015-05-29,433.2
2015-06-01,430.7
2015-06-02,414.35
2015-06-03,427.75
2015-06-04,433.7
2015-06-05,442.3
2015-06-08,498.85
2015-06-09,483.6
2015-06-10,496.85
2015-06-11,493.25
2015-06-12,499.15
2015-06-15,504.95
2015-06-16,493.45
2015-06-17,497.0
2015-06-18,516.65
2015-06-19,514.5
2015-06-22,518.7
2015-06-23,530.0
2015-06-24,521.4
2015-06-25,524.95
2015-06-26,517.0
2015-06-29,515.2
2015-06-30,527.3
2015-07-01,549.85
2015-07-02,552.25
2015-07-03,545.15
2015-07-06,538.2
2015-07-07,545.95
2015-07-08,538.15
2015-07-09,476.9
2015-07-10,506.65
2015-07-13,517.9
2015-07-14,585.2
2015-07-15,616.6
2015-07-16,604.55
2015-07-17,629.75
2015-07-20,634.5
2015-07-21,622.85
2015-07-22,588.55
2015-07-23,605.6
2015-07-24,594.9
2015-07-27,609.6
2015-07-28,603.75
2015-07-29,595.2
2015-07-30,601.25
2015-07-31,586.35
2015-08-03,584.25
2015-08-04,589.0
2015-08-05,594.7
2015-08-06,585.2
2015-08-07,566.85
2015-08-10,548.55
2015-08-11,548.8
2015-08-12,570.0
2015-08-13,541.6
2015-08-14,524.6
2015-08-17,532.2
2015-08-18,567.9
2015-08-19,549.55
2015-08-20,522.6
2015-08-21,499.25
2015-08-24,443.7
2015-08-25,472.05
2015-08-26,481.95
2015-08-27,465.1
2015-08-28,486.55
2015-08-31,480.55
2015-09-01,481.05
2015-09-02,498.1
2015-09-03,502.25
2015-09-04,476.4
2015-09-07,479.3
2015-09-08,480.1
2015-09-09,503.75
2015-09-10,493.75
2015-09-11,505.25
2015-09-14,495.7
2015-09-15,492.4
2015-09-16,495.75
2015-09-18,491.15
2015-09-21,497.45
2015-09-22,507.35
2015-09-23,534.35
2015-09-24,546.55
2015-09-28,537.9
2015-09-29,532.9
2015-09-30,524.6
2015-10-01,503.5
2015-10-05,502.05
2015-10-06,501.25
2015-10-07,490.65
2015-10-08,481.65
2015-10-09,478.6
2015-10-12,472.4
2015-10-13,454.05
2015-10-14,459.0
2015-10-15,445.15
2015-10-16,458.6
2015-10-19,462.8
2015-10-20,467.5
2015-10-21,454.25
2015-10-23,438.35
2015-10-26,353.6
2015-10-27,366.2
2015-10-28,371.4
2015-10-29,345.4
2015-10-30,276.85
2015-11-02,249.2
2015-11-03,244.35
2015-11-04,262.15
2015-11-05,271.7
2015-11-06,275.0
2015-11-09,277.6
2015-11-10,256.4
2015-11-11,263.85
2015-11-13,237.5
2015-11-16,213.75
2015-11-17,203.35
2015-11-18,213.5
2015-11-19,224.15
2015-11-20,235.35
2015-11-23,237.45
2015-11-24,234.35
2015-11-26,229.7
2015-11-27,218.3
2015-11-30,222.6
2015-12-01,228.4
2015-12-02,239.8
2015-12-03,251.75
2015-12-04,256.45
2015-12-07,261.1
2015-12-08,245.8
2015-12-09,228.55
2015-12-10,237.5
2015-12-11,238.7
2015-12-14,235.6
2015-12-15,236.8
2015-12-16,239.4
2015-12-17,259.55
2015-12-18,260.5
2015-12-21,249.4
2015-12-22,256.0
2015-12-23,254.9
2015-12-24,254.15
2015-12-28,253.1
2015-12-29,248.7
2015-12-30,241.85
2015-12-31,240.7
