Date,ALLCARGO
2015-01-01,328.4
2015-01-02,334.55
2015-01-05,331.25
2015-01-06,316.1
2015-01-07,326.55
2015-01-08,329.25
2015-01-09,324.6
2015-01-12,327.95
2015-01-13,340.7
2015-01-14,334.7
2015-01-15,338.6
2015-01-16,333.55
2015-01-19,333.2
2015-01-20,341.4
2015-01-21,335.4
2015-01-22,337.1
2015-01-23,331.85
2015-01-27,339.55
2015-01-28,336.8
2015-01-29,337.8
2015-01-30,332.25
2015-02-02,333.55
2015-02-03,327.9
2015-02-04,329.2
2015-02-05,323.4
2015-02-06,313.05
2015-02-09,319.55
2015-02-10,317.9
2015-02-11,322.05
2015-02-12,338.45
2015-02-13,334.95
2015-02-16,339.0
2015-02-18,339.85
2015-02-19,329.1
2015-02-20,331.25
2015-02-23,327.5
2015-02-24,325.0
2015-02-25,324.75
2015-02-26,328.8
2015-02-27,340.4
2015-02-28,338.75
2015-03-02,340.15
2015-03-03,335.45
2015-03-04,330.05
2015-03-05,330.65
2015-03-09,331.6
2015-03-10,330.45
2015-03-11,326.3
2015-03-12,325.65
2015-03-13,319.85
2015-03-16,312.2
2015-03-17,321.75
2015-03-18,327.9
2015-03-19,316.45
2015-03-20,306.75
2015-03-23,307.95
2015-03-24,309.35
2015-03-25,309.55
2015-03-26,303.75
2015-03-27,300.55
2015-03-30,317.1
2015-03-31,315.55
2015-04-01,319.15
2015-04-06,330.3
2015-04-07,329.75
2015-04-08,347.75
2015-04-09,357.1
2015-04-10,356.7
2015-04-13,355.4
2015-04-15,359.25
2015-04-16,351.15
2015-04-17,342.7
2015-04-20,344.0
2015-04-21,339.3
2015-04-22,334.6
2015-04-23,333.0
2015-04-24,316.95
2015-04-27,319.65
2015-04-28,321.45
2015-04-29,326.1
2015-04-30,326.85
2015-05-04,326.75
2015-05-05,339.05
2015-05-06,329.5
2015-05-07,316.35
2015-05-08,323.75
2015-05-11,326.35
2015-05-12,319.8
2015-05-13,310.15
2015-05-14,310.5
2015-05-15,309.6
2015-05-18,314.85
2015-05-19,315.45
2015-05-20,320.6
2015-05-21,328.6
2015-05-22,330.4
2015-05-25,325.8
2015-05-26,324.3
2015-05-27,329.7
2015-05-28,323.8
2015-05-29,326.0
2015-06-01,324.95
2015-06-02,318.5
2015-06-03,308.3
2015-06-04,312.85
2015-06-05,315.55
2015-06-08,313.55
2015-06-09,318.15
2015-06-10,319.8
2015-06-11,318.15
2015-06-12,319.45
2015-06-15,318.75
2015-06-16,320.75
2015-06-17,319.6
2015-06-18,318.4
2015-06-19,318.35
2015-06-22,320.15
2015-06-23,321.05
2015-06-24,318.1
2015-06-25,319.25
2015-06-26,320.0
2015-06-29,309.95
2015-06-30,310.4
2015-07-01,316.8
2015-07-02,317.35
2015-07-03,314.45
2015-07-06,310.8
2015-07-07,311.7
2015-07-08,305.55
2015-07-09,300.9
2015-07-10,294.5
2015-07-13,287.2
2015-07-14,293.0
2015-07-15,291.15
2015-07-16,291.75
2015-07-17,289.9
2015-07-20,292.6
2015-07-21,294.95
2015-07-22,305.75
2015-07-23,305.9
2015-07-24,300.05
2015-07-27,288.5
2015-07-28,286.75
2015-07-29,288.75
2015-07-30,296.85
2015-07-31,299.75
2015-08-03,301.75
2015-08-04,314.35
2015-08-05,319.3
2015-08-06,322.6
2015-08-07,326.45
2015-08-10,338.3
2015-08-11,336.7
2015-08-12,329.95
2015-08-13,310.25
2015-08-14,319.05
2015-08-17,321.8
2015-08-18,331.0
2015-08-19,329.4
2015-08-20,317.55
2015-08-21,311.1
2015-08-24,285.2
2015-08-25,276.4
2015-08-26,287.25
2015-08-27,295.45
2015-08-28,305.1
2015-08-31,306.25
2015-09-01,293.15
2015-09-02,291.4
2015-09-03,297.0
2015-09-04,289.95
2015-09-07,284.65
2015-09-08,289.55
2015-09-09,299.2
2015-09-10,305.9
2015-09-11,309.4
2015-09-14,307.4
2015-09-15,300.1
2015-09-16,295.55
2015-09-18,288.6
2015-09-21,295.3
2015-09-22,291.75
2015-09-23,292.75
2015-09-24,292.75
2015-09-28,293.95
2015-09-29,300.55
2015-09-30,299.7
2015-10-01,299.4
2015-10-05,301.2
2015-10-06,310.15
2015-10-07,316.55
2015-10-08,309.1
2015-10-09,317.65
2015-10-12,312.45
2015-10-13,308.5
2015-10-14,311.0
2015-10-15,317.8
2015-10-16,316.4
2015-10-19,318.0
2015-10-20,313.1
2015-10-21,324.1
2015-10-23,324.1
2015-10-26,316.6
2015-10-27,316.45
2015-10-28,318.0
2015-10-29,318.2
2015-10-30,312.1
2015-11-02,314.4
2015-11-03,318.1
2015-11-04,325.65
2015-11-05,318.95
2015-11-06,329.95
2015-11-09,345.85
2015-11-10,339.3
2015-11-11,346.85
2015-11-13,360.15
2015-11-16,376.15
2015-11-17,367.5
2015-11-18,368.95
2015-11-19,390.4
2015-11-20,384.0
2015-11-23,385.15
2015-11-24,381.0
2015-11-26,380.3
2015-11-27,380.3
2015-11-30,380.95
2015-12-01,374.95
2015-12-02,379.15
2015-12-03,374.45
2015-12-04,378.0
2015-12-07,374.9
2015-12-08,370.35
2015-12-09,351.05
2015-12-10,350.0
2015-12-11,358.25
2015-12-14,357.05
2015-12-15,357.25
2015-12-16,347.3
2015-12-17,347.35
2015-12-18,358.45
2015-12-21,355.2
2015-12-22,370.75
2015-12-23,383.75
2015-12-24,398.25
2015-12-28,415.8
2015-12-29,424.9
2015-12-30,203.6
2015-12-31,202.35
