Date,GRANULES
2015-01-01,831.85
2015-01-02,828.65
2015-01-05,820.6
2015-01-06,790.65
2015-01-07,780.95
2015-01-08,790.55
2015-01-09,812.7
2015-01-12,843.15
2015-01-13,836.55
2015-01-14,830.3
2015-01-15,835.45
2015-01-16,826.9
2015-01-19,825.25
2015-01-20,835.75
2015-01-21,843.45
2015-01-22,842.65
2015-01-23,826.1
2015-01-27,820.4
2015-01-28,847.45
2015-01-29,829.95
2015-01-30,808.8
2015-02-02,818.65
2015-02-03,826.1
2015-02-04,825.15
2015-02-05,818.0
2015-02-06,799.8
2015-02-09,785.9
2015-02-10,778.1
2015-02-11,783.6
2015-02-12,788.25
2015-02-13,785.05
2015-02-16,782.55
2015-02-18,808.6
2015-02-19,812.85
2015-02-20,793.45
2015-02-23,786.2
2015-02-24,784.7
2015-02-25,776.15
2015-02-26,758.35
2015-02-27,761.05
2015-02-28,765.2
2015-03-02,768.1
2015-03-03,775.85
2015-03-04,807.9
2015-03-05,814.3
2015-03-09,810.15
2015-03-10,820.1
2015-03-11,814.25
2015-03-12,841.25
2015-03-13,878.5
2015-03-16,910.2
2015-03-17,952.15
2015-03-18,964.0
2015-03-19,920.3
2015-03-20,856.4
2015-03-23,88.75
2015-03-24,86.4
2015-03-25,86.95
2015-03-26,83.0
2015-03-27,83.45
2015-03-30,84.3
2015-03-31,85.15
2015-04-01,92.85
2015-04-06,92.15
2015-04-07,91.25
2015-04-08,90.5
2015-04-09,90.55
2015-04-10,93.1
2015-04-13,95.1
2015-04-15,98.3
2015-04-16,96.95
2015-04-17,100.3
2015-04-20,94.2
2015-04-21,94.4
2015-04-22,92.95
2015-04-23,91.65
2015-04-24,90.3
2015-04-27,84.8
2015-04-28,79.1
2015-04-29,81.4
2015-04-30,82.15
2015-05-04,83.8
2015-05-05,88.7
2015-05-06,86.7
2015-05-07,85.55
2015-05-08,87.45
2015-05-11,88.85
2015-05-12,85.95
2015-05-13,85.1
2015-05-14,84.85
2015-05-15,84.8
2015-05-18,85.05
2015-05-19,86.7
2015-05-20,86.4
2015-05-21,86.0
2015-05-22,85.65
2015-05-25,85.0
2015-05-26,84.8
2015-05-27,82.75
2015-05-28,83.2
2015-05-29,83.75
2015-06-01,85.6
2015-06-02,83.5
2015-06-03,80.9
2015-06-04,82.0
2015-06-05,82.85
2015-06-08,82.3
2015-06-09,80.95
2015-06-10,81.55
2015-06-11,79.55
2015-06-12,77.65
2015-06-15,79.65
2015-06-16,78.85
2015-06-17,85.15
2015-06-18,84.9
2015-06-19,85.2
2015-06-22,84.0
2015-06-23,82.7
2015-06-24,82.9
2015-06-25,82.15
2015-06-26,81.95
2015-06-29,83.95
2015-06-30,84.5
2015-07-01,83.85
2015-07-02,82.65
2015-07-03,82.15
2015-07-06,83.55
2015-07-07,86.7
2015-07-08,84.95
2015-07-09,81.5
2015-07-10,83.4
2015-07-13,85.1
2015-07-14,89.9
2015-07-15,93.95
2015-07-16,97.6
2015-07-17,98.05
2015-07-20,98.75
2015-07-21,97.7
2015-07-22,98.0
2015-07-23,102.6
2015-07-24,108.45
2015-07-27,114.8
2015-07-28,117.9
2015-07-29,118.15
2015-07-30,117.2
2015-07-31,114.2
2015-08-03,116.2
2015-08-04,117.6
2015-08-05,118.25
2015-08-06,117.55
2015-08-07,115.2
2015-08-10,116.1
2015-08-11,107.9
2015-08-12,104.1
2015-08-13,107.3
2015-08-14,112.25
2015-08-17,115.2
2015-08-18,118.95
2015-08-19,130.65
2015-08-20,125.25
2015-08-21,129.4
2015-08-24,111.2
2015-08-25,111.7
2015-08-26,114.6
2015-08-27,124.4
2015-08-28,121.9
2015-08-31,123.95
2015-09-01,121.9
2015-09-02,119.9
2015-09-03,121.25
2015-09-04,116.75
2015-09-07,110.6
2015-09-08,111.9
2015-09-09,113.95
2015-09-10,116.6
2015-09-11,116.5
2015-09-14,117.25
2015-09-15,115.3
2015-09-16,115.4
2015-09-18,120.85
2015-09-21,131.3
2015-09-22,127.75
2015-09-23,137.55
2015-09-24,141.45
2015-09-28,137.7
2015-09-29,138.5
2015-09-30,140.8
2015-10-01,141.05
2015-10-05,143.35
2015-10-06,149.3
2015-10-07,153.75
2015-10-08,155.05
2015-10-09,162.45
2015-10-12,157.45
2015-10-13,155.25
2015-10-14,156.0
2015-10-15,153.2
2015-10-16,152.35
2015-10-19,154.35
2015-10-20,152.7
2015-10-21,149.95
2015-10-23,146.85
2015-10-26,144.9
2015-10-27,150.8
2015-10-28,153.35
2015-10-29,151.45
2015-10-30,147.75
2015-11-02,148.25
2015-11-03,149.4
2015-11-04,146.95
2015-11-05,144.1
2015-11-06,141.6
2015-11-09,148.3
2015-11-10,144.45
2015-11-11,147.75
2015-11-13,151.45
2015-11-16,148.8
2015-11-17,146.35
2015-11-18,145.55
2015-11-19,149.85
2015-11-20,149.55
2015-11-23,157.7
2015-11-24,159.55
2015-11-26,159.1
2015-11-27,155.05
2015-11-30,159.75
2015-12-01,161.9
2015-12-02,160.65
2015-12-03,157.55
2015-12-04,153.85
2015-12-07,158.05
2015-12-08,153.85
2015-12-09,146.6
2015-12-10,150.15
2015-12-11,148.55
2015-12-14,147.55
2015-12-15,151.85
2015-12-16,151.05
2015-12-17,153.6
2015-12-18,154.15
2015-12-21,157.65
2015-12-22,151.8
2015-12-23,148.85
2015-12-24,148.4
2015-12-28,150.5
2015-12-29,149.4
2015-12-30,149.8
2015-12-31,148.8
