Date,INGERRAND
2015-01-01,896.55
2015-01-02,888.25
2015-01-05,900.3
2015-01-06,888.75
2015-01-07,878.15
2015-01-08,912.1
2015-01-09,906.65
2015-01-12,914.7
2015-01-13,899.55
2015-01-14,907.6
2015-01-15,903.1
2015-01-16,891.25
2015-01-19,882.7
2015-01-20,889.6
2015-01-21,877.8
2015-01-22,872.45
2015-01-23,873.0
2015-01-27,880.95
2015-01-28,866.4
2015-01-29,877.7
2015-01-30,859.65
2015-02-02,866.75
2015-02-03,883.15
2015-02-04,882.3
2015-02-05,873.8
2015-02-06,901.6
2015-02-09,871.95
2015-02-10,870.35
2015-02-11,896.0
2015-02-12,894.5
2015-02-13,896.7
2015-02-16,913.05
2015-02-18,912.45
2015-02-19,900.05
2015-02-20,1025.05
2015-02-23,994.5
2015-02-24,987.2
2015-02-25,992.45
2015-02-26,973.3
2015-02-27,994.0
2015-02-28,988.45
2015-03-02,1010.9
2015-03-03,1028.9
2015-03-04,1013.1
2015-03-05,999.9
2015-03-09,996.0
2015-03-10,987.1
2015-03-11,980.15
2015-03-12,1060.2
2015-03-13,1058.55
2015-03-16,1021.05
2015-03-17,1029.0
2015-03-18,1010.4
2015-03-19,1005.55
2015-03-20,974.6
2015-03-23,979.9
2015-03-24,986.6
2015-03-25,990.15
2015-03-26,1001.55
2015-03-27,1001.05
2015-03-30,1015.05
2015-03-31,1015.15
2015-04-01,1000.55
2015-04-06,1074.9
2015-04-07,1078.25
2015-04-08,1082.85
2015-04-09,1074.55
2015-04-10,1076.75
2015-04-13,1074.9
2015-04-15,1088.9
2015-04-16,1084.15
2015-04-17,1057.1
2015-04-20,1012.6
2015-04-21,1000.65
2015-04-22,1001.2
2015-04-23,995.9
2015-04-24,980.5
2015-04-27,944.2
2015-04-28,954.2
2015-04-29,967.85
2015-04-30,959.45
2015-05-04,980.5
2015-05-05,983.15
2015-05-06,929.95
2015-05-07,901.8
2015-05-08,926.5
2015-05-11,941.55
2015-05-12,940.4
2015-05-13,901.45
2015-05-14,898.55
2015-05-15,902.1
2015-05-18,905.35
2015-05-19,922.2
2015-05-20,934.15
2015-05-21,930.15
2015-05-22,936.55
2015-05-25,940.15
2015-05-26,918.0
2015-05-27,917.6
2015-05-28,901.65
2015-05-29,904.4
2015-06-01,896.2
2015-06-02,874.1
2015-06-03,857.75
2015-06-04,849.45
2015-06-05,892.85
2015-06-08,890.55
2015-06-09,880.9
2015-06-10,884.6
2015-06-11,873.8
2015-06-12,874.95
2015-06-15,879.45
2015-06-16,879.7
2015-06-17,901.8
2015-06-18,921.5
2015-06-19,944.75
2015-06-22,935.4
2015-06-23,958.85
2015-06-24,952.7
2015-06-25,937.25
2015-06-26,942.1
2015-06-29,945.85
2015-06-30,971.45
2015-07-01,977.15
2015-07-02,963.5
2015-07-03,955.65
2015-07-06,963.8
2015-07-07,965.2
2015-07-08,949.8
2015-07-09,958.6
2015-07-10,954.95
2015-07-13,964.9
2015-07-14,955.35
2015-07-15,952.3
2015-07-16,961.95
2015-07-17,994.1
2015-07-20,991.8
2015-07-21,971.85
2015-07-22,983.9
2015-07-23,966.95
2015-07-24,959.05
2015-07-27,942.05
2015-07-28,943.4
2015-07-29,935.55
2015-07-30,942.3
2015-07-31,962.3
2015-08-03,943.35
2015-08-04,958.7
2015-08-05,960.9
2015-08-06,1002.1
2015-08-07,1016.4
2015-08-10,1012.15
2015-08-11,994.1
2015-08-12,979.3
2015-08-13,846.95
2015-08-14,873.05
2015-08-17,872.75
2015-08-18,877.95
2015-08-19,869.0
2015-08-20,853.2
2015-08-21,844.9
2015-08-24,785.7
2015-08-25,784.7
2015-08-26,763.75
2015-08-27,804.35
2015-08-28,776.3
2015-08-31,781.9
2015-09-01,783.6
2015-09-02,782.5
2015-09-03,800.3
2015-09-04,771.4
2015-09-07,738.4
2015-09-08,746.85
2015-09-09,751.05
2015-09-10,743.6
2015-09-11,745.8
2015-09-14,742.3
2015-09-15,733.95
2015-09-16,743.55
2015-09-18,749.8
2015-09-21,756.25
2015-09-22,739.9
2015-09-23,738.55
2015-09-24,739.6
2015-09-28,746.75
2015-09-29,732.9
2015-09-30,758.65
2015-10-01,761.4
2015-10-05,780.7
2015-10-06,787.85
2015-10-07,789.35
2015-10-08,785.65
2015-10-09,784.05
2015-10-12,811.7
2015-10-13,797.5
2015-10-14,786.55
2015-10-15,786.85
2015-10-16,784.4
2015-10-19,783.35
2015-10-20,794.2
2015-10-21,795.75
2015-10-23,796.25
2015-10-26,791.65
2015-10-27,781.65
2015-10-28,781.35
2015-10-29,779.2
2015-10-30,776.0
2015-11-02,758.9
2015-11-03,757.35
2015-11-04,766.25
2015-11-05,754.05
2015-11-06,728.7
2015-11-09,739.95
2015-11-10,726.3
2015-11-11,741.65
2015-11-13,727.85
2015-11-16,729.4
2015-11-17,731.15
2015-11-18,726.4
2015-11-19,742.45
2015-11-20,774.25
2015-11-23,781.95
2015-11-24,795.8
2015-11-26,817.55
2015-11-27,823.4
2015-11-30,812.55
2015-12-01,811.9
2015-12-02,798.25
2015-12-03,802.7
2015-12-04,819.25
2015-12-07,807.0
2015-12-08,797.3
2015-12-09,786.95
2015-12-10,781.7
2015-12-11,785.85
2015-12-14,779.65
2015-12-15,790.55
2015-12-16,785.25
2015-12-17,794.15
2015-12-18,786.5
2015-12-21,798.15
2015-12-22,790.6
2015-12-23,778.15
2015-12-24,770.4
2015-12-28,769.95
2015-12-29,764.95
2015-12-30,762.15
2015-12-31,770.3
