Date,KOTAKBANK
2015-01-01,1258.6
2015-01-02,1271.55
2015-01-05,1266.45
2015-01-06,1251.35
2015-01-07,1271.5
2015-01-08,1340.65
2015-01-09,1360.95
2015-01-12,1371.0
2015-01-13,1392.95
2015-01-14,1391.2
2015-01-15,1400.4
2015-01-16,1395.35
2015-01-19,1389.45
2015-01-20,1395.7
2015-01-21,1388.15
2015-01-22,1387.65
2015-01-23,1385.3
2015-01-27,1388.35
2015-01-28,1351.15
2015-01-29,1331.4
2015-01-30,1322.2
2015-02-02,1352.35
2015-02-03,1306.3
2015-02-04,1291.5
2015-02-05,1287.9
2015-02-06,1266.9
2015-02-09,1266.25
2015-02-10,1285.75
2015-02-11,1298.7
2015-02-12,1296.6
2015-02-13,1309.5
2015-02-16,1292.45
2015-02-18,1307.8
2015-02-19,1307.25
2015-02-20,1298.25
2015-02-23,1316.85
2015-02-24,1350.3
2015-02-25,1342.55
2015-02-26,1333.35
2015-02-27,1337.75
2015-02-28,1397.05
2015-03-02,1404.7
2015-03-03,1408.7
2015-03-04,1410.25
2015-03-05,1412.25
2015-03-09,1364.6
2015-03-10,1347.8
2015-03-11,1375.9
2015-03-12,1370.0
2015-03-13,1341.25
2015-03-16,1314.95
2015-03-17,1339.65
2015-03-18,1342.9
2015-03-19,1325.7
2015-03-20,1339.7
2015-03-23,1335.85
2015-03-24,1340.75
2015-03-25,1326.55
2015-03-26,1305.4
2015-03-27,1299.15
2015-03-30,1311.85
2015-03-31,1313.25
2015-04-01,1361.05
2015-04-06,1397.6
2015-04-07,1386.85
2015-04-08,1371.6
2015-04-09,1430.6
2015-04-10,1422.4
2015-04-13,1445.6
2015-04-15,1443.9
2015-04-16,1418.4
2015-04-17,1386.55
2015-04-20,1370.9
2015-04-21,1353.0
2015-04-22,1362.25
2015-04-23,1377.55
2015-04-24,1368.25
2015-04-27,1336.85
2015-04-28,1342.05
2015-04-29,1329.8
2015-04-30,1332.9
2015-05-04,1338.8
2015-05-05,1423.25
2015-05-06,1351.2
2015-05-07,1308.2
2015-05-08,1329.5
2015-05-11,1339.05
2015-05-12,1318.85
2015-05-13,1341.5
2015-05-14,1326.8
2015-05-15,1344.55
2015-05-18,1364.35
2015-05-19,1377.3
2015-05-20,1384.75
2015-05-21,1397.5
2015-05-22,1387.3
2015-05-25,1375.1
2015-05-26,1382.4
2015-05-27,1374.55
2015-05-28,1368.15
2015-05-29,1399.3
2015-06-01,1392.75
2015-06-02,1359.3
2015-06-03,1345.95
2015-06-04,1365.0
2015-06-05,1356.35
2015-06-08,1352.85
2015-06-09,1330.95
2015-06-10,1334.6
2015-06-11,1280.9
2015-06-12,1311.1
2015-06-15,1289.7
2015-06-16,1289.15
2015-06-17,1295.05
2015-06-18,1307.4
2015-06-19,1328.15
2015-06-22,1357.9
2015-06-23,1380.45
2015-06-24,1383.8
2015-06-25,1406.6
2015-06-26,1380.3
2015-06-29,1368.45
2015-06-30,1385.8
2015-07-01,1408.25
2015-07-02,1435.35
2015-07-03,1428.85
2015-07-06,1443.9
2015-07-07,1425.6
2015-07-08,707.1
2015-07-09,705.2
2015-07-10,709.4
2015-07-13,715.0
2015-07-14,710.7
2015-07-15,712.3
2015-07-16,741.25
2015-07-17,733.15
2015-07-20,736.6
2015-07-21,720.65
2015-07-22,728.65
2015-07-23,720.35
2015-07-24,724.7
2015-07-27,715.0
2015-07-28,729.4
2015-07-29,725.95
2015-07-30,716.8
2015-07-31,695.4
2015-08-03,690.2
2015-08-04,690.85
2015-08-05,691.9
2015-08-06,706.8
2015-08-07,705.0
2015-08-10,707.3
2015-08-11,704.7
2015-08-12,686.15
2015-08-13,690.75
