Date,COALINDIA
2015-01-01,380.05
2015-01-02,381.75
2015-01-05,380.25
2015-01-06,379.95
2015-01-07,374.7
2015-01-08,379.45
2015-01-09,375.05
2015-01-12,357.85
2015-01-13,361.2
2015-01-14,363.2
2015-01-15,368.45
2015-01-16,379.05
2015-01-19,379.2
2015-01-20,382.3
2015-01-21,391.85
2015-01-22,396.4
2015-01-23,394.7
2015-01-27,382.65
2015-01-28,383.8
2015-01-29,374.95
2015-01-30,360.85
2015-02-02,355.1
2015-02-03,356.65
2015-02-04,366.05
2015-02-05,369.9
2015-02-06,364.0
2015-02-09,360.65
2015-02-10,368.15
2015-02-11,372.1
2015-02-12,368.75
2015-02-13,377.85
2015-02-16,377.05
2015-02-18,380.35
2015-02-19,383.95
2015-02-20,382.75
2015-02-23,384.2
2015-02-24,384.2
2015-02-25,386.6
2015-02-26,384.35
2015-02-27,395.25
2015-02-28,393.95
2015-03-02,394.75
2015-03-03,379.65
2015-03-04,371.55
2015-03-05,363.95
2015-03-09,357.3
2015-03-10,370.7
2015-03-11,369.3
2015-03-12,364.7
2015-03-13,365.1
2015-03-16,364.4
2015-03-17,361.8
2015-03-18,364.55
2015-03-19,365.35
2015-03-20,368.25
2015-03-23,369.0
2015-03-24,370.05
2015-03-25,361.8
2015-03-26,352.3
2015-03-27,348.0
2015-03-30,359.3
2015-03-31,362.9
2015-04-01,363.0
2015-04-06,360.75
2015-04-07,359.6
2015-04-08,380.35
2015-04-09,386.95
2015-04-10,389.0
2015-04-13,392.35
2015-04-15,385.95
2015-04-16,383.65
2015-04-17,380.4
2015-04-20,372.05
2015-04-21,374.4
2015-04-22,379.2
2015-04-23,384.25
2015-04-24,376.25
2015-04-27,377.65
2015-04-28,372.4
2015-04-29,370.95
2015-04-30,362.75
2015-05-04,369.8
2015-05-05,364.4
2015-05-06,353.1
2015-05-07,360.8
2015-05-08,363.7
2015-05-11,371.95
2015-05-12,369.2
2015-05-13,368.95
2015-05-14,370.2
2015-05-15,366.9
2015-05-18,366.1
2015-05-19,363.65
2015-05-20,361.35
2015-05-21,373.7
2015-05-22,374.75
2015-05-25,369.9
2015-05-26,375.0
2015-05-27,383.05
2015-05-28,383.35
2015-05-29,391.05
2015-06-01,391.8
2015-06-02,383.5
2015-06-03,387.25
2015-06-04,388.55
2015-06-05,405.35
2015-06-08,400.95
2015-06-09,401.3
2015-06-10,404.9
2015-06-11,400.1
2015-06-12,396.1
2015-06-15,394.3
2015-06-16,397.35
2015-06-17,398.1
2015-06-18,394.55
2015-06-19,393.65
2015-06-22,399.7
2015-06-23,415.4
2015-06-24,412.3
2015-06-25,411.35
2015-06-26,411.4
2015-06-29,407.7
2015-06-30,421.25
2015-07-01,425.5
2015-07-02,424.05
2015-07-03,417.5
2015-07-06,419.75
2015-07-07,428.9
2015-07-08,417.15
2015-07-09,417.15
2015-07-10,419.95
2015-07-13,419.95
2015-07-14,434.15
2015-07-15,436.65
2015-07-16,438.3
2015-07-17,430.15
2015-07-20,425.45
2015-07-21,428.65
2015-07-22,432.35
2015-07-23,431.5
2015-07-24,426.05
2015-07-27,423.6
2015-07-28,420.85
2015-07-29,420.15
2015-07-30,420.35
2015-07-31,439.05
2015-08-03,431.7
2015-08-04,443.4
2015-08-05,438.5
2015-08-06,431.4
2015-08-07,414.7
2015-08-10,407.95
2015-08-11,392.7
2015-08-12,371.4
2015-08-13,377.05
2015-08-14,377.55
2015-08-17,379.85
2015-08-18,364.15
2015-08-19,355.65
2015-08-20,349.85
2015-08-21,348.65
2015-08-24,336.6
2015-08-25,353.6
2015-08-26,358.15
2015-08-27,361.85
2015-08-28,357.55
2015-08-31,366.35
2015-09-01,354.7
2015-09-02,344.35
2015-09-03,345.3
2015-09-04,347.5
2015-09-07,337.45
2015-09-08,337.35
2015-09-09,338.95
2015-09-10,338.35
2015-09-11,333.85
2015-09-14,339.3
2015-09-15,338.05
2015-09-16,337.45
2015-09-18,343.35
2015-09-21,342.2
2015-09-22,323.6
2015-09-23,327.8
2015-09-24,318.4
2015-09-28,308.85
2015-09-29,315.4
2015-09-30,327.6
2015-10-01,328.35
2015-10-05,329.75
2015-10-06,342.7
2015-10-07,346.25
2015-10-08,346.2
2015-10-09,335.85
2015-10-12,334.4
2015-10-13,340.35
2015-10-14,334.75
2015-10-15,341.4
2015-10-16,338.6
2015-10-19,337.8
2015-10-20,334.95
2015-10-21,337.25
2015-10-23,341.9
2015-10-26,333.4
2015-10-27,332.3
2015-10-28,330.2
2015-10-29,321.8
2015-10-30,319.9
2015-11-02,325.0
2015-11-03,325.85
2015-11-04,330.45
2015-11-05,337.1
2015-11-06,342.2
2015-11-09,339.6
2015-11-10,326.05
2015-11-11,328.25
2015-11-13,337.7
2015-11-16,330.75
2015-11-17,332.35
2015-11-18,335.05
2015-11-19,333.7
2015-11-20,333.3
2015-11-23,332.2
2015-11-24,332.4
2015-11-26,335.8
2015-11-27,336.5
2015-11-30,330.55
2015-12-01,341.55
2015-12-02,338.35
2015-12-03,334.8
2015-12-04,335.25
2015-12-07,327.55
2015-12-08,318.0
2015-12-09,307.6
2015-12-10,310.95
2015-12-11,307.75
2015-12-14,316.15
2015-12-15,314.55
2015-12-16,316.8
2015-12-17,316.05
2015-12-18,316.35
2015-12-21,319.3
2015-12-22,319.1
2015-12-23,322.5
2015-12-24,322.3
2015-12-28,325.5
2015-12-29,321.75
2015-12-30,322.1
2015-12-31,329.8
