Date,ADANIPORTS
2015-01-01,319.55
2015-01-02,319.35
2015-01-05,323.8
2015-01-06,321.85
2015-01-07,321.1
2015-01-08,334.55
2015-01-09,331.15
2015-01-12,328.45
2015-01-13,323.0
2015-01-14,331.25
2015-01-15,330.6
2015-01-16,330.85
2015-01-19,328.35
2015-01-20,330.5
2015-01-21,329.35
2015-01-22,329.4
2015-01-23,346.9
2015-01-27,345.15
2015-01-28,339.25
2015-01-29,344.15
2015-01-30,341.05
2015-02-02,335.9
2015-02-03,327.8
2015-02-04,321.25
2015-02-05,312.2
2015-02-06,300.2
2015-02-09,300.15
2015-02-10,317.85
2015-02-11,326.1
2015-02-12,336.6
2015-02-13,335.35
2015-02-16,331.25
2015-02-18,333.8
2015-02-19,333.85
2015-02-20,329.0
2015-02-23,323.4
2015-02-24,334.05
2015-02-25,328.2
2015-02-26,327.3
2015-02-27,346.25
2015-02-28,330.75
2015-03-02,330.35
2015-03-03,336.55
2015-03-04,332.0
2015-03-05,333.05
2015-03-09,325.0
2015-03-10,317.55
2015-03-11,307.8
2015-03-12,310.25
2015-03-13,306.25
2015-03-16,313.3
2015-03-17,319.55
2015-03-18,316.65
2015-03-19,312.9
2015-03-20,308.15
2015-03-23,303.85
2015-03-24,307.1
2015-03-25,314.75
2015-03-26,304.2
2015-03-27,305.0
2015-03-30,308.55
2015-03-31,308.2
2015-04-01,310.95
2015-04-06,321.25
2015-04-07,323.9
2015-04-08,319.15
2015-04-09,316.7
2015-04-10,319.8
2015-04-13,330.8
2015-04-15,325.75
2015-04-16,327.5
2015-04-17,322.75
2015-04-20,313.5
2015-04-21,314.45
2015-04-22,313.7
2015-04-23,318.6
2015-04-24,316.3
2015-04-27,305.95
2015-04-28,306.1
2015-04-29,312.85
2015-04-30,317.55
2015-05-04,347.2
2015-05-05,342.7
2015-05-06,331.2
2015-05-07,322.8
2015-05-08,335.1
2015-05-11,344.05
2015-05-12,334.9
2015-05-13,340.45
2015-05-14,333.95
2015-05-15,329.0
2015-05-18,339.35
2015-05-19,339.85
2015-05-20,343.05
2015-05-21,348.4
2015-05-22,348.95
2015-05-25,342.9
2015-05-26,345.25
2015-05-27,338.9
2015-05-28,333.0
2015-05-29,323.85
2015-06-01,311.55
2015-06-02,309.15
2015-06-03,297.25
2015-06-04,311.2
2015-06-05,311.3
2015-06-08,302.15
2015-06-09,306.55
2015-06-10,312.95
2015-06-11,304.25
2015-06-12,312.05
2015-06-15,310.05
2015-06-16,313.2
2015-06-17,311.0
2015-06-18,311.0
2015-06-19,304.6
2015-06-22,311.05
2015-06-23,316.05
2015-06-24,311.55
2015-06-25,312.55
2015-06-26,311.2
2015-06-29,306.65
2015-06-30,307.9
2015-07-01,311.3
2015-07-02,316.05
2015-07-03,320.8
2015-07-06,320.1
2015-07-07,333.05
2015-07-08,320.65
2015-07-09,315.15
2015-07-10,317.1
2015-07-13,321.4
2015-07-14,315.9
2015-07-15,319.65
2015-07-16,326.9
2015-07-17,329.3
2015-07-20,328.8
2015-07-21,322.65
2015-07-22,324.5
2015-07-23,331.35
2015-07-24,323.9
2015-07-27,313.95
2015-07-28,313.45
2015-07-29,314.7
2015-07-30,318.35
2015-07-31,325.0
2015-08-03,330.7
2015-08-04,339.15
2015-08-05,339.85
2015-08-06,346.75
2015-08-07,339.55
2015-08-10,338.55
2015-08-11,331.8
2015-08-12,322.2
2015-08-13,334.7
2015-08-14,363.75
2015-08-17,358.3
2015-08-18,363.45
2015-08-19,365.5
2015-08-20,368.55
2015-08-21,365.05
2015-08-24,334.6
2015-08-25,344.8
2015-08-26,347.85
2015-08-27,356.55
2015-08-28,362.65
2015-08-31,355.45
2015-09-01,342.25
2015-09-02,334.55
2015-09-03,339.4
2015-09-04,339.35
2015-09-07,322.65
2015-09-08,317.55
2015-09-09,324.05
2015-09-10,326.2
2015-09-11,322.95
2015-09-14,329.95
2015-09-15,332.8
2015-09-16,334.2
2015-09-18,339.7
2015-09-21,332.9
2015-09-22,319.1
2015-09-23,310.85
2015-09-24,301.85
2015-09-28,307.2
2015-09-29,297.4
2015-09-30,299.0
2015-10-01,305.05
2015-10-05,317.85
2015-10-06,315.8
2015-10-07,314.55
2015-10-08,320.75
2015-10-09,318.55
2015-10-12,320.75
2015-10-13,323.55
2015-10-14,324.5
2015-10-15,329.0
2015-10-16,323.7
2015-10-19,317.7
2015-10-20,309.85
2015-10-21,314.2
2015-10-23,314.15
2015-10-26,316.35
2015-10-27,311.3
2015-10-28,300.65
2015-10-29,300.1
2015-10-30,296.25
2015-11-02,295.55
2015-11-03,291.2
2015-11-04,289.45
2015-11-05,284.1
2015-11-06,285.05
2015-11-09,276.05
2015-11-10,265.6
2015-11-11,267.5
2015-11-13,267.35
2015-11-16,272.1
2015-11-17,270.75
2015-11-18,267.3
2015-11-19,270.75
2015-11-20,269.7
2015-11-23,276.5
2015-11-24,270.25
2015-11-26,268.0
2015-11-27,268.25
2015-11-30,267.7
2015-12-01,263.25
2015-12-02,261.4
2015-12-03,258.85
2015-12-04,255.55
2015-12-07,255.1
2015-12-08,251.05
2015-12-09,244.0
2015-12-10,246.9
2015-12-11,241.15
2015-12-14,254.55
2015-12-15,252.1
2015-12-16,251.65
2015-12-17,256.3
2015-12-18,260.2
2015-12-21,260.6
2015-12-22,257.6
2015-12-23,257.3
2015-12-24,258.1
2015-12-28,262.0
2015-12-29,263.55
2015-12-30,261.75
2015-12-31,260.9
