Date,JAICORPLTD
2015-01-01,78.0
2015-01-02,77.75
2015-01-05,77.9
2015-01-06,73.45
2015-01-07,74.3
2015-01-08,75.95
2015-01-09,75.6
2015-01-12,75.45
2015-01-13,72.85
2015-01-14,71.5
2015-01-15,72.95
2015-01-16,73.35
2015-01-19,75.4
2015-01-20,75.0
2015-01-21,73.65
2015-01-22,73.65
2015-01-23,73.3
2015-01-27,71.9
2015-01-28,70.15
2015-01-29,70.1
2015-01-30,70.05
2015-02-02,70.15
2015-02-03,72.05
2015-02-04,74.05
2015-02-05,69.75
2015-02-06,68.35
2015-02-09,65.7
2015-02-10,63.35
2015-02-11,67.75
2015-02-12,70.75
2015-02-13,71.8
2015-02-16,70.9
2015-02-18,71.7
2015-02-19,72.25
2015-02-20,71.55
2015-02-23,71.65
2015-02-24,70.1
2015-02-25,72.45
2015-02-26,71.3
2015-02-27,72.6
2015-02-28,70.25
2015-03-02,70.6
2015-03-03,71.85
2015-03-04,69.5
2015-03-05,68.9
2015-03-09,65.05
2015-03-10,63.55
2015-03-11,63.35
2015-03-12,64.5
2015-03-13,63.8
2015-03-16,61.3
2015-03-17,59.9
2015-03-18,60.2
2015-03-19,58.65
2015-03-20,56.45
2015-03-23,54.4
2015-03-24,52.2
2015-03-25,50.7
2015-03-26,51.4
2015-03-27,51.75
2015-03-30,54.0
2015-03-31,55.95
2015-04-01,57.45
2015-04-06,60.1
2015-04-07,63.5
2015-04-08,63.55
2015-04-09,65.55
2015-04-10,66.85
2015-04-13,66.6
2015-04-15,66.15
2015-04-16,64.35
2015-04-17,63.2
2015-04-20,60.7
2015-04-21,59.95
2015-04-22,59.55
2015-04-23,59.65
2015-04-24,57.05
2015-04-27,54.7
2015-04-28,56.55
2015-04-29,56.65
2015-04-30,56.35
2015-05-04,58.1
2015-05-05,58.55
2015-05-06,55.9
2015-05-07,54.3
2015-05-08,55.25
2015-05-11,56.7
2015-05-12,54.05
2015-05-13,54.55
2015-05-14,55.25
2015-05-15,55.25
2015-05-18,55.85
2015-05-19,57.0
2015-05-20,60.0
2015-05-21,60.5
2015-05-22,58.35
2015-05-25,56.8
2015-05-26,55.8
2015-05-27,56.6
2015-05-28,56.15
2015-05-29,56.5
2015-06-01,56.3
2015-06-02,54.75
2015-06-03,51.6
2015-06-04,51.25
2015-06-05,52.55
2015-06-08,50.95
2015-06-09,50.25
2015-06-10,50.85
2015-06-11,49.6
2015-06-12,49.55
2015-06-15,49.5
2015-06-16,49.35
2015-06-17,53.25
2015-06-18,54.3
2015-06-19,54.9
2015-06-22,55.35
2015-06-23,57.0
2015-06-24,54.95
2015-06-25,55.05
2015-06-26,56.1
2015-06-29,53.95
2015-06-30,54.6
2015-07-01,55.5
2015-07-02,55.75
2015-07-03,55.4
2015-07-06,57.8
2015-07-07,62.0
2015-07-08,59.25
2015-07-09,59.7
2015-07-10,59.15
2015-07-13,59.95
2015-07-14,61.9
2015-07-15,61.4
2015-07-16,61.45
2015-07-17,61.1
2015-07-20,60.05
2015-07-21,57.75
2015-07-22,59.6
2015-07-23,62.9
2015-07-24,61.4
2015-07-27,58.55
2015-07-28,57.95
2015-07-29,58.3
2015-07-30,59.45
2015-07-31,60.05
2015-08-03,60.3
2015-08-04,60.95
2015-08-05,62.15
2015-08-06,61.25
2015-08-07,62.3
2015-08-10,61.05
2015-08-11,59.45
2015-08-12,58.05
2015-08-13,55.8
2015-08-14,58.1
2015-08-17,57.2
2015-08-18,57.55
2015-08-19,59.85
2015-08-20,57.8
2015-08-21,56.65
2015-08-24,49.1
2015-08-25,47.95
2015-08-26,48.9
2015-08-27,51.15
2015-08-28,50.1
2015-08-31,49.95
2015-09-01,47.8
2015-09-02,48.4
2015-09-03,50.7
2015-09-04,49.6
2015-09-07,47.85
2015-09-08,47.4
2015-09-09,49.15
2015-09-10,49.3
2015-09-11,48.65
2015-09-14,49.6
2015-09-15,48.6
2015-09-16,48.8
2015-09-18,49.45
2015-09-21,51.7
2015-09-22,52.0
2015-09-23,51.1
2015-09-24,50.7
2015-09-28,50.3
2015-09-29,50.2
2015-09-30,53.25
2015-10-01,52.85
2015-10-05,53.35
2015-10-06,53.1
2015-10-07,53.95
2015-10-08,54.45
2015-10-09,54.15
2015-10-12,54.0
2015-10-13,54.55
2015-10-14,54.55
2015-10-15,54.65
2015-10-16,54.45
2015-10-19,55.8
2015-10-20,54.8
2015-10-21,57.05
2015-10-23,56.2
2015-10-26,54.75
2015-10-27,54.45
2015-10-28,54.35
2015-10-29,53.95
2015-10-30,53.8
2015-11-02,53.2
2015-11-03,53.3
2015-11-04,54.65
2015-11-05,51.85
2015-11-06,50.45
2015-11-09,52.2
2015-11-10,51.9
2015-11-11,52.65
2015-11-13,50.35
2015-11-16,50.8
2015-11-17,52.65
2015-11-18,51.25
2015-11-19,51.8
2015-11-20,52.05
2015-11-23,51.8
2015-11-24,52.65
2015-11-26,53.2
2015-11-27,52.75
2015-11-30,53.7
2015-12-01,54.3
2015-12-02,54.7
2015-12-03,54.6
2015-12-04,54.05
2015-12-07,57.7
2015-12-08,54.4
2015-12-09,52.05
2015-12-10,53.1
2015-12-11,51.9
2015-12-14,51.5
2015-12-15,52.1
2015-12-16,52.2
2015-12-17,53.75
2015-12-18,53.75
2015-12-21,54.4
2015-12-22,62.2
2015-12-23,61.75
2015-12-24,69.0
2015-12-28,68.1
2015-12-29,72.3
2015-12-30,73.3
2015-12-31,73.7
